대여소번호,대여소명,전체 이용건수,평일출근이용건수,평일퇴근이용건수,주말이용건수,평일출근비중,평일퇴근비중,주말비중
2206,2206. 언남초등학교 앞,10816,2720,1695,2301,0.2514792899408284,0.15671227810650887,0.2127403846153846
4084,4084. 도봉동실내스포츠센터,10806,1602,1596,2620,0.14825097168239867,0.14769572459744587,0.24245789376272442
1916,1916. 구로중학교앞,10796,2179,1678,2727,0.20183401259725825,0.15542793627269358,0.25259355316783993
485,485.서울역5번출구,10784,1872,2855,2090,0.17359050445103857,0.2647440652818991,0.19380563798219586
3812,3812. KT관악지점,10780,1390,1380,2848,0.12894248608534323,0.1280148423005566,0.26419294990723563
5090,5090. 대상연구소,10772,464,5631,977,0.043074637950241364,0.522744151503899,0.09069810620126253
5329,5329. 상계주공15단지 1509동 앞,10750,2337,1489,2445,0.2173953488372093,0.13851162790697674,0.22744186046511627
3529,3529. 어린이대공원정문,10747,1499,1931,3072,0.13948078533544245,0.1796780496882851,0.28584721317577
4226,4226. 마포프레스티지자이 1,10746,2721,1484,2577,0.25321049692908987,0.13809789689186674,0.2398101619207147
2912,2912.대진고등학교,10737,781,1611,3357,0.0727391263853963,0.15004191114836546,0.3126571668063705
3516,3516. 구의아리수정수센터앞,10725,3066,1211,2630,0.28587412587412586,0.11291375291375291,0.24522144522144523
1639,1639. 희성오피앙,10723,1556,1770,2952,0.14510864496875875,0.1650657465261587,0.27529609251142406
4791,4791. 명동역9번 출구,10705,1696,2087,2666,0.15843063988790285,0.1949556282111163,0.24904250350303597
828,828. 숙대입구역 8번,10703,888,1905,2899,0.08296739231991031,0.17798748014575352,0.2708586377651126
1395,1395.래미안장위포레카운티(102동),10703,2094,1425,3073,0.19564608053816687,0.13314024105391012,0.2871157619359058
1514,1514. 강북구청 사거리 버스정류소 앞,10688,839,1836,2647,0.07849925149700598,0.1717814371257485,0.24766092814371257
4211,4211. 시석빌딩 앞,10687,294,1956,3733,0.027510058950126322,0.1830261064845139,0.34930289136333864
1196,1196. 서울식물원(문화센터) 건너편,10682,1993,4003,1250,0.18657554765025275,0.3747425575734881,0.11701928477813144
2082,2082.7호선 이수역7번출구,10674,1100,2286,2538,0.10305415027168821,0.21416526138279932,0.23777403035413153
836,836. 현대자동차서비스 앞,10669,663,2554,3439,0.0621426562939357,0.23938513450182772,0.32233573905708124
1690,1690. 도봉운전면허시험장 버스정류장 옆,10666,1322,1770,2329,0.12394524657791112,0.1659478717419839,0.2183573973373336
673,673.안암골벽산아파트(후문),10658,1297,1722,2742,0.12169262525802214,0.16156877462938637,0.25727153312066053
5335,5335. 하계역 1번 출구,10653,924,2455,2601,0.08673613066741763,0.23045151600488126,0.2441565756125035
445,445.대한상공회의소,10651,920,3851,1232,0.08637686602196977,0.36156229462022343,0.11566989015115951
301,301. 경복궁역 7번출구 앞,10633,2191,1361,2388,0.20605661619486504,0.12799774287595223,0.22458384275369134
5894,5894.영등포세무서,10628,963,3169,1964,0.09060971019947309,0.29817463304478736,0.18479488144523898
3425,3425.광화문 풍림스페이스본 1단지앞,10620,2696,1307,2423,0.2538606403013183,0.12306967984934086,0.22815442561205274
5775,5775. 가락시장역 5번출구,10615,1435,2442,1987,0.13518605746585022,0.23005181347150258,0.18718794159208668
4008,4008. 하계 어린이 공원,10586,1971,1538,2815,0.18618930663139996,0.14528622709238617,0.26591724919705273
1526,1526. 강북종합시장 앞,10582,1418,1343,2797,0.134001134001134,0.12691362691362693,0.2643167643167643
379,379. 서울역9번출구,10565,1466,2535,2365,0.138760056791292,0.2399432087079981,0.22385234264079507
3985,3985. 디폴리스 지식산업센터,10542,811,5841,1195,0.07693037374312274,0.5540694365395561,0.1133560994118763
464,464. 삼청동 골목,10526,1531,1609,2274,0.14544936348090443,0.15285958578757364,0.21603648109443283
586,586. 마장동 주민센터,10523,2800,928,2728,0.26608381640216666,0.08818777915043238,0.2592416611232538
637,637. KAIST 경영대학 앞,10510,846,2163,2281,0.08049476688867745,0.20580399619410086,0.2170313986679353
4636,4636. 용산구꿈나무종합타운 앞,10501,1311,1817,2757,0.12484525283306351,0.17303113989143892,0.26254642415008095
640,640. 동대문경찰서 교차로,10493,2091,1665,2469,0.1992757076146002,0.1586772133803488,0.235299723625274
506,506. 금호 어울림 아파트 앞,10487,687,4286,1873,0.06550967864975685,0.4086964813578717,0.17860207876418424
4350,4350.누리숲어린이공원 앞,10485,1425,2005,2728,0.13590844062947066,0.19122556032427276,0.26018121125417265
3547,3547.상왕십리역 6번 출입구,10469,911,2272,2758,0.08701881746107555,0.21702168306428504,0.2634444550577897
2547,2547. 반포래미안 리오센트,10468,1750,1832,2869,0.16717615590370655,0.1750095529231945,0.27407336645013375
5328,5328.롯데캐슬시그니처아파트 앞,10466,1967,1556,2519,0.18794190712784253,0.14867188992929486,0.2406841200076438
441,441.염천교사거리,10454,1450,3685,1005,0.1387028888463746,0.35249665199923474,0.09613545054524585
1302,1302. 한성대입구역6번출구 뒤,10454,1943,1529,2549,0.18586187105414195,0.14625980485938397,0.24383011287545436
128,128. 신촌역(2호선) 1번출구 옆,10442,1054,2366,2562,0.10093851752537827,0.22658494541275617,0.24535529592032176
4576,4576.보라매sk뷰 108동 앞,10440,2723,1262,2468,0.26082375478927206,0.12088122605363985,0.2363984674329502
2105,2105. 미성동 신림체육센터,10436,1783,1248,2631,0.17085090072824838,0.11958604829436566,0.2521080873898045
4545,4545. 청소년음악센터,10422,1450,1064,2479,0.13912876607177124,0.10209172903473422,0.23786221454615236
3801,3801. 이랜드글로벌R&D센터,10415,360,5728,863,0.03456553048487758,0.5499759961593855,0.0828612578012482
1145,1145. 곰달래 문화복지센터 B,10410,1278,1355,2927,0.12276657060518732,0.13016330451488953,0.28117195004803075
1930,1930. 개봉지구대 개봉치안센터,10408,2279,1329,2506,0.21896617986164488,0.1276902382782475,0.24077632590315143
461,461. 서울경찰청,10395,2443,1763,1960,0.235016835016835,0.1696007696007696,0.18855218855218855
3718,3718. 번동3단지 버스정류장,10377,997,1941,2859,0.09607786450804665,0.18704827984966754,0.2755131540907777
1469,1469.먹골역 4번출구,10370,1350,1881,2691,0.13018322082931533,0.18138862102217937,0.2594985535197686
1540,1540. 가오리역,10362,1288,1715,2852,0.12430032812198417,0.16550858907546806,0.27523644084153637
1332,1332. 석계역 5번출구 건너편,10358,985,1731,2857,0.09509557829696853,0.16711720409345435,0.2758254489283645
5318,5318. 극동의 푸른별 아파트 뒤(중계4동주민센터 앞),10356,2496,1031,2215,0.2410196987253766,0.09955581305523369,0.21388567014291232
1339,1339. 삼성전자서비스 성북센터,10355,1553,1554,2545,0.14997585707387737,0.15007242877836793,0.24577498792853694
5506,5506. 월드컵참누리아파트,10353,2442,1389,2710,0.23587365980875108,0.1341640104317589,0.26175987636433884
3505,3505. 신양초교앞 교차로,10351,1072,1524,3006,0.10356487295913439,0.14723215148294852,0.2904067239880205
5764,5764. 한국체육대학교,10341,649,2224,3036,0.06275988782516198,0.21506624117590176,0.2935886277922831
3786,3786. 강서힐스테이트 상가 앞,10332,1328,1668,2734,0.12853271389856755,0.16144018583042974,0.2646147890050329
1468,1468.먹골역 7번 출구,10327,1107,1673,2745,0.10719473225525322,0.16200251767212162,0.26580807591749783
6176,6176. 유광사 여성병원 앞,10313,1570,1624,2700,0.15223504314942307,0.15747115291379812,0.26180548821875305
526,526. 용답토속공원 앞,10309,1794,3701,1148,0.17402269861286254,0.3590066931807159,0.11135900669318072
2315,2315. 봉은사역 5번출구 옆,10303,1364,2994,2197,0.13238862467242551,0.29059497233815396,0.21323886246724255
1464,1464.중화역 4번출구,10298,1051,1827,2834,0.10205865216546903,0.17741308992037289,0.27519906778015146
4463,4463. 방이역 2번 출구,10239,1876,1638,2585,0.18322101767750756,0.1599765602109581,0.25246606113878306
6178,6178. 마스터밸류에이스 지식산업센터,10230,680,3176,2264,0.06647116324535679,0.3104594330400782,0.22130987292277615
1869,1869.롯데캐슬골드파크3차 301동 앞,10226,3199,1103,1981,0.3128300410717778,0.10786231175435165,0.1937218853901819
2655,2655.송이공원,10223,1777,1514,2863,0.17382373080309108,0.14809742736965667,0.2800547784407708
115,115. 마스타 빌딩 앞,10221,1155,1493,2785,0.11300264162019372,0.14607181293415517,0.2724782310928481
440,440. 하늘공원 입구,10210,273,1736,4993,0.0267384916748286,0.17002938295788442,0.4890303623898139
3558,3558.마장동 금호어울림APT앞,10192,1433,1425,2894,0.14060047095761383,0.1398155416012559,0.2839481946624804
4269,4269. 연희IC 남측,10190,1065,1602,2906,0.10451422963689892,0.15721295387634937,0.28518155053974487
4826,4826. 홈플러스 면목점,10181,1627,1398,2562,0.15980748453000687,0.13731460563795306,0.25164522149101265
782,782.서남병원 후문,10178,2512,1692,2245,0.2468068382786402,0.16624091177048536,0.22057378659854587
191,191. 서우빌딩,10164,1983,1217,2536,0.1951003541912633,0.11973632428177883,0.24950806768988587
3103,3103. 홍제삼거리 북측,10152,1319,1557,2822,0.12992513790386132,0.15336879432624115,0.2779747832939322
1217,1217. 송파파인타운 7단지,10147,1311,1766,2726,0.1292007489898492,0.1740415886468907,0.26865083275845075
3207,3207.양남사거리1,10140,1412,2693,1765,0.13925049309664694,0.2655818540433925,0.17406311637080868
3520,3520. 광진경찰서,10109,2191,1352,2419,0.21673756058957364,0.13374220991195965,0.23929172024928283
4860,4860. 가락쌍용2차아파트 103동,10107,1376,1873,2869,0.1361432670426437,0.18531710695557535,0.2838626694370238
3815,3815. 광일빌딩,10089,1862,1111,2831,0.18455743879472694,0.11011993259986123,0.2806026365348399
4123,4123. 배봉초교 교차로,10082,1593,2240,2472,0.1580043642134497,0.22217813925808372,0.24518944653838523
3123,3123.DMC파크뷰자이1단지 110동 앞,10077,2055,1308,2924,0.20392974099434355,0.12980053587377197,0.29016572392577156
353,353. 재동초교 앞 삼거리,10076,875,2186,2952,0.0868400158793172,0.2169511710996427,0.2929734021437078
1828,1828. 독산동 한양수자인아파트 앞,10066,2855,1272,2138,0.28362805483806874,0.12636598450228492,0.2123981720643751
4320,4320. 비석공원,10056,1227,2374,2755,0.12201670644391407,0.23607796340493237,0.27396579156722356
925,925. 불광역 2번출구,10055,793,2188,2535,0.07886623570363004,0.2176031824962705,0.252113376429637
122,122. 신성기사식당 앞,10037,1717,1521,2700,0.1710670519079406,0.1515393045730796,0.2690046826741058
1719,1719. 신도봉사거리 버스정류장,10031,1561,1797,2529,0.15561758548499652,0.17914465158010168,0.2521184328581398
2606,2606. 위례동주민센터,10029,2024,1898,2531,0.20181473726194038,0.18925117160235316,0.2523681324159936
4133,4133.래미안허브리츠아파트 앞,10028,1552,1765,2496,0.15476665337056242,0.1760071798962904,0.24890307140007978
2390,2390. 구룡마을 입구 (래미안블레스티지 아파트),10020,1855,1241,2676,0.18512974051896208,0.12385229540918163,0.26706586826347306
5342,5342. 상계공원 입구,10017,2193,1245,2664,0.21892782270140762,0.12428870919436957,0.265947888589398
4367,4367. kt 행당빌딩 앞,10010,1030,1579,2705,0.1028971028971029,0.15774225774225775,0.27022977022977024
344,344. 성균관대 E하우스 앞,10002,1760,1323,2354,0.17596480703859227,0.13227354529094182,0.23535292941411717
2212,2212.서초현대4차아파트 201동 맞은편,9986,2077,1275,2695,0.2079911876627278,0.1276787502503505,0.26987782896054474
520,520. 상왕십리역 4번 출구 앞,9981,1514,1913,2225,0.15168820759442941,0.19166416190762448,0.22292355475403267
3311,3311.서울대입구역 4번 출구,9954,579,2076,2585,0.058167570825798674,0.20855937311633513,0.2596945951376331
4146,4146.이삭어린이공원,9952,1723,1877,2596,0.17313102893890675,0.18860530546623794,0.2608520900321543
1429,1429. 장안중학교,9947,1158,1578,2622,0.11641701015381523,0.15864079621996582,0.2635970644415402
1734,1734. 쌍문현대1차아파트 108동 앞,9945,2322,1081,2697,0.2334841628959276,0.10869783810960282,0.2711915535444947
2089,2089.사당역10번출구(금강빌딩),9939,1073,1608,2582,0.10795854713753898,0.16178690009055238,0.25978468658818793
387,387. 훈련원공원주차장 앞,9927,996,2209,2239,0.10033242671501964,0.22252442832678554,0.22554648937241867
4025,4025. 한천교 동편,9920,1066,1427,3309,0.10745967741935483,0.1438508064516129,0.33356854838709676
4147,4147.청량리역광장,9912,1220,1948,2715,0.12308313155770782,0.19652945924132365,0.27391041162227603
4370,4370. 성동교 사거리,9904,494,3407,1979,0.049878836833602586,0.34400242326332797,0.19981825525040386
2550,2550.양재동 꽃시장 건너편,9901,1565,2487,1983,0.15806484193515807,0.2511867488132512,0.20028279971720028
1403,1403. 중화빌딩 앞 (동부시장),9897,685,1931,2877,0.0692128927957967,0.19510962918055977,0.29069414974234614
4573,4573. 두산위브아파트,9880,3008,1231,2651,0.3044534412955466,0.12459514170040485,0.26831983805668014
1735,"1735. 도봉역 1,2번 출구사이 건너편",9878,1628,1747,2490,0.16481069042316257,0.17685766349463455,0.25207531889046364
4653,4653. 불광역 9번 출구 맞은편,9873,969,1637,2490,0.09814646004254027,0.16580573280664437,0.2522029778182923
1170,1170. 강서구보건소,9850,1188,1518,2471,0.12060913705583756,0.15411167512690355,0.25086294416243654
4105,4105. 서울교통공사사거리 교통섬,9847,1612,2559,1634,0.16370468162892252,0.2598761043972784,0.16593886462882096
5753,5753. 호반써밋,9845,1781,1670,2502,0.1809040121889284,0.16962925342813612,0.25413915693245304
4603,4603. 한강GS에클라트 건너편 교통섬,9841,1726,2181,2232,0.17538868001219388,0.22162381871761,0.22680621888019512
2241,2241.양재전화국 사거리,9826,1373,2473,2396,0.13973132505597394,0.25167921840016283,0.24384286586606962
2420,2420.학여울역 사거리(LG베스트샵 앞),9816,3061,1915,2288,0.31183781581092096,0.19508964955175223,0.2330888345558272
4846,4846. 상봉동양엔파트 앞,9795,1245,1243,2487,0.12710566615620214,0.12690148034711587,0.2539050535987749
5759,5759. 풍납근린공원,9784,1015,2093,2599,0.10374080130825838,0.21392068683565005,0.2656377759607523
5330,5330. 구립수락노인종합복지관,9782,2005,1579,2344,0.20496830913923533,0.1614189327335923,0.23962379881414844
4212,4212. 한화오벨리스크 앞,9776,2395,1255,2500,0.24498772504091654,0.12837561374795417,0.25572831423895254
4117,4117. 휘경119안전센터 앞,9765,1174,1795,2551,0.1202252944188428,0.18381976446492576,0.2612391193036354
285,285. 콤텍시스템 앞,9747,1184,2426,2180,0.12147327382784447,0.2488970965425259,0.22365856160870012
408,408. LG CNS앞,9744,719,3442,1133,0.07378899835796388,0.3532430213464696,0.11627668308702792
1553,1553.서울북부고용노동지청,9738,1182,1519,2695,0.12138016019716574,0.15598685561716985,0.2767508728691723
105,105. 합정역 5번출구 앞,9733,548,2061,2892,0.05630329805815268,0.21175382718586253,0.29713346347477654
1340,1340. 광운초등학교 앞,9728,3044,1121,2141,0.3129111842105263,0.115234375,0.22008634868421054
4710,4710. 자교교회 앞,9727,1790,1387,2541,0.18402385113601316,0.1425927829752236,0.2612316233165416
3420,3420. 성균관대입구 사거리 B,9725,894,1605,2597,0.0919280205655527,0.16503856041131104,0.2670437017994859
4485,4485. 잠실나루역 고가하부,9718,784,2251,2635,0.08067503601564108,0.2316320230500103,0.27114632640461
617,617. 청솔우성아파트 앞,9715,2428,951,2444,0.2499227997941328,0.09788986103962943,0.25156973751930006
4689,4689. 은평서해그랑블아파트앞,9707,2158,1282,2513,0.22231379416915628,0.13206964046564335,0.2588853404759452
4962,4962.고덕비즈밸리 디엠스퀘어 앞,9689,197,4658,1239,0.02033233563835277,0.4807513675301889,0.12787697388791414
195,195. 모래내고가차도 ,9683,1704,1258,2543,0.17597851905401218,0.12991841371475782,0.2626252194567799
3552,3552.서울숲 공영주차장앞,9673,216,1498,4636,0.022330197456838622,0.1548640545849271,0.4792722009717771
6180,6180.양천향교역 3번출구,9660,1888,1775,2287,0.19544513457556936,0.18374741200828157,0.2367494824016563
1833,1833. 독산역 1번출구 A,9657,3034,1477,1766,0.31417624521072796,0.15294604949777363,0.18287252770011392
5313,5313. 중계주공2단지 앞,9656,1362,1235,2918,0.14105219552609777,0.12789975144987573,0.30219552609776307
156,156. 서울서부지방법원 앞,9651,1038,2370,2059,0.10755362138638483,0.2455704072116879,0.21334576727800228
3707,3707. 드래곤타워 앞,9643,1627,1441,2431,0.16872342631961007,0.14943482318780463,0.25209996888934977
430,430. 장충동먹자골목 앞,9620,1379,1841,2183,0.14334719334719334,0.19137214137214137,0.22692307692307692
3963,3963. 에이스 하드웨어(시흥대로 396) 앞,9611,2718,1320,1977,0.28280095723649984,0.13734262823847673,0.20570180002080948
251,251. 서울지방병무청 버스정류장,9599,1083,1674,2483,0.11282425252630482,0.17439316595478696,0.25867277841441816
2514,2514.사평역 2번출구,9591,1838,1825,2265,0.19163799395266395,0.1902825565634449,0.2361588989677823
2654,2654.올림픽선수촌아파트 136동 앞,9591,1537,1408,2453,0.16025440517151496,0.14680429569387968,0.255760608904181
394,394. 경희궁 자이 3단지,9589,2807,2101,1599,0.2927312545625195,0.21910522473667746,0.16675357180102202
5310,5310. 목련아파트,9588,2434,1202,1938,0.2538589904046725,0.12536503963287443,0.20212765957446807
2427,2427.개포고등학교 정문앞,9584,1364,1590,2423,0.14232053422370616,0.16590150250417363,0.2528171953255426
3816,3816. 관악 GSfresh,9580,2065,1387,2331,0.21555323590814196,0.14478079331941546,0.24331941544885177
982,982. 녹번초등학교(서오릉로),9574,1515,1519,2491,0.15824106956340087,0.1586588677668686,0.2601838312095258
5758,5758. 올림픽선수기자촌아파트 123동 근처,9566,1438,1224,2790,0.15032406439473134,0.12795316746811625,0.29165795525820615
390,390. 충무로역 1번출구,9565,990,2310,1991,0.10350235232618923,0.2415054887611082,0.20815473078933613
3551,3551.성동도로사업소,9564,659,2782,1166,0.06890422417398578,0.29088247595148475,0.1219155165202844
4274,4274. 신촌 파랑고래 입구,9558,517,1512,2853,0.054090813977819625,0.15819209039548024,0.2984934086629002
332,332. 을지로2가 사거리 남측,9537,1646,1985,1344,0.17259096151829717,0.2081367306280801,0.14092481912551116
4544,4544.경창시장,9529,2335,1555,2191,0.2450414524084374,0.16318606359534055,0.22992968831986568
4902,4902. 구역삼세무서 교차로,9528,1344,2687,1480,0.14105793450881612,0.2820109151973132,0.15533165407220823
4842,4842. 면목라온프라이빗 아파트,9522,2441,1008,2541,0.25635370720436884,0.10586011342155009,0.26685570258349084
1060,1060. 천일초교 사거리,9520,1345,1671,2550,0.14128151260504201,0.1755252100840336,0.26785714285714285
1659,1659. 중계동 을지중학교,9519,1459,1078,2699,0.15327240256329447,0.11324718983086458,0.2835381867843261
930,930. 구 서부경찰서 건너편,9508,1575,1853,2415,0.16564997896508205,0.19488851493479176,0.2539966344131258
1560,1560. 도봉세무서 앞,9499,804,1688,2463,0.08464048847247078,0.1777029160964312,0.259290451626487
813,813. 삼각지역 3번출구,9498,646,1376,3135,0.06801431880395872,0.1448726047588966,0.3300694883133291
5067,5067. 주원 리젠트 앞,9497,2241,1083,2209,0.2359692534484574,0.11403601137201222,0.23259976834789933
3543,3543. 세종대학교(학술정보원),9494,376,2211,1540,0.039603960396039604,0.2328839266905414,0.1622077101327154
1247,1247. 문정 법조단지11,9491,1028,2139,2565,0.10831313876303866,0.22537140448846277,0.27025603203034454
2301,2301. 현대고등학교 건너편,9467,412,1962,3231,0.04351959438047956,0.20724622372451673,0.3412907996197317
4216,4216. 망원정 앞,9464,2155,1398,2801,0.22770498732037195,0.1477176669484362,0.2959636517328825
2170,2170. 조원동 강남힐병원,9463,2303,1060,2469,0.243368910493501,0.11201521716157667,0.2609109161999366
714,714. 한국SGI 양천문화회관 앞,9460,2177,1545,2216,0.23012684989429175,0.16331923890063424,0.23424947145877378
452,452. 동대문 종합시장 버스정류장,9452,1184,1748,2034,0.1252644942869234,0.184934405416843,0.21519255184088024
4552,4552. 코레일유통본사,9434,1832,2594,915,0.19419122323510707,0.2749629001483994,0.09698961204155183
4175,4175. 대방역2번출구,9432,1092,1870,2213,0.11577608142493638,0.19826123833757422,0.23462680237489397
2009,2009. 보라매역 8번출구,9423,890,1704,2511,0.09444975061020906,0.18083412925819803,0.2664756446991404
1402,1402. 금란주차장 앞,9420,1400,1204,2439,0.14861995753715498,0.1278131634819533,0.2589171974522293
1976,1976. 남구로역 5번 출입구 앞,9419,2051,1682,1617,0.21775135364688397,0.17857522029939485,0.17167427540078564
3912,3912. 삼호아파트 앞,9413,1021,1337,2545,0.10846701370445129,0.1420376075640072,0.27037076383724634
4423,4423.현대백화점 미아점,9390,1784,1101,2872,0.18998935037273695,0.11725239616613418,0.3058572949946752
950,950. 구산역 2번 출구 예일여고 버스정류장,9349,1275,1531,2671,0.13637822226976148,0.1637608300352979,0.2856990052412023
1750,1750. 창포원 남쪽 입구,9348,613,1554,3072,0.06557552417629439,0.1662387676508344,0.3286264441591784
4095,4095. 방학브라운스톤아파트,9336,1363,1457,2288,0.14599400171379606,0.15606255355612683,0.24507283633247642
3618,3618. 서울율현초교 삼거리,9317,1681,1457,2339,0.18042288290222175,0.15638080927337125,0.25104647418697007
750,750. 연의근린공원 건너편,9314,2661,1127,2242,0.28569894782048527,0.12100064419153962,0.24071290530384368
4518,4518. 청기와빌딩,9312,1617,1612,2399,0.17364690721649484,0.17310996563573883,0.25762457044673537
1239,1239. 문정 법조단지3,9309,2090,2281,1869,0.22451391126866474,0.24503168976259534,0.20077344505317435
4104,4104. 외대앞역 교차로,9308,956,1557,2669,0.10270734851740439,0.1672754619681994,0.28674258702191663
720,720. 서울강월초등학교 앞,9294,1489,1323,2409,0.16021088874542716,0.14234990316333118,0.2591994835377663
1336,1336. 성북3교 위,9284,1781,1180,2449,0.19183541576906507,0.12710038776389487,0.26378716070659197
591,591. 건국대학교 (행정관),9278,456,1929,1211,0.04914852338866135,0.20791118775598189,0.13052381978874758
4800,4800. 필동 삼거리,9271,1050,2026,1473,0.11325639089634344,0.2185309028152303,0.15888253694315607
3008,3008.DMC역7번출구,9268,2889,2232,1180,0.3117177384548986,0.24082865774708676,0.1273198100992663
1437,1437. 늘푸른공원 앞,9265,1697,1558,2273,0.18316243928764167,0.16815974096060443,0.24533189422558013
1139,1139. 용문사 버스정류장,9264,2153,1078,2007,0.23240500863557859,0.11636442141623489,0.21664507772020725
1346,1346. 길음8골어린이공원 옆,9259,1622,1045,2491,0.17518090506534184,0.11286316016848472,0.26903553299492383
1754,1754. 창동시장입구 사거리,9259,816,1569,2525,0.08813046765309429,0.16945674478885409,0.2727076358138028
4329,4329. SC제일은행 양재동지점 앞,9240,2064,2071,1776,0.22337662337662337,0.22413419913419913,0.19220779220779222
1289,1289. 풍납토성 서성벽터B,9227,1574,2095,1993,0.17058632274845562,0.22705104584371952,0.21599653191719953
665,665.이문동 쌍용아파트 정문,9226,2081,1152,2591,0.22555820507262087,0.12486451333188814,0.28083676566225885
2317,2317. 삼성도로공원,9213,520,2407,2780,0.05644198415282753,0.26126126126126126,0.3017475306631933
1454,1454. 한국전력공사(동대문 중랑지사),9207,1348,1325,2289,0.14641033995872704,0.14391224068643424,0.24861518409905506
2353,2353. 강남구청역 2번출구 뒤,9206,930,2476,2023,0.10102107321312187,0.2689550293286987,0.21974799044101673
282,282. 신한은행 대림동지점,9204,1377,1384,2309,0.14960886571056062,0.15036940460669274,0.2508691873098653
4116,4116. 이문e편한세상아파트 앞,9167,1525,1549,2320,0.16635758699683648,0.16897567361186866,0.2530817061197775
4640,4640. 원효로2가 교차로,9166,1299,1675,2442,0.14171939777438358,0.18274056295003274,0.2664193759546149
3115,3115.북아현 치안센터 인근,9164,2018,998,2565,0.22020951549541684,0.10890440855521606,0.2798996071584461
1214,1214. 오금역 7번 출구 인근,9156,1963,1402,1951,0.21439493228484055,0.15312363477501093,0.21308431629532548
391,391. 시립미술관,9137,1481,2308,1697,0.1620882127613002,0.2525993214402977,0.18572835722884973
4394,4394.서울시립24시간게스트하우스,9128,874,3187,1648,0.09574934268185802,0.3491454864154251,0.18054338299737072
2389,2389. 경기여자고등학교 후문 (삼성로3길 입구),9128,1908,1146,2366,0.20902716914986855,0.12554776511831728,0.25920245398773006
5152,5152.이스트폴 105동 방면 입구,9114,1318,1434,2696,0.1446126837831907,0.15734035549703754,0.29580864603906076
2237,2237.서울남부터미널 대합실 입구,9111,1176,2424,2111,0.12907474481396114,0.26605202502469544,0.23169794753594555
2652,2652.송파 레미니스1단지 102동 앞,9108,2143,1617,2187,0.2352876592007027,0.17753623188405798,0.24011857707509882
2325,2325. 대치삼성아파트 앞 교차로,9105,548,1717,2595,0.06018671059857221,0.1885777045579352,0.28500823723228996
3956,3956. 대륭테크노타운21차 앞,9103,1137,3110,1611,0.12490387784246952,0.3416456113369219,0.17697462375041195
3104,3104. e편한세상 신촌4단지 앞,9099,1249,1289,2387,0.13726783162984943,0.14166391911199033,0.2623365204967579
1993,1993. 금강수목원아파트 앞,9097,1867,1362,2186,0.20523249422886666,0.14971968780916786,0.24029899967022095
1300,1300. 오륜사거리,9093,1687,1578,2612,0.1855273287143957,0.17354008578027053,0.287253931595733
733,733. 신정이펜하우스314동,9088,1885,1254,2376,0.20741637323943662,0.13798415492957747,0.261443661971831
2250,2250. 서초유치원 맞은편,9081,1511,1457,2442,0.16639136658958265,0.16044488492456777,0.2689131152956723
1532,1532. 번3동 주민센터 교차로,9072,1468,1631,2339,0.16181657848324515,0.17978395061728394,0.257826278659612
4951,4951. 강동농협 버스정류소 앞(광채빌라),9065,1719,1431,2465,0.18963044677330393,0.15785990071704356,0.2719249862107005
2271,2271. 내방역 8번출구 앞,9062,956,1910,2342,0.10549547561244758,0.21077024939306996,0.25844184506731405
4035,4035. 휴플러스 수락한신아파트 101동 앞,9059,2095,1116,2556,0.23126172866762335,0.12319240534275307,0.28215034772049896
1425,1425. 신성미소지움아파트,9059,1328,1211,1657,0.14659454685947676,0.1336792140412849,0.18291202119439232
2242,2242.양재역 10번 출구 앞,9041,2159,2033,1583,0.23880101758655017,0.22486450613870146,0.1750912509678133
1159,1159. 서서울모터리움 앞,9038,732,3412,1179,0.08099136977207347,0.37751714981190526,0.13044921442797078
3753,3753. 공항중학교 버스정류장,9033,2469,1355,1942,0.2733311192294919,0.15000553525960367,0.21498948300675302
2524,2524.반포쇼핑타운 8동 앞,9018,524,1806,2560,0.05810601020181858,0.20026613439787092,0.28387669106231983
1391,1391.성북청소년센터,9017,1503,1104,2543,0.166685150271709,0.12243539980037707,0.2820228457358323
2156,2156. 신림푸르지오아파트,9013,1843,1265,2263,0.20448241429046932,0.1403528236991013,0.25108177077554644
2215,2215. 반포종합운동장 입구,9002,871,1207,2637,0.09675627638302599,0.13408131526327483,0.29293490335481004
3686,3686. 고덕 래미안 힐스테이트(101동),8999,1789,1127,2538,0.1987998666518502,0.1252361373485943,0.2820313368152017
607,607. 신이문역 2번출구,8992,1197,2026,2032,0.13311832740213522,0.22531138790035588,0.22597864768683273
1862,1862.MD호텔 앞,8984,2911,1377,1619,0.3240204808548531,0.15327248441674088,0.18020926090828138
4923,4923.수협대치동지점,8982,1233,1824,2436,0.1372745490981964,0.20307281229124916,0.2712090848363393
4408,4408. 돌곶이역 앞,8978,710,2276,1890,0.0790822009356204,0.25350857652038317,0.21051459122298952
5864,5864.장훈고 앞,8976,2125,880,1887,0.23674242424242425,0.09803921568627451,0.21022727272727273
395,395. 경희궁 자이 2단지,8959,2892,1248,1954,0.322803884362094,0.13930126130148454,0.21810469918517691
1527,1527. 미아역 1번 출구 뒤,8959,1195,1413,2212,0.13338542248018753,0.1577184953677866,0.2469025560888492
1727,1727. 서울도봉초등학교인근,8955,1377,1098,2616,0.15376884422110554,0.12261306532663317,0.29212730318257957
628,628. 휘봉고등학교 앞,8945,1338,1205,2043,0.1495807713806596,0.13471212968138624,0.22839575181665736
