대여소번호,대여소명,건수통일_클러스터,비중통일_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"2427","2427.개포고등학교 정문앞",Group 3,Group 1,9584,1364,1590,2423,14.23%,16.59%,25.28%
"3816","3816. 관악 GSfresh",Group 3,Group 1,9580,2065,1387,2331,21.56%,14.48%,24.33%
"982","982. 녹번초등학교(서오릉로)",Group 3,Group 1,9574,1515,1519,2491,15.82%,15.87%,26.02%
"5758","5758. 올림픽선수기자촌아파트 123동 근처",Group 3,Group 1,9566,1438,1224,2790,15.03%,12.80%,29.17%
"390","390. 충무로역 1번출구",Group 3,Group 1,9565,990,2310,1991,10.35%,24.15%,20.82%
"3551","3551.성동도로사업소",Group 3,Group 2,9564,659,2782,1166,6.89%,29.09%,12.19%
"4274","4274. 신촌 파랑고래 입구",Group 3,Group 3,9558,517,1512,2853,5.41%,15.82%,29.85%
"332","332. 을지로2가 사거리 남측",Group 3,Group 1,9537,1646,1985,1344,17.26%,20.81%,14.09%
"4544","4544.경창시장",Group 3,Group 4,9529,2335,1555,2191,24.50%,16.32%,22.99%
"4902","4902. 구역삼세무서 교차로",Group 3,Group 1,9528,1344,2687,1480,14.11%,28.20%,15.53%
"4842","4842. 면목라온프라이빗 아파트",Group 3,Group 4,9522,2441,1008,2541,25.64%,10.59%,26.69%
"1060","1060. 천일초교 사거리",Group 3,Group 1,9520,1345,1671,2550,14.13%,17.55%,26.79%
"1659","1659. 중계동 을지중학교",Group 3,Group 1,9519,1459,1078,2699,15.33%,11.32%,28.35%
"930","930. 구 서부경찰서 건너편",Group 3,Group 1,9508,1575,1853,2415,16.56%,19.49%,25.40%
"1560","1560. 도봉세무서 앞",Group 3,Group 3,9499,804,1688,2463,8.46%,17.77%,25.93%
"813","813. 삼각지역 3번출구",Group 3,Group 3,9498,646,1376,3135,6.80%,14.49%,33.01%
"5067","5067. 주원 리젠트 앞",Group 3,Group 1,9497,2241,1083,2209,23.60%,11.40%,23.26%
"3543","3543. 세종대학교(학술정보원)",Group 3,Group 1,9494,376,2211,1540,3.96%,23.29%,16.22%
"1247","1247. 문정 법조단지11",Group 3,Group 1,9491,1028,2139,2565,10.83%,22.54%,27.03%
"2301","2301. 현대고등학교 건너편",Group 3,Group 3,9467,412,1962,3231,4.35%,20.72%,34.13%
"4216","4216. 망원정 앞",Group 3,Group 1,9464,2155,1398,2801,22.77%,14.77%,29.60%
"2170","2170. 조원동 강남힐병원",Group 3,Group 4,9463,2303,1060,2469,24.34%,11.20%,26.09%
"714","714. 한국SGI 양천문화회관 앞",Group 3,Group 1,9460,2177,1545,2216,23.01%,16.33%,23.42%
"452","452. 동대문 종합시장 버스정류장",Group 3,Group 1,9452,1184,1748,2034,12.53%,18.49%,21.52%
"4552","4552. 코레일유통본사",Group 3,Group 1,9434,1832,2594,915,19.42%,27.50%,9.70%
"4175","4175. 대방역2번출구",Group 3,Group 1,9432,1092,1870,2213,11.58%,19.83%,23.46%
"2009","2009. 보라매역 8번출구",Group 3,Group 3,9423,890,1704,2511,9.44%,18.08%,26.65%
"1402","1402. 금란주차장 앞",Group 3,Group 1,9420,1400,1204,2439,14.86%,12.78%,25.89%
"1976","1976. 남구로역 5번 출입구 앞",Group 3,Group 1,9419,2051,1682,1617,21.78%,17.86%,17.17%
"3912","3912. 삼호아파트 앞",Group 3,Group 3,9413,1021,1337,2545,10.85%,14.20%,27.04%
"4423","4423.현대백화점 미아점",Group 3,Group 1,9390,1784,1101,2872,19.00%,11.73%,30.59%
"950","950. 구산역 2번 출구 예일여고 버스정류장",Group 3,Group 1,9349,1275,1531,2671,13.64%,16.38%,28.57%
"1750","1750. 창포원 남쪽 입구",Group 3,Group 3,9348,613,1554,3072,6.56%,16.62%,32.86%
"4095","4095. 방학브라운스톤아파트",Group 3,Group 1,9336,1363,1457,2288,14.60%,15.61%,24.51%
"3618","3618. 서울율현초교 삼거리",Group 3,Group 1,9317,1681,1457,2339,18.04%,15.64%,25.10%
"750","750. 연의근린공원 건너편",Group 3,Group 4,9314,2661,1127,2242,28.57%,12.10%,24.07%
"4518","4518. 청기와빌딩",Group 3,Group 1,9312,1617,1612,2399,17.36%,17.31%,25.76%
"1239","1239. 문정 법조단지3",Group 3,Group 1,9309,2090,2281,1869,22.45%,24.50%,20.08%
"4104","4104. 외대앞역 교차로",Group 3,Group 3,9308,956,1557,2669,10.27%,16.73%,28.67%
"720","720. 서울강월초등학교 앞",Group 3,Group 1,9294,1489,1323,2409,16.02%,14.23%,25.92%
"1336","1336. 성북3교 위",Group 3,Group 1,9284,1781,1180,2449,19.18%,12.71%,26.38%
"591","591. 건국대학교 (행정관)",Group 3,Group 1,9278,456,1929,1211,4.91%,20.79%,13.05%
"4800","4800. 필동 삼거리",Group 3,Group 1,9271,1050,2026,1473,11.33%,21.85%,15.89%
"3008","3008.DMC역7번출구",Group 3,Group 4,9268,2889,2232,1180,31.17%,24.08%,12.73%
"1437","1437. 늘푸른공원 앞",Group 3,Group 1,9265,1697,1558,2273,18.32%,16.82%,24.53%
"1139","1139. 용문사 버스정류장",Group 3,Group 1,9264,2153,1078,2007,23.24%,11.64%,21.66%
"1346","1346. 길음8골어린이공원 옆",Group 3,Group 1,9259,1622,1045,2491,17.52%,11.29%,26.90%
"1754","1754. 창동시장입구 사거리",Group 3,Group 3,9259,816,1569,2525,8.81%,16.95%,27.27%
"4329","4329. SC제일은행 양재동지점 앞",Group 3,Group 1,9240,2064,2071,1776,22.34%,22.41%,19.22%
"1289","1289. 풍납토성 서성벽터B",Group 3,Group 1,9227,1574,2095,1993,17.06%,22.71%,21.60%
"665","665.이문동 쌍용아파트 정문",Group 3,Group 1,9226,2081,1152,2591,22.56%,12.49%,28.08%
"2317","2317. 삼성도로공원",Group 3,Group 3,9213,520,2407,2780,5.64%,26.13%,30.17%
"1454","1454. 한국전력공사(동대문 중랑지사)",Group 3,Group 1,9207,1348,1325,2289,14.64%,14.39%,24.86%
"2353","2353. 강남구청역 2번출구 뒤",Group 3,Group 1,9206,930,2476,2023,10.10%,26.90%,21.97%
"282","282. 신한은행 대림동지점",Group 3,Group 1,9204,1377,1384,2309,14.96%,15.04%,25.09%
"4116","4116. 이문e편한세상아파트 앞",Group 3,Group 1,9167,1525,1549,2320,16.64%,16.90%,25.31%
"4640","4640. 원효로2가 교차로",Group 3,Group 1,9166,1299,1675,2442,14.17%,18.27%,26.64%
"3115","3115.북아현 치안센터 인근",Group 3,Group 1,9164,2018,998,2565,22.02%,10.89%,27.99%
"1214","1214. 오금역 7번 출구 인근",Group 3,Group 1,9156,1963,1402,1951,21.44%,15.31%,21.31%
"391","391. 시립미술관",Group 3,Group 1,9137,1481,2308,1697,16.21%,25.26%,18.57%
"2389","2389. 경기여자고등학교 후문 (삼성로3길 입구)",Group 3,Group 1,9128,1908,1146,2366,20.90%,12.55%,25.92%
"4394","4394.서울시립24시간게스트하우스",Group 3,Group 2,9128,874,3187,1648,9.57%,34.91%,18.05%
"5152","5152.이스트폴 105동 방면 입구",Group 3,Group 1,9114,1318,1434,2696,14.46%,15.73%,29.58%
"2237","2237.서울남부터미널 대합실 입구",Group 3,Group 1,9111,1176,2424,2111,12.91%,26.61%,23.17%
"2652","2652.송파 레미니스1단지 102동 앞",Group 3,Group 1,9108,2143,1617,2187,23.53%,17.75%,24.01%
"2325","2325. 대치삼성아파트 앞 교차로",Group 3,Group 3,9105,548,1717,2595,6.02%,18.86%,28.50%
"3956","3956. 대륭테크노타운21차 앞",Group 3,Group 2,9103,1137,3110,1611,12.49%,34.16%,17.70%
"3104","3104. e편한세상 신촌4단지 앞",Group 3,Group 1,9099,1249,1289,2387,13.73%,14.17%,26.23%
"1993","1993. 금강수목원아파트 앞",Group 3,Group 1,9097,1867,1362,2186,20.52%,14.97%,24.03%
"1300","1300. 오륜사거리",Group 3,Group 1,9093,1687,1578,2612,18.55%,17.35%,28.73%
"733","733. 신정이펜하우스314동",Group 3,Group 1,9088,1885,1254,2376,20.74%,13.80%,26.14%
"2250","2250. 서초유치원 맞은편",Group 3,Group 1,9081,1511,1457,2442,16.64%,16.04%,26.89%
"1532","1532. 번3동 주민센터 교차로",Group 3,Group 1,9072,1468,1631,2339,16.18%,17.98%,25.78%
"4951","4951. 강동농협 버스정류소 앞(광채빌라)",Group 3,Group 1,9065,1719,1431,2465,18.96%,15.79%,27.19%
"2271","2271. 내방역 8번출구 앞",Group 3,Group 1,9062,956,1910,2342,10.55%,21.08%,25.84%
"1425","1425. 신성미소지움아파트",Group 3,Group 1,9059,1328,1211,1657,14.66%,13.37%,18.29%
"4035","4035. 휴플러스 수락한신아파트 101동 앞",Group 3,Group 1,9059,2095,1116,2556,23.13%,12.32%,28.22%
"2242","2242.양재역 10번 출구 앞",Group 3,Group 1,9041,2159,2033,1583,23.88%,22.49%,17.51%
"1159","1159. 서서울모터리움 앞",Group 3,Group 2,9038,732,3412,1179,8.10%,37.75%,13.04%
"3753","3753. 공항중학교 버스정류장",Group 3,Group 4,9033,2469,1355,1942,27.33%,15.00%,21.50%
"2524","2524.반포쇼핑타운 8동 앞",Group 3,Group 3,9018,524,1806,2560,5.81%,20.03%,28.39%
"1391","1391.성북청소년센터",Group 3,Group 1,9017,1503,1104,2543,16.67%,12.24%,28.20%
"2156","2156. 신림푸르지오아파트",Group 3,Group 1,9013,1843,1265,2263,20.45%,14.04%,25.11%
"2215","2215. 반포종합운동장 입구",Group 3,Group 3,9002,871,1207,2637,9.68%,13.41%,29.29%
"3686","3686. 고덕 래미안 힐스테이트(101동)",Group 3,Group 1,8999,1789,1127,2538,19.88%,12.52%,28.20%
"607","607. 신이문역 2번출구",Group 3,Group 1,8992,1197,2026,2032,13.31%,22.53%,22.60%
"1862","1862.MD호텔 앞",Group 3,Group 4,8984,2911,1377,1619,32.40%,15.33%,18.02%
"4923","4923.수협대치동지점",Group 3,Group 1,8982,1233,1824,2436,13.73%,20.31%,27.12%
"4408","4408. 돌곶이역 앞",Group 3,Group 1,8978,710,2276,1890,7.91%,25.35%,21.05%
"5864","5864.장훈고 앞",Group 3,Group 1,8976,2125,880,1887,23.67%,9.80%,21.02%
"395","395. 경희궁 자이 2단지",Group 3,Group 4,8959,2892,1248,1954,32.28%,13.93%,21.81%
"1527","1527. 미아역 1번 출구 뒤",Group 3,Group 1,8959,1195,1413,2212,13.34%,15.77%,24.69%
"1727","1727. 서울도봉초등학교인근",Group 3,Group 1,8955,1377,1098,2616,15.38%,12.26%,29.21%
"628","628. 휘봉고등학교 앞",Group 3,Group 1,8945,1338,1205,2043,14.96%,13.47%,22.84%
"2529","2529.우리은행 방배동지점 앞",Group 3,Group 1,8930,1057,1864,2357,11.84%,20.87%,26.39%
"948","948. 디지털미디어 시티역 4번출구(DMC역)",Group 3,Group 1,8913,1130,2745,1818,12.68%,30.80%,20.40%
"3130","3130.가재울사거리",Group 3,Group 1,8912,2134,1147,2248,23.95%,12.87%,25.22%
"2095","2095.경문고등학교 앞",Group 3,Group 1,8907,1612,1140,2161,18.10%,12.80%,24.26%
"4341","4341. 영동1교 북단",Group 3,Group 1,8906,1205,1789,2753,13.53%,20.09%,30.91%
"5782","5782. 오금현대 아파트 상가입구 앞",Group 3,Group 1,8897,1133,1919,2113,12.73%,21.57%,23.75%
"4040","4040. 공릉로 26길",Group 3,Group 3,8893,1217,962,2753,13.68%,10.82%,30.96%
"126","126. 서강대 후문 옆",Group 3,Group 1,8883,704,1617,1677,7.93%,18.20%,18.88%
"2820","2820.신세기아파트 앞",Group 3,Group 4,8875,2585,1200,2087,29.13%,13.52%,23.52%
"676","676.FITI시험연구원 앞",Group 3,Group 1,8872,1648,1263,1892,18.58%,14.24%,21.33%
"2299","2299. 한전아트센터 앞",Group 3,Group 1,8868,2070,1685,1574,23.34%,19.00%,17.75%
"713","713. 양서중학교 옆",Group 3,Group 1,8863,1868,1268,1931,21.08%,14.31%,21.79%
"2266","2266. 서초역 3번출구",Group 3,Group 1,8862,1422,2016,2154,16.05%,22.75%,24.31%
"3122","3122.북가좌삼거리2",Group 3,Group 4,8861,2153,1071,2286,24.30%,12.09%,25.80%
"3412","3412.세운상가",Group 3,Group 1,8854,1245,1825,1567,14.06%,20.61%,17.70%
"960","960. 구파발역 환승센터",Group 3,Group 3,8850,340,2495,1830,3.84%,28.19%,20.68%
"1228","1228. 마천사거리",Group 3,Group 1,8831,1843,1288,2465,20.87%,14.58%,27.91%
"809","809. 한남 유수지 복개주차장",Group 3,Group 3,8820,669,1857,2597,7.59%,21.05%,29.44%
"652","652. 답십리 래미안엘파인아파트 입구",Group 3,Group 4,8782,2403,1118,2225,27.36%,12.73%,25.34%
"4847","4847. 신내역시티프라디움 앞",Group 3,Group 1,8766,910,1219,2093,10.38%,13.91%,23.88%
"4639","4639. 동빙고근린공원",Group 3,Group 3,8758,545,1316,3960,6.22%,15.03%,45.22%
"1936","1936. 개봉역 1번 출구 자전거보관서쪽",Group 3,Group 1,8757,1541,1995,1971,17.60%,22.78%,22.51%
"3129","3129.DMC래미안e편한세상203동옆",Group 3,Group 4,8749,2276,1148,2210,26.01%,13.12%,25.26%
"2293","2293. SPC 앞",Group 3,Group 1,8738,985,2302,1821,11.27%,26.34%,20.84%
"820","820. 청파동입구 교차로",Group 3,Group 1,8737,1313,1851,1919,15.03%,21.19%,21.96%
"4835","4835. 망우동 본죽 앞",Group 3,Group 1,8724,1776,988,2221,20.36%,11.33%,25.46%
"4202","4202. 프런트원(공덕역4번출구 앞)",Group 3,Group 1,8719,1061,1967,1797,12.17%,22.56%,20.61%
"3903","3903. 현대아파트 앞",Group 3,Group 1,8714,2009,1480,2102,23.05%,16.98%,24.12%
"903","903. 은평뉴타운 아이파크",Group 3,Group 1,8710,1712,1122,2254,19.66%,12.88%,25.88%
"775","775.세종그랑시아 앞(102동)",Group 3,Group 1,8702,1270,1173,2315,14.59%,13.48%,26.60%
"3986","3986.청년주택 독산동점",Group 3,Group 4,8700,3447,957,1888,39.62%,11.00%,21.70%
"1641","1641. 한내근린공원 남측",Group 3,Group 1,8688,1264,1482,2544,14.55%,17.06%,29.28%
"2657","2657.송파 파인타운 11단지",Group 3,Group 1,8682,1557,939,2349,17.93%,10.82%,27.06%
"2712","2712.화곡터널입구교차로",Group 3,Group 1,8678,1392,1165,2419,16.04%,13.42%,27.88%
"2394","2394. 개포래미안포레스트아파트 107동 앞",Group 3,Group 4,8675,2380,980,2129,27.44%,11.30%,24.54%
"2227","2227.방배열린문화센터 앞",Group 3,Group 1,8673,1580,1826,1555,18.22%,21.05%,17.93%
"4918","4918. 매봉역 1번출구",Group 3,Group 1,8661,1023,2113,2043,11.81%,24.40%,23.59%
"4797","4797. KG타워 앞",Group 3,Group 1,8656,1409,2280,1371,16.28%,26.34%,15.84%
"1073","1073. SSTS 몰 앞",Group 3,Group 1,8644,1381,1092,2460,15.98%,12.63%,28.46%
"1981","1981. 천왕지구삼거리 앞",Group 3,Group 4,8643,2475,1081,1951,28.64%,12.51%,22.57%
"347","347. 동대문역사문화공원역 9번출구 앞",Group 3,Group 3,8639,623,1590,2109,7.21%,18.40%,24.41%
"4307","4307. 고투몰 gate 15옆",Group 3,Group 1,8638,1350,1336,2354,15.63%,15.47%,27.25%
"3127","3127.홍은2파출소 옆",Group 3,Group 1,8637,1173,1658,2250,13.58%,19.20%,26.05%
"1854","1854. 가산아네스트 오피스텔 앞",Group 3,Group 4,8633,3068,1318,1791,35.54%,15.27%,20.75%
"1326","1326. 상월곡역 1번출구",Group 3,Group 1,8631,1215,1193,2282,14.08%,13.82%,26.44%
"5509","5509.신석초교 앞",Group 3,Group 1,8626,1536,1234,2461,17.81%,14.31%,28.53%
"518","518. 청계천 박물관 앞",Group 3,Group 2,8614,400,3328,1725,4.64%,38.63%,20.03%
"1628","1628. 노일초등학교 앞",Group 3,Group 1,8612,1048,1484,2156,12.17%,17.23%,25.03%
"1671","1671. 인덕대학교",Group 3,Group 1,8606,1443,1189,1730,16.77%,13.82%,20.10%
"476","476.광희문",Group 3,Group 1,8598,1152,1125,2180,13.40%,13.08%,25.35%
"1564","1564.4.19민주묘지역 1번출구",Group 3,Group 3,8598,542,1586,2401,6.30%,18.45%,27.93%
"1290","1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑",Group 3,Group 4,8596,2621,701,2130,30.49%,8.15%,24.78%
"666","666.이문대성유니드아파트 앞",Group 3,Group 3,8590,825,1955,2584,9.60%,22.76%,30.08%
"1240","1240. 문정 법조단지4",Group 3,Group 1,8582,1620,1561,2119,18.88%,18.19%,24.69%
"1420","1420. 신내어울공원 앞",Group 3,Group 1,8582,923,1905,2104,10.76%,22.20%,24.52%
"4857","4857. 올림픽공원 장미광장",Group 3,Group 3,8580,970,1697,3040,11.31%,19.78%,35.43%
"2631","2631.배명고등학교",Group 3,Group 1,8569,1681,1217,2027,19.62%,14.20%,23.66%
"4054","4054. 창동한신아파트 버스정류소",Group 3,Group 3,8564,1030,1145,2338,12.03%,13.37%,27.30%
"358","358. 성균관대입구 사거리 A",Group 3,Group 3,8562,469,1540,2403,5.48%,17.99%,28.07%
"2245","2245.양재초등학교 맞은편",Group 3,Group 1,8554,1300,1973,2053,15.20%,23.07%,24.00%
"4414","4414. 안암역 3번 출구",Group 3,Group 3,8553,546,1539,2252,6.38%,17.99%,26.33%
"3642","3642. 강남자곡힐스테이트",Group 3,Group 1,8544,1640,686,2383,19.19%,8.03%,27.89%
"2418","2418.봉은사역 7번 출구",Group 3,Group 1,8540,1205,2499,1701,14.11%,29.26%,19.92%
"1616","1616. 하계2동 공항버스정류장 옆",Group 3,Group 1,8522,938,1633,2136,11.01%,19.16%,25.06%
"2164","2164. 관악우체국",Group 3,Group 3,8511,952,1178,2203,11.19%,13.84%,25.88%
"324","324. 신세계백화점 본점 앞",Group 3,Group 3,8498,460,2419,1829,5.41%,28.47%,21.52%
"2172","2172. 나들목공원",Group 3,Group 3,8479,545,1596,2797,6.43%,18.82%,32.99%
"3643","3643. 더시그넘하우스 앞",Group 3,Group 1,8479,1471,1511,1707,17.35%,17.82%,20.13%
"759","759. 보아스아파트 앞",Group 3,Group 4,8475,2116,1127,2075,24.97%,13.30%,24.48%
"1839","1839. 수출의 다리 아래",Group 3,Group 2,8470,251,3505,1349,2.96%,41.38%,15.93%
"1536","1536. 번동 두산위브 101동 옆",Group 3,Group 3,8464,802,1329,2180,9.48%,15.70%,25.76%
"1065","1065.보훈병원 후문옆(더 원커피)",Group 3,Group 1,8458,1065,1985,1736,12.59%,23.47%,20.52%
"3694","3694. 강동리엔파크 13단지(1303동 앞)",Group 3,Group 4,8452,2321,1737,1485,27.46%,20.55%,17.57%
"4871","4871. 오금동 대림아파트 정문",Group 3,Group 1,8441,1132,1392,2168,13.41%,16.49%,25.68%
"188","188. 홍은동 정원여중 입구",Group 3,Group 1,8440,1433,1395,2315,16.98%,16.53%,27.43%
"767","767.신정숲속마을아파트",Group 3,Group 4,8438,2994,927,1876,35.48%,10.99%,22.23%
"1829","1829. 홈플러스 금천점 앞",Group 3,Group 1,8428,1134,1660,2003,13.46%,19.70%,23.77%
"436","436. 이대역 5번출구",Group 3,Group 3,8426,656,2027,2174,7.79%,24.06%,25.80%
"5861","5861. 보라주유소 앞",Group 3,Group 1,8420,1575,1382,2046,18.71%,16.41%,24.30%
"162","162. 봉원고가차도 밑",Group 3,Group 1,8405,1333,1389,2089,15.86%,16.53%,24.85%
"4638","4638. 청파동삼거리 앞",Group 3,Group 1,8400,1654,873,2351,19.69%,10.39%,27.99%
"2251","2251. 더케이호텔 입구(양재2)",Group 3,Group 1,8399,1133,2766,1453,13.49%,32.93%,17.30%
"811","811. 녹사평역1번출구",Group 3,Group 3,8397,769,1876,2455,9.16%,22.34%,29.24%
"2178","2178. 서울대학교 정문",Group 3,Group 3,8386,325,2243,2265,3.88%,26.75%,27.01%
"2239","2239.교대역 6번출구",Group 3,Group 1,8386,1422,1775,1468,16.96%,21.17%,17.51%
"413","413. 상암월드컵파크 3단지 후문",Group 3,Group 1,8371,1359,1280,2658,16.23%,15.29%,31.75%
"3007","3007.MBC 앞",Group 3,Group 2,8350,762,2926,1148,9.13%,35.04%,13.75%
"1089","1089.고덕 래미안힐스테이트(201동)",Group 3,Group 4,8347,2037,863,2027,24.40%,10.34%,24.28%
"2307","2307. 압구정 한양 3차 아파트",Group 3,Group 3,8346,604,2032,2471,7.24%,24.35%,29.61%
"3792","3792. 화곡본동시장 입구",Group 3,Group 1,8333,1363,1318,2023,16.36%,15.82%,24.28%
"4931","4931. 디에이치퍼스티어아이파크 124동 앞",Group 3,Group 1,8332,1660,1080,2067,19.92%,12.96%,24.81%
"4392","4392. 답십리역 6번출구",Group 3,Group 1,8327,1206,1965,1686,14.48%,23.60%,20.25%
"2521","2521.서초 크로바타워 앞",Group 3,Group 1,8326,1359,1395,1937,16.32%,16.75%,23.26%
"1256","1256. 문정현대아파트 교차로",Group 3,Group 1,8310,1201,1559,1927,14.45%,18.76%,23.19%
"337","337. 창경궁 입구",Group 3,Group 1,8296,1331,1396,1816,16.04%,16.83%,21.89%
"971","971. 역촌 센트레빌 아파트",Group 3,Group 4,8296,2995,623,1890,36.10%,7.51%,22.78%
"774","774.등촌역 4번 출구",Group 3,Group 1,8278,966,1506,2220,11.67%,18.19%,26.82%
"1870","1870.독산3동주민센터 앞",Group 3,Group 4,8252,2121,1107,1790,25.70%,13.41%,21.69%
"4073","4073.방아골종합사회복지관",Group 3,Group 1,8246,1773,975,2103,21.50%,11.82%,25.50%
"979","979.원풍빌라앞",Group 3,Group 1,8245,1920,822,1869,23.29%,9.97%,22.67%
"1367","1367. 길음문화복합미디어센터",Group 3,Group 1,8242,1444,985,2145,17.52%,11.95%,26.03%
"1752","1752. 창동 주공 4단지 입구 옆",Group 3,Group 1,8239,1494,1183,2173,18.13%,14.36%,26.37%
"4616","4616. 신용산지하차도 앞",Group 3,Group 1,8231,1320,1568,2212,16.04%,19.05%,26.87%
"2634","2634.위례포레샤인아파트 정류장",Group 3,Group 4,8228,2525,787,1839,30.69%,9.56%,22.35%
"338","338. 세운스퀘어 앞",Group 3,Group 1,8226,827,2071,1303,10.05%,25.18%,15.84%
"2360","2360. 도곡1동 주민센터 교차로",Group 3,Group 1,8222,1014,1977,1595,12.33%,24.05%,19.40%
"2405","2405. 청담공원앞 교차로",Group 3,Group 4,8221,2078,1633,1539,25.28%,19.86%,18.72%
"654","654. 전농동 텃골공원",Group 3,Group 1,8217,1380,1110,2319,16.79%,13.51%,28.22%
"1702","1702. 녹천역 1번출구 앞",Group 3,Group 1,8217,1813,1257,2198,22.06%,15.30%,26.75%
"5322","5322.노원성당 앞",Group 3,Group 1,8216,1931,987,2318,23.50%,12.01%,28.21%
"1368","1368. 성신여대입구 교차로",Group 3,Group 1,8213,1391,1328,1975,16.94%,16.17%,24.05%
"4221","4221. 솔리스타오피스텔(공덕동주민센터)",Group 3,Group 4,8194,2742,821,2060,33.46%,10.02%,25.14%
"4808","4808. 신내2동 주민센터 앞",Group 3,Group 3,8190,547,1892,1819,6.68%,23.10%,22.21%
"142","142. 아현역 4번출구 앞",Group 3,Group 1,8186,1594,1470,1955,19.47%,17.96%,23.88%
"1109","1109. 공항시장역 4번출구",Group 3,Group 1,8186,1396,1165,2174,17.05%,14.23%,26.56%
"3606","3606. 신사동주민센터 옆",Group 3,Group 3,8186,444,2141,2155,5.42%,26.15%,26.33%
"1086","1086.래미안 솔베뉴(구천면로)",Group 3,Group 3,8182,1011,1270,2322,12.36%,15.52%,28.38%
"4874","4874. 탄천1교 하부보도",Group 3,Group 4,8181,1982,1063,2222,24.23%,12.99%,27.16%
"639","639. 서울시립대 후문",Group 3,Group 3,8172,688,1396,2074,8.42%,17.08%,25.38%
"1364","1364. 성북동 치안센터 앞",Group 3,Group 1,8161,1592,1082,1961,19.51%,13.26%,24.03%
"709","709. 신정3동 현장민원실 앞",Group 3,Group 1,8152,1214,1199,2057,14.89%,14.71%,25.23%
"3655","3655. 둔촌신성미소지움아파트",Group 3,Group 1,8131,1503,1175,2479,18.48%,14.45%,30.49%
"121","121. 마포소방서 앞",Group 3,Group 1,8118,1320,1234,2046,16.26%,15.20%,25.20%
"3510","3510. 중곡SK아파트앞",Group 3,Group 1,8117,1563,994,2329,19.26%,12.25%,28.69%
"1457","1457. 동원사거리",Group 3,Group 1,8115,1104,1419,2014,13.60%,17.49%,24.82%
"3545","3545.한양대역 1번출구",Group 3,Group 3,8100,575,1783,1896,7.10%,22.01%,23.41%
"3557","3557.서울숲리버뷰자이APT105동 앞",Group 3,Group 1,8096,1508,897,2261,18.63%,11.08%,27.93%
"2112","2112. 서울대입구역 마에스트로",Group 3,Group 3,8093,633,1151,2370,7.82%,14.22%,29.28%
"2430","2430.강남파이낸스센터앞(역삼역2번출구)",Group 3,Group 1,8092,1327,1662,1558,16.40%,20.54%,19.25%
