대여소번호,대여소명,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일퇴근비중(%),주말비중(%),Cluster_4Counts,Cluster_Original4
217,217. NH농협은행 앞,43039,4786.0,15917.0,5461.0,36.982736587746,12.688491832988685,2,4
219,219. 롯데캐슬엠파이어 옆,28617,4734.0,7829.0,4711.0,27.357864206590488,16.46224272285704,2,3
220,220. 미성아파트 A동 앞,18264,2320.0,5066.0,3586.0,27.737625930792813,19.63425317564608,3,3
221,221. 여의도초교 앞,19128,2782.0,3649.0,5403.0,19.076746131325805,28.2465495608532,3,1
222,222. 시범아파트버스정류장 옆,22529,3605.0,5220.0,4243.0,23.17013626880909,18.833503484397887,3,3
223,223. 진주아파트상가 앞,13903,2098.0,2551.0,3144.0,18.348557865208946,22.613824354455872,3,3
224,224. 롯데캐슬 앞,25168,2666.0,5768.0,5790.0,22.91799109980928,23.00540368722187,3,3
225,225. 앙카라공원 앞,21527,4505.0,4624.0,4381.0,21.480001858131647,20.35118688159056,3,3
226,226. 샛강역 1번출구 앞,27796,6114.0,6912.0,4735.0,24.866887321916824,17.034825154698517,2,2
227,227. 양평1나들목 보행통로 입구,25027,3010.0,3663.0,9346.0,14.636192911655414,37.34366883765533,3,1
228,228. 선유도역 3번출구 앞,41758,4745.0,8437.0,12291.0,20.204511710330955,29.433880932994878,2,2
229,229. 양평1 보행육교 앞,26527,1939.0,10176.0,5246.0,38.36091529385155,19.776077204357826,2,4
230,230. 영등포구청역 7번출구,90789,19004.0,19217.0,18943.0,21.166661159391555,20.86486248334049,4,2
231,231. 남부고용노동지청 남측,31541,5522.0,6660.0,5619.0,21.11537364065819,17.814907580609365,2,2
232,232. 양평우림 이비즈센타 앞,35725,6635.0,8978.0,6953.0,25.130860741777468,19.46256123163051,2,2
233,233. 양평1동 YP센터 앞,13122,1356.0,4464.0,2147.0,34.01920438957476,16.36183508611492,3,4
235,235. 신길동 우리은행 옆,7076,814.0,1164.0,1853.0,16.449971735443754,26.18711136235161,1,1
236,236. 문래동자이아파트 앞,38995,6058.0,5832.0,10406.0,14.955763559430697,26.685472496473906,2,2
237,237. 보라매 두산위브 건너편,21058,4678.0,3677.0,4962.0,17.46129736917086,23.56349130971602,3,2
238,238. 제2구민체육센타 앞,29452,6403.0,6523.0,4145.0,22.147901670514734,14.073747113948118,2,2
