대여소번호,대여소명,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일퇴근비중(%),주말비중(%),Cluster_4Counts,Cluster_Original4
858,858.녹사평역3번 출구,4509,260.0,994.0,1431.0,22.044799290308273,31.736526946107784,1,1
859,859.남산공원 야외식물원 앞,2416,171.0,432.0,759.0,17.880794701986755,31.415562913907287,1,1
860,860.LG한강 자이아파트 앞,15992,1794.0,2685.0,5520.0,16.789644822411205,34.517258629314654,3,1
863,863.이촌역2번 출구,6274,567.0,1437.0,2247.0,22.90404845393688,35.8144724258846,1,1
864,864.순천향대학병원(한남오거리),7566,355.0,1958.0,2146.0,25.87893206449908,28.363732487443826,1,3
866,866.브라운스톤 남산아파트,8030,1515.0,1179.0,2306.0,14.682440846824408,28.717310087173104,1,1
867,867.서빙고역 광장(1번출구),4374,756.0,899.0,1291.0,20.553269318701417,29.515317786922722,1,1
869,869.노들섬 동측 앞,5662,346.0,1095.0,2284.0,19.339456022606853,40.33910279053338,1,1
870,870.노들섬 서측 앞,25568,332.0,5135.0,11051.0,20.083698372966207,43.221996245306634,3,1
900,900. 은평예술회관,7106,975.0,1422.0,1552.0,20.011258091753447,21.840698001688715,1,3
902,902. 진관동 은빛초등학교,5718,1448.0,616.0,1544.0,10.772997551591464,27.002448408534452,1,1
903,903. 은평뉴타운 아이파크,8710,1712.0,1122.0,2254.0,12.881745120551091,25.878300803673937,1,1
904,904. 은평뉴타운 푸르지오,7762,2339.0,747.0,2195.0,9.623808296830713,28.27879412522546,1,1
905,905. 구파발역 2번출구,24509,1466.0,5725.0,7052.0,23.358766167530295,28.773103757803252,3,1
906,906. 연신내역 5번출구,27990,1748.0,5236.0,8043.0,18.706680957484817,28.735262593783496,3,1
907,907. CJ 드림시티,41059,3839.0,6792.0,12417.0,16.542049246206677,30.241847098078374,2,2
908,908. 구산역 4번출구,12977,1551.0,2077.0,3843.0,16.005240040070895,29.613932341835554,3,1
909,909. 백련산 힐스테이트 3차,6742,1683.0,785.0,1436.0,11.643429249480866,21.299317709878373,1,1
911,911. 은평평화공원(역촌역4번출구),21498,3271.0,3726.0,5458.0,17.33184482277421,25.388408224020836,3,1
912,912. 응암오거리,23391,4162.0,3639.0,6187.0,15.557265614980121,26.45034414945919,3,1
913,913. 이마트 버스정류장(서부경찰서 방면),22761,1623.0,4540.0,6139.0,19.946399543078073,26.971574183911073,3,1
914,914. 새절역 2번출구,27913,2271.0,4208.0,8318.0,15.075412890051233,29.799734890552788,3,1
915,915. 증산역 4번출구,15088,2002.0,2452.0,3984.0,16.25132555673383,26.4050901378579,3,1
916,916. 평생학습관 앞,13460,1430.0,2152.0,3754.0,15.988112927191677,27.89004457652303,3,1
917,917. 녹번역 3번출구,16534,3725.0,3162.0,3429.0,19.124228861739446,20.739083101487843,3,3
919,919. 서울혁신파크,6218,591.0,1154.0,1877.0,18.559022193631392,30.18655516243165,1,1
921,921. 신도고등학교,1843,237.0,355.0,496.0,19.262072707542053,26.912642430819318,1,1
922,922. 연신내역 4번출구,6027,549.0,1133.0,1568.0,18.79873900779824,26.01626016260163,1,1
923,923. 국민은행 연서지점,5964,818.0,749.0,1597.0,12.55868544600939,26.777330650570086,1,1
925,925. 불광역 2번출구,10055,793.0,2188.0,2535.0,21.76031824962705,25.2113376429637,1,3
927,927. 연신내역 3번출구 인근,4822,454.0,748.0,1248.0,15.512235586893405,25.881377021982583,1,1
928,928. 은평역사한옥박물관,3275,399.0,588.0,1198.0,17.954198473282442,36.58015267175573,1,1
930,930. 구 서부경찰서 건너편,9508,1575.0,1853.0,2415.0,19.488851493479174,25.39966344131258,1,1
931,931. 역촌파출소,37199,8359.0,5317.0,9052.0,14.293394983736121,24.333987472781526,2,2
932,932. 예일여중,12420,923.0,1952.0,3550.0,15.71658615136876,28.5829307568438,1,1
933,933. 역촌종합시장 버스정류장(예일여고 방면),20045,2732.0,3299.0,5292.0,16.45796956847094,26.400598653030684,3,1
937,937. 상림마을 롯데캐슬2단지 옆,1254,75.0,171.0,519.0,13.636363636363635,41.38755980861244,1,1
938,938. 금암 문화공원,2190,224.0,394.0,679.0,17.990867579908677,31.004566210045663,1,1
939,939. 은평구청 교차로,7445,795.0,1833.0,1575.0,24.620550705171258,21.155137676292814,1,3
941,941. 은평뉴타운 도서관,6792,817.0,1171.0,1877.0,17.240871613663135,27.63545347467609,1,1
942,942. 상림마을 생태공원,4500,1179.0,355.0,1277.0,7.888888888888888,28.37777777777778,1,1
943,943. 은평구청 보건소,19079,2435.0,3937.0,3538.0,20.635253419990566,18.54394884427905,3,3
945,945. 기자촌 사거리 A,1752,295.0,280.0,488.0,15.981735159817351,27.85388127853881,1,1
946,946. 독바위역 ,5903,703.0,862.0,1824.0,14.602744367270878,30.899542605454855,1,1
947,947. 연신내 선일하이츠빌 정류소,2894,581.0,369.0,753.0,12.750518313752593,26.01935038009675,1,1
948,948. 디지털미디어 시티역 4번출구(DMC역),8913,1130.0,2745.0,1818.0,30.797711208347355,20.39717266913497,1,3
949,949. 연신내역 1번 출구 ,14092,1336.0,2779.0,3759.0,19.720408742548965,26.67470905478286,3,1
950,950. 구산역 2번 출구 예일여고 버스정류장,9349,1275.0,1531.0,2671.0,16.37608300352979,28.56990052412023,1,1
952,952. 서울연신중학교,6789,1614.0,735.0,1721.0,10.826336721166593,25.349830608337015,1,1
953,953. 서울연신초등학교,4340,614.0,591.0,1213.0,13.617511520737327,27.94930875576037,1,1
954,954. 은평뉴타운구파발9단지,7679,877.0,871.0,2237.0,11.34262273733559,29.13139731735903,1,1
956,956. 응암시장교차로,24670,5580.0,3311.0,6150.0,13.42115930279692,24.929063640048643,3,2
958,958. 본 서부병원 버스정류장(은평 세무서 방면),12835,1925.0,1926.0,3258.0,15.005843396961433,25.38371640046747,3,1
959,959. 구파발10단지 인근,4955,362.0,689.0,1586.0,13.905146316851665,32.008072653884966,1,1
960,960. 구파발역 환승센터,8850,340.0,2495.0,1830.0,28.192090395480225,20.677966101694913,1,3
962,962. 은평뉴타운엘크루 앞,11463,430.0,2001.0,3338.0,17.456163308034544,29.119776672773273,1,1
963,963. 불광롯데캐슬아파트 앞,6684,893.0,884.0,1848.0,13.22561340514662,27.648114901256733,1,1
964,964. 북한산힐스테이트 7차아파트,5158,906.0,726.0,1428.0,14.07522295463358,27.685149282667698,1,1
965,965. 서울특별시 은평병원,6641,1211.0,896.0,1400.0,13.491943984339708,21.081162475530792,1,1
966,966. 서울혁신파크1,1448,103.0,411.0,410.0,28.383977900552487,28.314917127071826,1,3
967,967. 서울혁신파크2,3101,126.0,743.0,822.0,23.960012899064818,26.507578200580458,1,3
968,968. 은평뉴타운 상림마을 13단지,1577,376.0,124.0,401.0,7.863031071655041,25.428027901078,1,1
969,969. 은평 지웰테라스,1459,291.0,110.0,318.0,7.539410555174777,21.79575051405072,1,1
971,971. 역촌 센트레빌 아파트,8296,2995.0,623.0,1890.0,7.509643201542912,22.782063645130183,1,1
973,973.제각말푸르지오 5-1단지 아파트,2443,395.0,347.0,717.0,14.203847728203028,29.34916086778551,1,1
974,974.연신초등학교옆 마을마당,2059,391.0,275.0,571.0,13.355998057309373,27.731908693540554,1,1
975,975.백련산 힐스테이트상가앞,6610,2072.0,618.0,1609.0,9.34947049924357,24.341906202723145,1,1
976,976.진관고등학교앞,6989,1320.0,825.0,1547.0,11.804263843182143,22.134783230791243,1,1
977,977.신도중학교앞,2551,445.0,403.0,706.0,15.797726381811056,27.675421403371224,1,1
978,978.녹번 힐스테이트상가앞,3541,362.0,747.0,944.0,21.095735667890423,26.659135837334087,1,1
979,979.원풍빌라앞,8245,1920.0,822.0,1869.0,9.96967859308672,22.66828380836871,1,1
982,982. 녹번초등학교(서오릉로),9574,1515.0,1519.0,2491.0,15.86588677668686,26.01838312095258,1,1
984,984.상신초등학교앞 버스정류장,11224,2153.0,1375.0,3008.0,12.250534568781184,26.799714896650034,1,1
985,985. 은평세무서 버스정류장(은평구청 방면),13562,2079.0,2198.0,3190.0,16.207049107801208,23.521604483114587,3,1
989,989. 신응교(가좌로) 앞,15728,1931.0,2369.0,4829.0,15.06230925737538,30.703204476093592,3,1
991,991.흥국사 정류장,1195,106.0,142.0,429.0,11.882845188284518,35.89958158995816,1,1
992,992.북한산입구 정류장,2066,90.0,244.0,931.0,11.81026137463698,45.06292352371733,1,1
993,993.은평뉴타운 은뜨락아파트앞,5772,677.0,1098.0,1440.0,19.022869022869024,24.94802494802495,1,1
994,994.북한산생태공원입구(교통섬),2865,500.0,438.0,723.0,15.287958115183246,25.23560209424084,1,1
995,995.은평다목적체육관,4922,963.0,614.0,1123.0,12.474603819585536,22.81592848435595,1,1
996,996.응암역2번출구 국민은행 앞,41248,3683.0,8275.0,11451.0,20.06157874321179,27.76134600465477,2,2
1001,1001. 광진교 남단 사거리(천호공원 방면),18948,1872.0,2950.0,5823.0,15.56892548026177,30.731475617479415,3,1
1002,1002. 해공공원(천호동),23082,4366.0,2788.0,6658.0,12.078676024607919,28.84498743609739,3,1
1003,1003. 해공도서관앞,15571,2519.0,2440.0,4254.0,15.670156059341084,27.3200179821463,3,1
1004,1004. 삼성광나루아파트 버스정류장,17732,2330.0,2745.0,5433.0,15.480487254680803,30.63952176855403,3,1
1006,1006. 롯데캐슬 115동앞,2423,386.0,396.0,630.0,16.343375980189847,26.0008254230293,1,1
1007,1007.암사동 선사유적지,3458,180.0,388.0,1406.0,11.220358588779641,40.65934065934066,1,1
1008,1008. 암사역 3번출구(국민은행앞),37812,5471.0,6171.0,10141.0,16.320215804506503,26.819528192108326,2,2
1009,1009. 천호역4번출구(현대백화점),57506,4566.0,14003.0,16393.0,24.350502556254998,28.506590616631307,4,2
1010,1010. 강동세무서,39256,5086.0,7531.0,9513.0,19.184328510291422,24.23323823109843,2,2
1011,1011. LIGA 아파트 앞,44309,7658.0,7111.0,10755.0,16.048658286126972,24.272721117605904,2,2
1012,1012. 천호역효성해링턴타워 앞,34325,3775.0,6419.0,8662.0,18.7006554989075,25.23525127458121,2,2
1013,1013. 강동구청역 1번 출입구,31786,5276.0,7048.0,6811.0,22.173283835650913,21.42767256024665,2,2
1015,1015. 샛마을 근린공원,6407,925.0,894.0,1910.0,13.953488372093023,29.811144061183082,1,1
1016,1016. 해뜨는 주유소옆 리엔파크 109동앞,10841,1754.0,1745.0,2778.0,16.096301079236234,25.624942348491835,1,1
1017,1017. 둔촌고교입구 교차로(길동주민센터 방면),19702,3143.0,3256.0,5423.0,16.526240990762357,27.525124352857578,3,1
1018,1018. 둔촌 주공 GS 맞은편,30598,5151.0,4412.0,8331.0,14.419243087783515,27.227269756193216,2,2
1019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),51646,10806.0,8355.0,12228.0,16.17743871742245,23.67656740115401,2,2
1020,1020. 강동경찰서,48978,9883.0,7768.0,9830.0,15.86018212258565,20.070235615990853,2,2
1021,1021. 강일동 리슈빌 빌딩앞,20989,4749.0,2818.0,4352.0,13.426080327790748,20.734670541712326,3,2
1022,1022. 길동 사거리(초소앞),20648,3452.0,3705.0,4776.0,17.943626501356064,23.13056954668733,3,3
1023,1023. 한국종합기술사옥 앞,27040,1547.0,11342.0,2824.0,41.94526627218934,10.44378698224852,3,4
1024,1024.  강동구청 앞,42209,5775.0,9272.0,9592.0,21.9668791016134,22.72501125352413,2,2
1025,1025. 상일초등학교,6700,735.0,2213.0,1177.0,33.02985074626866,17.567164179104477,1,3
1026,1026. 대명초교 입구 교차로,1,1.0,0.0,0.0,0.0,0.0,1,3
1027,1027. 프라자 아파트 앞,12096,2869.0,1459.0,3086.0,12.061838624338625,25.51256613756614,3,1
1028,1028. 포레스 주상복합 빌딩,23016,3488.0,3765.0,5800.0,16.358185610010427,25.199860966284326,3,1
1029,1029. 성내어울터,38449,2279.0,7437.0,11443.0,19.342505656844132,29.76150224973341,2,2
1030,1030. 미호 플랜트 앞,18118,3250.0,3250.0,4870.0,17.937962247488684,26.87934650623689,3,1
1031,1031. 올림픽로 836(아리수로),6983,930.0,1431.0,1762.0,20.49262494629815,25.23270800515538,1,1
1032,1032. 선사고등학교,6523,1155.0,1066.0,1622.0,16.3421738463897,24.86585926720834,1,1
1033,1033. 고덕동 아남아파트,20081,5292.0,2118.0,4870.0,10.547283501817638,24.251780289826204,3,2
1034,1034. 고덕동 래미안 힐스테이트,6673,1830.0,744.0,1650.0,11.149408062340777,24.726509815675108,1,1
1036,1036. 고덕동 주양쇼핑,11788,1023.0,2165.0,3448.0,18.36613505259586,29.250084832032574,1,1
1037,1037. 강일리버파크 6단지,2847,520.0,316.0,772.0,11.0994028802248,27.11626273270109,1,1
1038,1038. 강일 다솜 어린이 공원,3788,702.0,502.0,911.0,13.252375923970433,24.049630411826822,1,1
1039,1039. 고덕초등학교,2976,754.0,380.0,793.0,12.768817204301076,26.646505376344088,1,1
1041,1041. 묘곡초등학교,7638,1400.0,1137.0,1927.0,14.886095836606442,25.22911757004451,1,1
1042,1042. 강일리버파크 2~5단지,5967,1288.0,1056.0,1486.0,17.69733534439417,24.903636668342553,1,1
1044,1044. 굽은다리역,46104,5723.0,7899.0,12428.0,17.133003643935453,26.95644629533229,2,2
1048,1048. 둔촌어린이공원,25500,4943.0,3689.0,6641.0,14.466666666666667,26.04313725490196,3,2
1049,1049. 강일리버파크 10단지,5731,1345.0,513.0,1461.0,8.9513173966149,25.492933170476356,1,1
1050,1050.  둔촌역 3번 출입구,60119,8242.0,10510.0,15189.0,17.481994045143797,25.264891298923803,4,2
1051,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",8783,870.0,1284.0,2468.0,14.619150631902539,28.099738130479334,1,1
1053,1053. 동명근린공원 진입로 (아리수로),2993,587.0,453.0,685.0,15.13531573671901,22.886735716672234,1,1
1056,1056. 강일리버파크 7~11단지,5798,1677.0,657.0,1424.0,11.331493618489134,24.560193170058643,1,1
1057,1057. 능골근린공원,7898,1552.0,1369.0,1512.0,17.333502152443657,19.144087110660926,1,3
1058,1058. 고덕숲 아이파크 1,3696,763.0,450.0,1003.0,12.175324675324676,27.13744588744589,1,1
1059,1059. 래미안 강동팰리스(102동),19758,3268.0,2987.0,5400.0,15.117926915679725,27.33070148800486,3,1
1060,1060. 천일초교 사거리,9520,1345.0,1671.0,2550.0,17.55252100840336,26.785714285714285,1,1
1061,1061. 천호초교 입구 사거리(일주빌딩),12353,2261.0,1910.0,3250.0,15.461831134137457,26.309398526673682,3,1
1063,1063.강동롯데캐슬퍼스트 아파트(관리동),5890,1177.0,760.0,1960.0,12.903225806451612,33.276740237691,1,1
1064,1064.중앙보훈병원역 1번출구,6396,765.0,1217.0,1732.0,19.027517198248905,27.07942464040025,1,1
1065,1065.보훈병원 후문옆(더 원커피),8458,1065.0,1985.0,1736.0,23.468905178529205,20.524946795932845,1,3
1066,1066.생태공원앞 교차로(조명탑),1447,265.0,249.0,436.0,17.208016586040085,30.131306150656528,1,1
1067,1067.한영중고앞사거리,6169,821.0,941.0,1575.0,15.25368779380775,25.53088020748906,1,1
1068,1068.명일파출소,10866,1150.0,2028.0,2710.0,18.663721700717836,24.940180379164367,1,1
1070,1070.(시립)고덕평생학습관,12432,1071.0,2058.0,3087.0,16.554054054054053,24.83108108108108,1,1
1072,1072.고덕역 5번출구,22238,1747.0,4584.0,6353.0,20.613364511197048,28.568216566237968,3,1
1073,1073. SSTS 몰 앞,8644,1381.0,1092.0,2460.0,12.633040259139289,28.459046737621474,1,1
1074,1074.대명초교입구 사거리,15505,2939.0,1793.0,4277.0,11.564011609158337,27.584650112866814,3,1
1075,1075.천동초교 삼거리,22446,5805.0,2920.0,5444.0,13.008999376280853,24.253764590572928,3,2
1076,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),24714,3835.0,4014.0,6873.0,16.241806263656226,27.810148094197622,3,1
1077,1077.강동역 1번출구 앞,31858,6170.0,5355.0,7248.0,16.80896478121665,22.750957373344217,2,2
1078,1078.둔촌사거리,49945,7191.0,7127.0,15458.0,14.269696666332965,30.950045049554507,2,2
1079,1079.강일동입구교차로,12108,3091.0,1699.0,3028.0,14.032044928972581,25.00825900231252,3,1
1080,1080.천호지하주차장 5번 출입구,20552,2772.0,3271.0,5394.0,15.915725963409887,26.245620864149476,3,1
1081,1081.트레빌빌딩,20366,2458.0,3405.0,5550.0,16.71904153982127,27.251301188254935,3,1
1083,1083.광문고교사거리(아이파크),7120,903.0,1149.0,1801.0,16.1376404494382,25.29494382022472,1,1
1084,1084. 윤선생빌딩(JYP사옥),46577,5376.0,11627.0,11353.0,24.962964553320308,24.374691371277667,2,2
1085,1085.래미안 솔베뉴(고덕로),12581,1930.0,2183.0,3064.0,17.351561879023926,24.35418488196487,3,1
1086,1086.래미안 솔베뉴(구천면로),8182,1011.0,1270.0,2322.0,15.521877291615743,28.37936934734784,1,1
1088,1088.풍납사거리(강동),19793,2859.0,4262.0,4713.0,21.532865154347498,23.81144849189107,3,3
1089,1089.고덕 래미안힐스테이트(201동),8347,2037.0,863.0,2027.0,10.339043967892655,24.28417395471427,1,1
1090,1090.상일동역 2번출구 앞,23384,3785.0,5759.0,4883.0,24.627950735545674,20.88179952104003,3,3
1101,1101. 상사마을 버스정류장(아라대교방면),2236,403.0,418.0,481.0,18.694096601073344,21.511627906976745,1,3
1102,1102. 방화사거리 마을버스 버스정류장,28997,3175.0,4816.0,7623.0,16.608614684277683,26.288926440666277,3,1
1103,1103. 방화역 4번출구앞,36427,5298.0,6145.0,9211.0,16.869355148653472,25.28618881598814,2,2
1105,1105. 방화근린공원,6014,691.0,699.0,2357.0,11.622879946790823,39.19188560026605,1,1
1106,1106. 신방화사거리,39587,7492.0,6839.0,9917.0,17.275873392780458,25.0511531563392,2,2
1108,1108. 공항시장역 2번출구 뒤,16891,3165.0,2272.0,4577.0,13.450950210171097,27.097270735894856,3,1
1109,1109. 공항시장역 4번출구,8186,1396.0,1165.0,2174.0,14.231614952357685,26.557537258734428,1,1
1110,1110. 공항중학교앞,13531,4120.0,1263.0,2979.0,9.334121646589313,22.016111152169092,3,1
1111,1111. 마곡엠밸리6_7단지 마곡중학교,32457,4876.0,4888.0,8886.0,15.059925439812675,27.37776134578057,2,2
1112,1112. 마곡엠밸리4단지 정문,54666,7179.0,11168.0,13018.0,20.42951743313943,23.81370504518348,2,2
1113,1113. 서남환경공원 버스정류장,35265,9048.0,4635.0,8900.0,13.143343258188006,25.23748759393166,2,2
1117,1117. 등촌5단지아파트 버스정류장,45000,6543.0,8904.0,9777.0,19.786666666666665,21.726666666666667,2,2
1118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),39073,5942.0,10216.0,7939.0,26.145931973485524,20.318378419880737,2,2
1119,1119. 염창동 한마음아파트 앞,14981,2403.0,2347.0,4241.0,15.666510913824178,28.30919164274748,3,1
1120,1120. 대림경동아파트앞,26199,6890.0,3287.0,6476.0,12.546280392381389,24.718500706133824,2,2
1121,1121. 가양레포츠센터 앞,20015,1936.0,3788.0,5765.0,18.925805645765674,28.803397451911067,3,1
1124,1124. 발산역 6번 출구 뒤,72977,8440.0,16093.0,18731.0,22.052153418200255,25.6669909697576,4,2
1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),23199,1690.0,4415.0,6315.0,19.03099271520324,27.22100090521143,3,1
1127,1127. 화곡역 버스정류장,12410,1473.0,2237.0,3137.0,18.025785656728445,25.278001611603546,1,1
1128,1128. 화곡역 6번출구,17611,2800.0,3311.0,4292.0,18.800749531542785,24.37113167906422,3,1
1129,1129. 화곡역 1번 출구 앞,16581,1937.0,3361.0,3971.0,20.270188770279233,23.94909836559918,3,3
1130,1130. 화곡본동시장 버스정류장,5810,868.0,980.0,1428.0,16.867469879518072,24.57831325301205,1,1
1132,1132. 등촌역 7번출구,24986,5138.0,3868.0,5630.0,15.480669174737855,22.532618266229086,3,2
1135,1135. 강서구의회,25868,6358.0,3343.0,6043.0,12.923302922529768,23.360909231482914,3,2
1136,1136. 등촌2파출소,7281,1301.0,932.0,1816.0,12.800439500068672,24.941628897129515,1,1
1137,1137. 등촌2동주민센터,4167,913.0,486.0,816.0,11.663066954643629,19.582433405327574,1,1
1139,1139. 용문사 버스정류장,9264,2153.0,1078.0,2007.0,11.636442141623489,21.664507772020723,1,1
1140,1140. 목동사거리 버스정류장,28378,5850.0,4318.0,6601.0,15.21601240397491,23.260976813024172,2,2
1141,1141. 곰달래 문화복지센터 A,18050,3284.0,2861.0,4672.0,15.850415512465373,25.883656509695292,3,1
1145,1145. 곰달래 문화복지센터 B,10410,1278.0,1355.0,2927.0,13.016330451488953,28.117195004803076,1,1
1148,1148. 볏골공원,13638,4078.0,1595.0,3382.0,11.695263235078457,24.798357530429683,3,1
1149,1149. 신방화역환승주차장,44051,5484.0,9549.0,10568.0,21.6771469433157,23.99037479285374,2,2
1150,1150. 송정역 1번출구,34775,5832.0,6910.0,7868.0,19.8705966930266,22.6254493170381,2,2
1151,1151. 마곡역1번출구,59399,10580.0,14417.0,12449.0,24.27145238135322,20.95826529066146,4,2
1152,1152. 마곡역교차로,54446,7831.0,14814.0,10355.0,27.20861036623443,19.01884435954891,4,2
1153,"1153. 발산역 1번, 9번 인근 대여소",96067,11272.0,18663.0,21977.0,19.427066526486723,22.876742273621534,4,2
1155,1155. 기쁜우리복지관,29225,6954.0,3950.0,6402.0,13.515825491873395,21.905902480752783,2,2
1157,1157. 강서구청,46181,13367.0,7786.0,9111.0,16.859747515211883,19.728892834715577,2,2
1158,1158. 가양역 8번출구,51228,7541.0,11021.0,11453.0,21.513625361130632,22.35691418755368,2,2
1159,1159. 서서울모터리움 앞,9038,732.0,3412.0,1179.0,37.751714981190524,13.044921442797078,1,4
1160,1160. 양천향교역 7번출구앞,67279,11227.0,13835.0,14595.0,20.563623121627845,21.693247521514884,4,2
1161,1161. 강서면허시험장 앞,4925,376.0,894.0,813.0,18.15228426395939,16.507614213197968,1,3
1162,1162. 공항초등학교건너편,31900,7710.0,4469.0,8382.0,14.009404388714733,26.275862068965516,2,2
1163,1163. 방화동강서기동대앞,32744,7729.0,4229.0,7724.0,12.915343268995846,23.58905448326411,2,2
1165,1165. 마곡중학교 후문,19708,3853.0,2517.0,4991.0,12.771463365130911,25.32474122183885,3,1
1166,1166. 강서구립등빛도서관,67255,14860.0,10681.0,16184.0,15.881347111738906,24.06363839119768,4,2
1167,1167. 마곡수명산파크3단지 교차로,48269,11927.0,7364.0,11482.0,15.256168555387518,23.787524083780482,2,2
1168,1168. 마곡엠밸리10단지 앞,23417,5497.0,3185.0,5069.0,13.601229875731304,21.64666695136012,3,2
1169,1169. 염창역 1번 출구,26184,3054.0,7040.0,6243.0,26.886648334860986,23.842804766269477,3,3
1170,1170. 강서구보건소,9850,1188.0,1518.0,2471.0,15.411167512690355,25.086294416243653,1,1
1171,1171. 염창동 새마을금고 건너편,12401,2494.0,1488.0,3054.0,11.999032336101926,24.627046205951135,3,1
1172,1172. 가양3동 주민센터,21301,3861.0,4221.0,4813.0,19.8159710811699,22.595183324726538,3,3
1173,1173. 강서구청사거리(SH타워),44097,11201.0,6257.0,10478.0,14.18917386670295,23.761253600018144,2,2
1174,1174. 강서구청사거리(부민병원),21059,6213.0,2725.0,4035.0,12.939835699700842,19.16045396267629,3,2
1175,1175. 대한항공 인력개발센터,14828,2496.0,2690.0,3226.0,18.141354194766656,21.756137038036147,3,3
1177,1177. 수명중?고교,24259,7808.0,2623.0,4276.0,10.812481965456119,17.62644791623727,3,2
1178,1178. 개화산역 2번 출구,11504,1649.0,2178.0,2982.0,18.932545201668987,25.92141863699583,1,1
1180,1180. 마곡엠밸리 15단지(1502동) 건너편,34233,6032.0,6864.0,6853.0,20.050828148277976,20.018695410860865,2,2
1181,1181. 농수산식품공사 (강서지사),4160,210.0,1462.0,365.0,35.14423076923077,8.774038461538462,1,4
1182,1182. KBS 스포츠월드,43259,9550.0,7102.0,8005.0,16.417392912457522,18.504819806283084,2,2
1183,1183. 강서대학교,6070,1742.0,896.0,1220.0,14.761120263591435,20.098846787479406,1,1
1184,1184. 마곡13단지,47319,15621.0,5526.0,10976.0,11.67818423888924,23.19575646146368,2,2
1185,1185. 등촌9단지,22847,5261.0,3829.0,4878.0,16.75931194467545,21.350724383945376,3,2
1186,1186. 송정중학교,12691,3035.0,1842.0,2840.0,14.514222677487984,22.378063194389725,3,1
1187,1187. 강서수산물도매시장,11874,1367.0,2706.0,2466.0,22.789287518948964,20.768064679130873,1,3
1188,1188. 롯데중앙연구소,3789,307.0,1736.0,495.0,45.8168382158881,13.064133016627078,1,4
1190,1190. 마곡역 교차로(2번출구),51145,6189.0,13143.0,11983.0,25.697526639945256,23.429465245869586,2,2
1191,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",43710,4392.0,9555.0,11050.0,21.859986273164036,25.28025623427133,2,2
1192,1192. 마곡수명산파크 209동 건너편,36331,10577.0,4596.0,8223.0,12.650353692438966,22.633563623351957,2,2
1193,1193. 마곡센트럴타워 1차,32767,1045.0,10278.0,5738.0,31.366924039429918,17.51152073732719,2,3
1195,1195. 코오롱One&Only타워,25022,903.0,11958.0,1576.0,47.78994484853329,6.298457357525377,3,4
1196,1196. 서울식물원(문화센터) 건너편,10682,1993.0,4003.0,1250.0,37.474255757348814,11.701928477813144,1,4
1197,1197. 엠펠리체 호텔 건너편,24163,1940.0,5673.0,5823.0,23.478044944750238,24.098828787816082,3,3
1198,1198. LG 사이언스파크,29807,6771.0,10230.0,3018.0,34.320797128191366,10.125138390311001,2,4
1199,1199. 우장산역 3번출구,17291,2081.0,2965.0,4395.0,17.147649065988084,25.417847435081836,3,1
1200,1200. 개화광역환승센터,4238,340.0,1213.0,921.0,28.621991505427086,21.731949032562532,1,3
1201,1201. 가락시장역 3번 출구,20652,3141.0,4550.0,3900.0,22.031764478016658,18.884369552585706,3,3
1203,1203. 밀리아나2빌딩 앞,13404,915.0,3304.0,2642.0,24.64935840047747,19.710534168904807,1,3
1204,1204. 거여역 3번출구,16652,1766.0,3168.0,4079.0,19.024741772760027,24.495556089358637,3,1
1205,1205. 종합운동장역 4번출구,17176,1835.0,4754.0,4631.0,27.678155565905914,26.962040055891944,3,3
1206,1206. 9호선종합운동장역 9번출구,16023,2482.0,3700.0,3741.0,23.09180552955127,23.347687698932784,3,3
1207,1207. 마천중앙시장,6547,1260.0,800.0,1789.0,12.219337100962273,27.325492592026883,1,1
1208,1208. 풍납현대아파트쉼터,31931,5758.0,5669.0,7770.0,17.753906861670476,24.33371958285052,2,2
1209,1209. 잠실나루역 (2번 출구 쪽),41960,8354.0,10266.0,8895.0,24.46615824594852,21.198760724499525,2,2
1210,1210. 롯데월드타워(잠실역2번출구 쪽),122673,15850.0,36630.0,31317.0,29.859871365337114,25.52884497811254,4,2
1212,1212. 송파역 2번 출구앞,18188,3002.0,4054.0,3898.0,22.289421596657135,21.431713217506047,3,3
1213,1213. 백토공원 앞,4192,1050.0,572.0,1028.0,13.64503816793893,24.52290076335878,1,1
1214,1214. 오금역 7번 출구 인근,9156,1963.0,1402.0,1951.0,15.312363477501092,21.30843162953255,1,1
1215,1215. 올림픽공원역 1번출구 앞,24511,2731.0,4934.0,6313.0,20.129737668801763,25.755783117783853,3,1
1217,1217. 송파파인타운 7단지,10147,1311.0,1766.0,2726.0,17.40415886468907,26.865083275845077,1,1
1218,1218. 방이역 4번출구,31988,2691.0,6270.0,9586.0,19.601100412654745,29.967487807927974,2,1
1220,1220. 잠실근린공원,29528,6316.0,4416.0,7976.0,14.955296667569765,27.011649959360607,2,2
1221,1221. 삼전역 4번출구,22465,3849.0,3491.0,6125.0,15.53972846650345,27.264633874916537,3,1
1222,1222. 잠실새내역 5번 출구 뒤,55811,5087.0,10775.0,15798.0,19.306229954668435,28.30624787228324,2,2
