대여소번호,대여소명,전체 이용건수,평일출근이용건수,평일퇴근이용건수,주말이용건수,평일출근비중,평일퇴근비중,주말비중,군집_이용건수,군집_이용비중,위도,경도
1531,1531. 미아사거리 1번 출구,24478,1652,4499,6656,0.0674891739521202,0.1837976958901871,0.2719176403300923,1,3,37.61395645,127.03025055
588,588. 뚝섬 유원지역,24470,1658,4697,7685,0.0677564364527993,0.1919493257049448,0.3140580302411115,1,3,37.53268814,127.06749725
2741,2741.마곡수명산파크5-6단지,24452,6385,2790,5379,0.2611238344511696,0.114101096024865,0.2199820055619172,1,0,37.55061722,126.82688141
3794,3794. 안양천합수부(현대3차아파트),24446,5011,2952,7827,0.2049824102102593,0.1207559518939703,0.3201750797676511,1,0,37.55195236,126.87670898
4598,4598. 오목교 동측 지하보도,24418,4599,4228,6440,0.1883446637726267,0.1731509542141043,0.2637398640347285,1,0,37.52364349,126.88183594
3966,3966. 독산역1번출구 B,24382,8483,5511,3177,0.3479205971618407,0.2260273972602739,0.1303010417521122,1,0,37.46709442,126.88920593
3756,3756. 마곡힐스테이트 정문,24352,7092,2999,6135,0.2912286465177398,0.1231521024967148,0.2519300262812089,1,0,37.56497574,126.8174057
2618,2618. 삼전역 1번출구,24351,3889,4335,6290,0.1597059669007433,0.1780214364913145,0.2583056137324956,1,3,37.50471115,127.08756256
1988,1988. 고척LIGA아파트 앞,24321,6741,3159,5913,0.2771678796102134,0.1298877513260145,0.2431232268410016,1,0,37.50605011,126.86078644
5881,5881. 세계청소년NGO교육문화원,24304,4426,4267,6069,0.1821099407504937,0.1755678077682686,0.2497119815668202,1,0,37.52456665,126.90200043
3214,3214.영등포 푸르지오 아파트 A,24260,7365,2701,6074,0.3035861500412201,0.1113355317394888,0.2503709810387469,1,0,37.51202393,126.90105438
1177,1177. 수명중?고교,24259,7808,2623,4276,0.3218599282740426,0.1081248196545612,0.1762644791623727,1,0,37.55010986,126.82367706
643,643. 동대문구민체육센터 (육교아래),24254,6152,2851,6217,0.2536488826585305,0.1175476210109672,0.2563288529727055,1,0,37.56697083,127.07429504
6183,6183.K스퀘어 마곡,24228,2776,7255,5007,0.114578174013538,0.2994469209179461,0.2066617137196632,1,1,37.56269455,126.82707977
1197,1197. 엠펠리체 호텔 건너편,24163,1940,5673,5823,0.0802880437031825,0.2347804494475023,0.2409882878781608,1,1,37.5602417,126.8358078
2619,2619. 석촌고분역 4번출구,24098,3938,3803,6604,0.1634160511245746,0.1578139264669267,0.2740476388081999,1,3,37.50233841,127.09644318
1610,1610. 화랑대역 2번출구 앞,24088,3094,3913,6788,0.1284456991032879,0.1624460312188641,0.2818000664231152,1,3,37.62036896,127.08364105
1338,1338. 용문2교 옆,24088,3572,3624,6049,0.1482896047824643,0.1504483560278977,0.2511208900697442,1,3,37.5868988,127.02075195
3759,3759. 이대서울병원,24051,1708,6455,3797,0.071015758180533,0.2683880088146023,0.1578728535196041,1,1,37.5586319,126.83559418
829,829. 한강대교 북단 교차로,23975,2148,4435,8502,0.0895933263816475,0.1849843587069864,0.3546193952033368,1,3,37.52293015,126.96169281
244,244. 영등포삼환아파트 앞,23949,3762,3925,6296,0.1570838030815483,0.163889932773811,0.2628919787882584,1,3,37.53007889,126.90570831
4377,4377. 우영테크노센터 앞,23913,685,8758,4963,0.0286455066281938,0.3662443022623677,0.2075440137163886,1,2,37.54332352,127.05971527
1442,1442. 중랑구청 중화동 별관 앞,23884,2913,4165,5578,0.121964495059454,0.1743845252051582,0.2335454697705577,1,3,37.59859085,127.07981873
2335,2335. 3호선 매봉역 3번출구앞,23871,4807,5651,4964,0.2013740521972267,0.236730761174647,0.2079510703363914,1,1,37.48676682,127.04676056
4383,4383. 푸조비즈타워 앞,23866,3495,9592,2594,0.1464426380625157,0.4019106678957513,0.1086901868767284,1,2,37.54808044,127.06461334
642,642. 신답역 사거리,23848,5864,4254,5368,0.245890640724589,0.1783797383428379,0.2250922509225092,1,0,37.57035446,127.0484314
634,634. 외국어대 정문 앞,23775,2264,3802,5970,0.0952260778128286,0.1599158780231335,0.2511041009463722,1,3,37.59601974,127.05982971
702,702. 목4동주민센터 옆,23750,5445,3221,5480,0.2292631578947368,0.1356210526315789,0.2307368421052631,1,0,37.53254318,126.86872864
3692,3692. 둔촌오륜역 1번 출구,23735,4738,3777,6240,0.1996208131451443,0.159132083421108,0.2629028860332841,1,0,37.51960373,127.13871002
5066,5066. 아망떼마곡전시장,23696,1247,9762,3105,0.0526249155975692,0.4119682646860229,0.1310347738014854,1,2,37.55791473,126.83297729
626,626. 군자교 서측 녹지대,23664,3941,4914,5964,0.1665398918187964,0.207657200811359,0.2520283975659229,1,1,37.56115341,127.07096863
4559,4559. 신길역 2번출구,23568,4333,5038,5960,0.1838509843856076,0.2137644263408011,0.2528852681602172,1,1,37.51756287,126.91698456
4537,4537. 서울남부지방검찰청 후문 ,23564,5475,4034,4525,0.2323459514513665,0.1711933457817009,0.1920302155830928,1,0,37.52164078,126.86555481
1686,1686. 상계주공10단지 종합상가 앞,23543,2546,3416,6563,0.1081425476787155,0.1450962069404918,0.2787665123391241,1,3,37.66114044,127.05805206
1744,1744.도봉소방서 옆,23531,1297,4875,6643,0.0551187794823849,0.2071735157876843,0.2823084441800178,1,3,37.66480255,127.04302979
2050,2050. 노량진역 5번출구,23492,2234,3742,6261,0.0950962029627107,0.1592882683466712,0.266516260854759,1,3,37.51324844,126.93997192
3416,3416.동묘앞역 6번출구,23423,2553,3084,5317,0.1089954318404986,0.1316654570294155,0.2269991034453315,1,3,37.5715332,127.01561737
1168,1168. 마곡엠밸리10단지 앞,23417,5497,3185,5069,0.2347439894094034,0.136012298757313,0.2164666695136012,1,0,37.56029129,126.8187561
912,912. 응암오거리,23391,4162,3639,6187,0.1779316831259886,0.1555726561498012,0.2645034414945919,1,0,37.58966064,126.91694641
1090,1090.상일동역 2번출구 앞,23384,3785,5759,4883,0.1618628121792678,0.2462795073554567,0.2088179952104003,1,1,37.5567894,127.16614532
3882,3882. 자양2동 주민센터,23382,6669,3089,5905,0.2852193995381062,0.1321101702164057,0.2525446924985031,1,0,37.52879333,127.08463287
2630,2630.서울방이동 고분군,23355,2943,4088,6071,0.1260115606936416,0.1750374652108756,0.2599443374009848,1,3,37.50786591,127.11698914
3934,3934. 철도교통관제센터 정문 앞,23348,6739,8241,5549,0.2886328593455542,0.3529638512934727,0.2376648963508651,1,1,37.49708176,126.87788391
3586,3586.군자역 비채온 오피스텔,23325,3607,3803,6331,0.1546409431939978,0.1630439442658092,0.2714255091103966,1,3,37.55771255,127.07727051
2025,2025. 흑석역 1번출구,23316,2271,4679,6890,0.0974009264024704,0.2006776462515011,0.2955052324583976,1,3,37.50938034,126.96361542
2724,2724.(재)FITI시험연구원,23311,8204,5758,2750,0.3519368538458238,0.2470078503710694,0.1179700570546094,1,0,37.56848526,126.83856964
316,316. 종각역 1번출구 앞,23243,4394,5196,3393,0.1890461644366045,0.2235511766983608,0.1459794346685023,1,1,37.57039642,126.98178864
4399,4399. 더리브 세종타워 앞,23217,2365,6568,5450,0.1018650127062066,0.2828961536804927,0.2347417840375587,1,1,37.54378128,127.0580368
4856,4856. 올림픽공원 서1문 앞,23211,2689,5396,6145,0.1158502434190685,0.2324759812158028,0.2647451639308948,1,3,37.5202179,127.11457062
1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),23199,1690,4415,6315,0.0728479675848096,0.1903099271520324,0.2722100090521143,1,3,37.54890823,126.83656311
3549,3549.건영아파트 앞,23181,6381,3331,5644,0.2752685388896079,0.143695267676114,0.2434752599111341,1,0,37.55514145,127.07110596
723,723. SBS방송국,23146,2284,7053,4362,0.0986779573144387,0.3047178778190616,0.1884558887064719,1,1,37.52916336,126.87274933
2729,2729.넥센 유니버시티 앞,23110,1877,8510,3292,0.0812202509736045,0.3682388576373864,0.1424491562094331,1,2,37.56948471,126.82809448
1002,1002. 해공공원(천호동),23082,4366,2788,6658,0.1891517199549432,0.1207867602460791,0.2884498743609739,1,0,37.5452652,127.12593842
473,473.을지로4가역 9번출구,23066,4568,5045,3971,0.1980404057920749,0.2187201942252666,0.172158154859967,1,1,37.56605148,126.99798584
3905,3905. 희훈타워빌 앞,23062,4460,3360,5611,0.1933917266499002,0.1456942155927499,0.2433006677651548,1,0,37.50191498,126.88924408
551,551. 구의삼성쉐르빌 앞,23039,3146,3536,6008,0.1365510655844437,0.153478883632102,0.2607752072572594,1,3,37.54006195,127.09449768
1028,1028. 포레스 주상복합 빌딩,23016,3488,3765,5800,0.151546750086896,0.1635818561001042,0.2519986096628432,1,3,37.53310776,127.12277222
1414,1414. 사가정역 2번출구,23009,2216,5015,5752,0.0963101395106262,0.2179581902733713,0.249989134686427,1,3,37.58098984,127.08824158
1246,1246. 문정 법조단지10,22990,2927,6980,4904,0.127316224445411,0.3036102653327533,0.2133101348412353,1,1,37.47750854,127.12632751
1956,1956. 동아1차APT105동 버스정류장(신도림중학교 방면),22959,6010,3919,5035,0.2617709830567533,0.1706955877869245,0.2193039766540354,1,0,37.51000977,126.88204956
3864,3864. 광진소방서 앞,22952,5948,3618,5255,0.259149529452771,0.1576333217148832,0.2289560822586267,1,0,37.5450058,127.08337402
2613,2613. 잠실나들목,22950,2257,2970,9002,0.0983442265795207,0.1294117647058823,0.3922440087145969,1,3,37.51678085,127.09049225
593,593.자양중앙나들목,22936,5012,2763,7409,0.2185211021974189,0.1204656435298221,0.3230292989187304,1,0,37.52845383,127.07803345
1269,1269. 리센츠아파트 ,22859,2838,3601,6610,0.1241524126164749,0.1575309506102629,0.2891640054245593,1,3,37.51194382,127.09121704
1185,1185. 등촌9단지,22847,5261,3829,4878,0.2302709327263973,0.1675931194467545,0.2135072438394537,1,0,37.56290054,126.84947205
414,414. 상암동주민센터 옆,22818,2688,4836,4987,0.1178017354719958,0.2119379437286352,0.2185555263388552,1,1,37.57822037,126.89447021
4036,4036. 하계역 6번출구,22811,2632,5556,5294,0.1153829292885011,0.2435667002761825,0.2320810135460961,1,1,37.63793945,127.06715393
913,913. 이마트 버스정류장(서부경찰서 방면),22761,1623,4540,6139,0.0713061816264663,0.1994639954307807,0.2697157418391107,1,3,37.60070038,126.92012787
1720,1720. 도봉구청 옆(중랑천변),22747,2331,4821,6236,0.1024750516551633,0.2119400360487097,0.2741460412362069,1,3,37.66867065,127.04798126
2913,2913.상계8동 주민센터,22735,4974,3261,6134,0.2187816142511546,0.1434352320211128,0.2698042665493732,1,0,37.66712952,127.05176544
398,398. 을지로3가역 3번출구,22720,2201,5876,4985,0.096875,0.2586267605633803,0.2194102112676056,1,1,37.56655884,126.99243927
370,370. 시청역(2호선) 9번출구 뒤,22712,2935,6489,2642,0.1292268404367735,0.2857079957731596,0.1163261711870376,1,1,37.56322861,126.97483826
409,409. 누리꿈스퀘어 옆,22632,940,9476,3155,0.0415341109932838,0.4186991869918699,0.1394043831742665,1,2,37.57939911,126.88916016
5057,5057. 마곡역4번출구,22623,1448,6243,4695,0.0640056579587145,0.2759580957432701,0.2075321575387879,1,1,37.55931091,126.82743835
5055,5055. 마곡역5번출구앞,22606,2587,6257,4620,0.1144386446076262,0.2767849243563656,0.2043705211005927,1,1,37.55905914,126.82704926
1619,1619. 중계동 하나프라자빌딩 앞(중1-1),22546,1370,3864,6832,0.0607646589195422,0.17138295041249,0.3030249268162867,1,3,37.64902115,127.07640839
222,222. 시범아파트버스정류장 옆,22529,3605,5220,4243,0.1600159794043233,0.2317013626880909,0.1883350348439788,1,1,37.51902008,126.93688965
1462,1462.동부시장 북문 앞,22493,1545,4217,6501,0.0686880362779531,0.1874805495042902,0.2890232516782999,1,3,37.59386826,127.07652283
1221,1221. 삼전역 4번출구,22465,3849,3491,6125,0.1713331849543734,0.1553972846650345,0.2726463387491654,1,3,37.50419998,127.08753204
264,264. 교보생명보험 앞,22451,3593,5157,4657,0.1600374148144848,0.2297002360696628,0.2074295131619972,1,1,37.52193069,126.89161682
1075,1075.천동초교 삼거리,22446,5805,2920,5444,0.2586206896551724,0.1300899937628085,0.2425376459057293,1,0,37.54136276,127.13718414
2713,2713.우장초등학교 앞,22432,8011,2397,5139,0.3571237517831669,0.1068562767475035,0.2290923680456491,1,0,37.54853439,126.84667206
4141,4141. 우리은행장안지점 앞,22420,3057,3886,5311,0.1363514719000892,0.1733273862622658,0.2368867082961641,1,3,37.56630707,127.06768799
4332,4332. 이수교차로,22310,1469,3541,7939,0.0658449125952487,0.158718063648588,0.3558493948901838,1,3,37.49817276,126.98448181
4884,4884. H비즈니스파크,22296,1345,8565,3486,0.0603247219232149,0.3841496232508073,0.1563509149623251,1,2,37.48352432,127.11683655
3785,3785. 마곡14단지 1408동앞,22278,5434,2732,5068,0.2439177664063201,0.1226321931950803,0.2274890026034653,1,0,37.55737305,126.82332611
1072,1072.고덕역 5번출구,22238,1747,4584,6353,0.0785592229517043,0.2061336451119705,0.2856821656623797,1,3,37.55486298,127.15372467
546,546. 잠실대교북단 교차로,22226,3263,3320,6011,0.1468100422928102,0.1493746063169261,0.2704490236659768,1,3,37.53247833,127.08509064
433,433. 을지로입구역 2번출구,22220,4445,5353,3688,0.20004500450045,0.2409090909090909,0.1659765976597659,1,1,37.56634521,126.98229218
5065,5065. 허준박물관삼거리,22157,5180,3305,5036,0.2337861623866046,0.1491627927968588,0.2272870876021122,1,0,37.56724548,126.85038757
4398,4398. 유원지식산업센터 앞,22137,2089,5463,5331,0.0943668970501874,0.246781406694674,0.2408185390974386,1,1,37.54436493,127.05593109
2801,2801. 대륭포스트타워1차,22097,488,11283,2579,0.0220844458523781,0.5106123003122596,0.1167126759288591,1,2,37.48437119,126.89542389
1458,1458. 상봉터미널2,22080,5250,2909,5453,0.2377717391304347,0.1317481884057971,0.2469655797101449,1,0,37.59733963,127.09308624
559,559. 왕십리역 4번 출구 건너편,22022,1512,4672,5944,0.0686586141131595,0.2121514848787576,0.2699119062755426,1,3,37.56109619,127.03679657
4007,4007. 노원 을지대학교 병원,21990,2288,4612,4600,0.1040472942246475,0.209731696225557,0.2091859936334697,1,1,37.63666916,127.06969452
1535,1535. 효성인텔리안 앞,21962,1870,3923,5903,0.0851470722156452,0.1786267188780621,0.2687824424005099,1,3,37.6362915,127.02337646
3501,3501. K&S빌딩 앞,21941,3624,3114,5596,0.1651702292511736,0.1419260744724488,0.2550476277289093,1,0,37.53950119,127.08300018
590,590. 건국대학교 (입학정보관),21907,3497,3103,2993,0.1596293422193819,0.1416442233076185,0.1366229972155019,1,1,37.53989029,127.07336426
363,363. 신설동역 11번출구 뒤,21869,3422,3366,5542,0.1564772051762769,0.1539165028121999,0.2534180803877635,1,3,37.57559204,127.02285004
4796,4796. 서울시청,21857,2909,5584,3660,0.1330923731527657,0.2554787939790456,0.1674520748501624,1,1,37.5664711,126.97925568
133,133. 해담는다리,21843,3482,3445,6199,0.1594103374078652,0.1577164308931923,0.2837980130934395,1,3,37.58203125,126.90899658
3559,3559.성동구민종합체육센터 앞,21828,1814,4793,6722,0.0831042697452812,0.2195803555066886,0.3079530877771669,1,3,37.54590988,127.04460144
4136,4136. 롯데캐슬SKY-L65 D동 앞,21816,4313,3332,5710,0.1976989365603227,0.1527319398606527,0.2617345067840117,1,0,37.57791901,127.04456329
1667,1667. 중계중학교,21781,3240,2975,5463,0.1487535007575409,0.1365869335659519,0.2508149304439649,1,3,37.65449905,127.0743866
749,749. 이대목동병원보도육교,21750,1723,5798,4326,0.0792183908045977,0.2665747126436781,0.1988965517241379,1,1,37.53722763,126.88661194
4218,4218. 디지털매직스페이스,21750,1716,6551,4368,0.0788965517241379,0.3011954022988505,0.2008275862068965,1,1,37.58119965,126.88957977
5859,5859. 여의도 삼부아파트,21748,2742,4839,5979,0.1260805591318742,0.2225032186867758,0.2749218318925878,1,3,37.52539444,126.93045807
633,633. 청량리 기업은행 앞,21744,2433,3880,6193,0.1118929359823399,0.1784400294334069,0.2848142016188373,1,3,37.58040619,127.04482269
582,582. 경일중학교 앞,21732,3523,4755,4642,0.1621111724645683,0.2188017669795693,0.2136020614761641,1,1,37.54317856,127.0490799
3421,3421.혜화역 1번출구,21698,2101,3666,5330,0.0968292008480044,0.1689556641165084,0.2456447598857037,1,3,37.58385468,127.00185394
5853,5853. 여의도역2번출구 앞,21694,4047,7339,2800,0.1865492762975938,0.3382963031252881,0.1290679450539319,1,2,37.52260971,126.92301178
5086,5086. 가양테크노타운,21677,1368,5293,6090,0.0631083637034645,0.2441758545924251,0.2809429349079669,1,3,37.56035995,126.86276245
131,131. 증산2교,21635,3032,3656,6453,0.1401432863415761,0.1689854402588398,0.2982666974809336,1,3,37.5841713,126.91110229
641,641. 용두역 4번출구,21628,2257,4223,5923,0.1043554651377843,0.1952561494359164,0.2738579619012391,1,3,37.57375336,127.03853607
816,816. 신용산역 6번출구 앞,21603,2823,4783,5698,0.1306762949590334,0.2214044345692727,0.2637596630097671,1,3,37.53014755,126.96848297
3894,3894. 노룬산시장 앞,21602,4359,3564,5518,0.2017868715859642,0.1649847236367003,0.2554393111748912,1,0,37.5369606,127.06273651
5089,5089. LG사이언스파크 E10동,21585,1135,9786,888,0.0525828121380588,0.4533703961084086,0.0411396803335649,1,2,37.56364822,126.83454132
4131,4131. 베네스트 오피스텔 앞,21557,4761,3357,5206,0.2208563343693463,0.1557266781091988,0.241499280976017,1,0,37.57817078,127.03170013
539,539. 군자교교차로,21546,2470,3465,6173,0.1146384479717813,0.1608187134502924,0.2865032952752251,1,3,37.55979538,127.07420349
1737,1737. 신창시장,21538,3379,3259,5576,0.1568855046893862,0.1513139567276441,0.2588912619556133,1,3,37.63970184,127.03883362
1683,1683. 노원문화예술회관,21535,4245,2880,5294,0.1971209658695147,0.1337357789644764,0.2458323659159507,1,0,37.65045929,127.08088684
225,225. 앙카라공원 앞,21527,4505,4624,4381,0.2092720769266502,0.2148000185813164,0.2035118688159056,1,1,37.51758575,126.92961884
3566,3566.우성4차아파트,21500,5687,2691,5582,0.2645116279069767,0.1251627906976744,0.2596279069767442,1,0,37.53507233,127.07611084
911,911. 은평평화공원(역촌역4번출구),21498,3271,3726,5458,0.1521536887152293,0.1733184482277421,0.2538840822402083,1,3,37.60558319,126.92293549
1933,1933. 개봉푸르지오아파트 상가,21481,5207,2947,5277,0.2424002606954983,0.137191006005307,0.2456589544248405,1,0,37.50170517,126.84728241
130,130. 신촌역(2호선) 7번출구 앞,21474,1375,4647,5916,0.0640309211139051,0.2164012293936854,0.2754959485889913,1,3,37.55485916,126.93615723
1661,1661. 당현천근린공원,21453,3634,3337,5038,0.1693935580105346,0.1555493404185894,0.2348389502633664,1,0,37.64963913,127.06560516
1977,1977. 천왕역 1번 출입구 앞,21428,3228,4877,4713,0.1506440171737913,0.2275994026507373,0.2199458652230726,1,1,37.48620987,126.83882141
1697,1697.상계주공2단지 219동,21402,4061,2675,5795,0.1897486216241472,0.1249883188487057,0.2707690870012148,1,0,37.65024948,127.05715179
4497,4497. 아시아선수촌아파트 교차로,21392,5675,3680,5202,0.2652860882572924,0.1720269259536275,0.2431750186985789,1,0,37.50679016,127.07926941
4353,4353. 코오롱디지털타워 3차앞,21360,1902,6508,3841,0.0890449438202247,0.3046816479400749,0.1798220973782771,1,1,37.54655838,127.04998779
258,258. 신길역3번출구,21326,7103,3645,4668,0.3330676169933415,0.1709181281065366,0.2188877426615399,1,0,37.51769257,126.91429901
2908,2908. 광운대학교 중앙도서관,21318,1588,3777,4744,0.0744910404353128,0.1771742189698846,0.2225349469931513,1,3,37.62000275,127.05856323
194,194. 증산교 앞,21318,2287,4696,6031,0.1072802326672295,0.2202833286424617,0.2829064640210151,1,3,37.57731628,126.90296936
2015,2015. 신대방삼거리역 6번출구쪽,21314,3905,2604,5752,0.1832129117012292,0.1221732194801538,0.2698695692971755,1,0,37.49985504,126.92956543
1172,1172. 가양3동 주민센터,21301,3861,4221,4813,0.1812590958170978,0.1981597108116989,0.2259518332472654,1,1,37.56124878,126.86058044
1438,1438. 홈플러스 신내점 앞,21298,2972,4422,5108,0.1395436191191661,0.2076251291201051,0.239834726265377,1,1,37.61616898,127.09348297
3886,3886.광진구 민방위교육센터,21242,5116,2687,5903,0.2408436117126447,0.1264946803502495,0.2778928537802467,1,0,37.5391922,127.09801483
1337,1337. 돈암성당 옆,21240,1372,2862,7061,0.0645951035781544,0.1347457627118644,0.3324387947269303,1,3,37.59038162,127.01713562
4566,4566. 대림성원상떼빌아파트,21221,5242,3154,4965,0.247019461853824,0.148626360680458,0.2339663540832194,1,0,37.5038414,126.89615631
5099,5099. LG사이언스파크 E7동,21199,789,11323,1067,0.0372187367328647,0.5341289683475635,0.0503325628567385,1,2,37.56153488,126.8319397
1416,1416. 상봉역 3번출구,21180,2589,4204,5400,0.1222379603399433,0.1984891406987724,0.254957507082153,1,3,37.59521866,127.08599854
516,516. 광진메디칼 앞,21142,4825,3352,4999,0.2282187115693879,0.1585469681203292,0.2364487749503358,1,0,37.54840469,127.06936646
2306,2306. 압구정역 2번 출구 옆,21115,2567,5000,4986,0.1215723419370116,0.2367984844896992,0.2361354487331281,1,1,37.5271225,127.02871704
1174,1174. 강서구청사거리(부민병원),21059,6213,2725,4035,0.2950282539531791,0.1293983569970084,0.1916045396267629,1,0,37.55661392,126.85116577
237,237. 보라매 두산위브 건너편,21058,4678,3677,4962,0.2221483521701966,0.1746129736917086,0.2356349130971602,1,0,37.49651337,126.91480255
3201,3201.당산skv1센터,21058,3288,4959,3833,0.1561401842530154,0.2354924494253965,0.182021084623421,1,1,37.53073502,126.89916992
1762,1762.북한산 한신휴플러스APT앞,21031,4474,2609,5416,0.2127335837573106,0.1240549664780562,0.2575246065332128,1,0,37.65533829,127.04241943
1021,1021. 강일동 리슈빌 빌딩앞,20989,4749,2818,4352,0.2262613750059555,0.1342608032779075,0.2073467054171232,1,0,37.56427383,127.17397308
2140,2140. 신림1교 교차로,20962,3693,2730,6033,0.1761759374105524,0.1302356645358267,0.2878065070126896,1,0,37.47842789,126.93186188
1333,1333. 석관초등학교 앞,20958,2445,3836,4824,0.1166618952190094,0.1830327321309285,0.2301746349842542,1,1,37.61052322,127.05979919
4532,4532. 목동현대아파트 후문 앞,20955,3182,2739,5806,0.1518492006680983,0.1307086614173228,0.277069911715581,1,3,37.5221405,126.87805939
4557,4557. 리버뷰신안인스빌2차 후문,20936,3587,2922,5744,0.1713316774933129,0.1395682078716087,0.2743599541459686,1,0,37.51288223,126.89026642
179,179. 가좌역 4번출구 앞,20929,5508,4381,4179,0.2631754981126666,0.2093267714654307,0.1996750919776387,1,0,37.56877518,126.91529846
1446,1446. 중랑전화국 교차로,20905,3843,3224,4855,0.1838316192298493,0.1542214781152834,0.2322410906481703,1,0,37.59130096,127.0803299
2731,2731.명덕고교,20881,5152,3102,3781,0.2467314783774723,0.1485561036348834,0.181073703366697,1,0,37.55524063,126.8347168
561,561. 서울숲역 2번출구 앞,20880,3825,4423,4511,0.1831896551724137,0.2118295019157088,0.216044061302682,1,1,37.54281616,127.0446701
2531,2531.멤피스아파트 앞,20875,3443,4619,4576,0.1649341317365269,0.2212694610778443,0.2192095808383233,1,1,37.49420547,126.98935699
1259,1259. 방이역 1번출구,20861,2359,3718,5598,0.1130818273333013,0.1782273141268395,0.2683476343415943,1,3,37.50898361,127.12659454
4765,4765. 동대문디자인플라자,20851,1118,4637,5432,0.0536185314853004,0.22238741547168,0.2605150832094384,1,3,37.5683136,127.00946045
613,613. 신설동역 10번출구 앞,20827,3344,4120,4623,0.1605608104863878,0.1978201373217458,0.2219714793297162,1,1,37.57527161,127.02346802
4182,4182.보라매병원역 2번출구,20792,1889,5053,5071,0.0908522508657175,0.2430261639091958,0.2438918814928818,1,1,37.49265671,126.92449951
701,701. 목동사거리 부근,20756,4454,2760,5295,0.2145885527076508,0.1329735979957602,0.2551069570244748,1,0,37.53280258,126.86392975
624,624. 전농동 동아아파트 앞,20736,6185,2098,4826,0.2982735339506173,0.1011766975308642,0.2327353395061728,1,0,37.57418823,127.04589081
1278,1278. 송파구청 교차로,20702,2499,4895,5538,0.1207129745918268,0.2364505844845908,0.2675103854700029,1,3,37.51579666,127.10681915
3700,3700. 강변그대가리버뷰 입구 맞은편,20702,4563,2078,7253,0.2204134866196502,0.1003767751908028,0.3503526229349821,1,0,37.54816437,127.12257385
3767,3767. 대원빌딩,20673,5508,2748,5214,0.2664344797562037,0.1329270062400232,0.2522130314903497,1,0,37.54536819,126.84470367
5851,5851. 도림천 건널목 위,20653,4209,2612,5409,0.2037960586839684,0.1264707306444584,0.2618989977243015,1,0,37.50208282,126.89318848
1201,1201. 가락시장역 3번 출구,20652,3141,4550,3900,0.1520918070889018,0.2203176447801665,0.188843695525857,1,1,37.49317932,127.11854553
1022,1022. 길동 사거리(초소앞),20648,3452,3705,4776,0.1671832623014335,0.1794362650135606,0.2313056954668733,1,1,37.53377914,127.13799286
5053,5053. 신마곡벽산블루밍메트로오피스텔앞,20643,4652,3182,4892,0.2253548418350046,0.1541442619774257,0.2369810589546093,1,0,37.57108688,126.80754089
4938,4938.LH수서2단지 201동 앞,20632,6499,2399,5253,0.3149961225281116,0.1162756882512601,0.2546044978673905,1,0,37.47955322,127.10666656
1512,1512. 강북중학교 앞,20628,3216,3028,6099,0.1559045956951716,0.146790769827419,0.2956660849331006,1,3,37.64473724,127.02656555
176,176. 명지대학교 도서관,20627,3126,2644,5235,0.1515489407087797,0.1281815096717894,0.2537935715324574,1,3,37.58109665,126.92402649
1080,1080.천호지하주차장 5번 출입구,20552,2772,3271,5394,0.1348773841961852,0.1591572596340988,0.2624562086414947,1,3,37.5368309,127.12841797
3215,3215.강변삼성래미안,20525,6535,2224,5055,0.3183922046285018,0.1083556638246041,0.2462850182704019,1,0,37.52974319,126.90782928
3865,3865. 이튼타워리버 2차,20496,2635,2947,5373,0.1285616705698672,0.1437841530054645,0.2621487119437939,1,3,37.53520966,127.06900024
1689,1689. 마들역 3번출구,20446,2561,3556,5180,0.1252567739411131,0.1739215494473246,0.2533502885650004,1,3,37.66524887,127.05789185
3796,3796. 송정역 3번출구 앞,20424,4529,3908,4723,0.2217489228358793,0.1913435174304739,0.2312475518997258,1,0,37.56087875,126.81354523
1975,1975. 대림역 1번 출입구 밑,20420,3284,4161,4933,0.1608227228207639,0.2037708129285014,0.2415768854064642,1,1,37.49256516,126.8947525
3919,3919. 구로역·NC신구로점 버스정류장(구로역 방면),20414,1904,3613,5688,0.0932693249730577,0.176986381894778,0.2786323111590085,1,3,37.50096512,126.88237
2222,2222.사당역 12번출구 뒤,20410,2741,3763,5038,0.134296913277805,0.1843704066634003,0.2468397844194022,1,3,37.47806931,126.98203278
2348,2348. 포스코사거리(기업은행),20409,1467,9155,2134,0.0718800529178303,0.4485766083590572,0.1045617129697682,1,2,37.50723267,127.05685425
3517,3517. 용마사거리,20390,3495,3471,5167,0.1714075527219225,0.1702305051495831,0.2534085335948994,1,0,37.5625267,127.08227539
1081,1081.트레빌빌딩,20366,2458,3405,5550,0.1206913483256407,0.1671904153982127,0.2725130118825493,1,3,37.53699875,127.12953186
1224,1224. 아시아지하보도 2번 출구,20358,2592,3638,5704,0.1273209549071618,0.1787012476667649,0.2801846939777974,1,3,37.51216888,127.07893372
3778,3778. 김포공항입구 교차로,20331,2013,3277,6047,0.0990113619595691,0.1611824307707441,0.2974275736559933,1,3,37.56179428,126.80792999
2274,2274. 양재시민의숲역 3번출구,20330,4056,5123,3796,0.199508116084604,0.2519921298573536,0.1867191342843089,1,1,37.4692421,127.03982544
1321,1321. 국민은행 종암동지점 앞,20310,2767,3139,5126,0.1362383062530773,0.1545544066962087,0.2523879862136878,1,3,37.59328842,127.03666687
