대여소번호,대여소명,전체 이용건수,평일출근이용건수,평일퇴근이용건수,주말이용건수,평일출근비중,평일퇴근비중,주말비중,군집_이용건수,군집_이용비중,위도,경도
1112,1112. 마곡엠밸리4단지 정문,54666,7179,11168,13018,0.1313247722533201,0.2042951743313943,0.2381370504518347,2,1,37.56857681,126.8247757
1152,1152. 마곡역교차로,54446,7831,14814,10355,0.1438305844322815,0.2720861036623443,0.1901884435954891,2,1,37.55831146,126.82652283
4543,4543. 오목교역 6번 출구,53602,6509,12880,13489,0.1214320361180553,0.240289541435021,0.2516510577963509,2,1,37.5236702,126.87567139
2739,2739.수명산파크1단지교차로,53373,15205,6973,11926,0.2848818691098495,0.1306465816049313,0.2234463118055946,2,0,37.55363083,126.82861328
4457,4457. 아산병원 기숙사 부근,53097,3544,15640,8567,0.06674576718082,0.294555247942445,0.1613462154170668,2,1,37.52478027,127.10913086
726,726. 목동3단지 시내버스정류장,52964,11717,7617,13247,0.2212257382372932,0.1438146665659693,0.2501132844951287,2,0,37.5343895,126.86959839
585,585. 성수2가1동 공영주차장 인근,52416,8506,9680,14369,0.1622786935286935,0.1846764346764347,0.2741338522588523,2,3,37.53680801,127.05548859
797,797.목동아파트 1422동 1434동 사잇길,52209,11270,8009,13515,0.2158631653546323,0.1534026700377329,0.258863414353847,2,0,37.51515579,126.87248993
708,708. 서울출입국관리사무소 앞,52154,7270,10462,12530,0.1393948690416842,0.2005982283238102,0.2402500287609771,2,1,37.51897049,126.8699646
5784,5784.한강버스 잠실 선착장,51916,1625,7522,24040,0.0313005624470298,0.1448878958317281,0.4630557053702134,2,3,37.5177536,127.08446503
1019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),51646,10806,8355,12228,0.2092320799287456,0.1617743871742245,0.2367656740115401,2,0,37.52679443,127.13005829
3569,3569.건대병원후문,51584,7456,9348,11168,0.1445409429280397,0.1812189826302729,0.216501240694789,2,1,37.53956604,127.0724411
4571,4571. 문래동롯데캐슬아파트,51277,12442,9487,11654,0.2426429003256821,0.1850147239503091,0.2272753866255826,2,0,37.51800156,126.88459778
