대여소번호,대여소명,전체 이용건수,평일 출근시간 이용건수(7-9시),평일출근비중(%),평일 퇴근시간 이용건수(17-19시),평일퇴근비중(%),주말 이용건수,주말이용비중(%)
"1289","1289. 풍납토성 서성벽터B",9227,1574,17.06%,2095,22.71%,1993,21.60%
"665","665.이문동 쌍용아파트 정문",9226,2081,22.56%,1152,12.49%,2591,28.08%
"2317","2317. 삼성도로공원",9213,520,5.64%,2407,26.13%,2780,30.17%
"1454","1454. 한국전력공사(동대문 중랑지사)",9207,1348,14.64%,1325,14.39%,2289,24.86%
"2353","2353. 강남구청역 2번출구 뒤",9206,930,10.10%,2476,26.90%,2023,21.97%
"282","282. 신한은행 대림동지점",9204,1377,14.96%,1384,15.04%,2309,25.09%
"4116","4116. 이문e편한세상아파트 앞",9167,1525,16.64%,1549,16.90%,2320,25.31%
"4640","4640. 원효로2가 교차로",9166,1299,14.17%,1675,18.27%,2442,26.64%
"3115","3115.북아현 치안센터 인근",9164,2018,22.02%,998,10.89%,2565,27.99%
"1214","1214. 오금역 7번 출구 인근",9156,1963,21.44%,1402,15.31%,1951,21.31%
"391","391. 시립미술관",9137,1481,16.21%,2308,25.26%,1697,18.57%
"2389","2389. 경기여자고등학교 후문 (삼성로3길 입구)",9128,1908,20.90%,1146,12.55%,2366,25.92%
"4394","4394.서울시립24시간게스트하우스",9128,874,9.57%,3187,34.91%,1648,18.05%
"5152","5152.이스트폴 105동 방면 입구",9114,1318,14.46%,1434,15.73%,2696,29.58%
"2237","2237.서울남부터미널 대합실 입구",9111,1176,12.91%,2424,26.61%,2111,23.17%
"2652","2652.송파 레미니스1단지 102동 앞",9108,2143,23.53%,1617,17.75%,2187,24.01%
"2325","2325. 대치삼성아파트 앞 교차로",9105,548,6.02%,1717,18.86%,2595,28.50%
"3956","3956. 대륭테크노타운21차 앞",9103,1137,12.49%,3110,34.16%,1611,17.70%
"3104","3104. e편한세상 신촌4단지 앞",9099,1249,13.73%,1289,14.17%,2387,26.23%
"1993","1993. 금강수목원아파트 앞",9097,1867,20.52%,1362,14.97%,2186,24.03%
"1300","1300. 오륜사거리",9093,1687,18.55%,1578,17.35%,2612,28.73%
"733","733. 신정이펜하우스314동",9088,1885,20.74%,1254,13.80%,2376,26.14%
"2250","2250. 서초유치원 맞은편",9081,1511,16.64%,1457,16.04%,2442,26.89%
"1532","1532. 번3동 주민센터 교차로",9072,1468,16.18%,1631,17.98%,2339,25.78%
"4951","4951. 강동농협 버스정류소 앞(광채빌라)",9065,1719,18.96%,1431,15.79%,2465,27.19%
"2271","2271. 내방역 8번출구 앞",9062,956,10.55%,1910,21.08%,2342,25.84%
"1425","1425. 신성미소지움아파트",9059,1328,14.66%,1211,13.37%,1657,18.29%
"4035","4035. 휴플러스 수락한신아파트 101동 앞",9059,2095,23.13%,1116,12.32%,2556,28.22%
"2242","2242.양재역 10번 출구 앞",9041,2159,23.88%,2033,22.49%,1583,17.51%
"1159","1159. 서서울모터리움 앞",9038,732,8.10%,3412,37.75%,1179,13.04%
"3753","3753. 공항중학교 버스정류장",9033,2469,27.33%,1355,15.00%,1942,21.50%
"2524","2524.반포쇼핑타운 8동 앞",9018,524,5.81%,1806,20.03%,2560,28.39%
"1391","1391.성북청소년센터",9017,1503,16.67%,1104,12.24%,2543,28.20%
"2156","2156. 신림푸르지오아파트",9013,1843,20.45%,1265,14.04%,2263,25.11%
"2215","2215. 반포종합운동장 입구",9002,871,9.68%,1207,13.41%,2637,29.29%
"3686","3686. 고덕 래미안 힐스테이트(101동)",8999,1789,19.88%,1127,12.52%,2538,28.20%
"607","607. 신이문역 2번출구",8992,1197,13.31%,2026,22.53%,2032,22.60%
"1862","1862.MD호텔 앞",8984,2911,32.40%,1377,15.33%,1619,18.02%
"4923","4923.수협대치동지점",8982,1233,13.73%,1824,20.31%,2436,27.12%
"4408","4408. 돌곶이역 앞",8978,710,7.91%,2276,25.35%,1890,21.05%
"5864","5864.장훈고 앞",8976,2125,23.67%,880,9.80%,1887,21.02%
"395","395. 경희궁 자이 2단지",8959,2892,32.28%,1248,13.93%,1954,21.81%
"1527","1527. 미아역 1번 출구 뒤",8959,1195,13.34%,1413,15.77%,2212,24.69%
"1727","1727. 서울도봉초등학교인근",8955,1377,15.38%,1098,12.26%,2616,29.21%
"628","628. 휘봉고등학교 앞",8945,1338,14.96%,1205,13.47%,2043,22.84%
"2529","2529.우리은행 방배동지점 앞",8930,1057,11.84%,1864,20.87%,2357,26.39%
"948","948. 디지털미디어 시티역 4번출구(DMC역)",8913,1130,12.68%,2745,30.80%,1818,20.40%
"3130","3130.가재울사거리",8912,2134,23.95%,1147,12.87%,2248,25.22%
"2095","2095.경문고등학교 앞",8907,1612,18.10%,1140,12.80%,2161,24.26%
"4341","4341. 영동1교 북단",8906,1205,13.53%,1789,20.09%,2753,30.91%
"5782","5782. 오금현대 아파트 상가입구 앞",8897,1133,12.73%,1919,21.57%,2113,23.75%
"4040","4040. 공릉로 26길",8893,1217,13.68%,962,10.82%,2753,30.96%
"126","126. 서강대 후문 옆",8883,704,7.93%,1617,18.20%,1677,18.88%
"2820","2820.신세기아파트 앞",8875,2585,29.13%,1200,13.52%,2087,23.52%
"676","676.FITI시험연구원 앞",8872,1648,18.58%,1263,14.24%,1892,21.33%
"2299","2299. 한전아트센터 앞",8868,2070,23.34%,1685,19.00%,1574,17.75%
"713","713. 양서중학교 옆",8863,1868,21.08%,1268,14.31%,1931,21.79%
"2266","2266. 서초역 3번출구",8862,1422,16.05%,2016,22.75%,2154,24.31%
"3122","3122.북가좌삼거리2",8861,2153,24.30%,1071,12.09%,2286,25.80%
"3412","3412.세운상가",8854,1245,14.06%,1825,20.61%,1567,17.70%
"960","960. 구파발역 환승센터",8850,340,3.84%,2495,28.19%,1830,20.68%
"1228","1228. 마천사거리",8831,1843,20.87%,1288,14.58%,2465,27.91%
"809","809. 한남 유수지 복개주차장",8820,669,7.59%,1857,21.05%,2597,29.44%
"652","652. 답십리 래미안엘파인아파트 입구",8782,2403,27.36%,1118,12.73%,2225,25.34%
"4847","4847. 신내역시티프라디움 앞",8766,910,10.38%,1219,13.91%,2093,23.88%
"4639","4639. 동빙고근린공원",8758,545,6.22%,1316,15.03%,3960,45.22%
"1936","1936. 개봉역 1번 출구 자전거보관서쪽",8757,1541,17.60%,1995,22.78%,1971,22.51%
"3129","3129.DMC래미안e편한세상203동옆",8749,2276,26.01%,1148,13.12%,2210,25.26%
"2293","2293. SPC 앞",8738,985,11.27%,2302,26.34%,1821,20.84%
"820","820. 청파동입구 교차로",8737,1313,15.03%,1851,21.19%,1919,21.96%
"4835","4835. 망우동 본죽 앞",8724,1776,20.36%,988,11.33%,2221,25.46%
"4202","4202. 프런트원(공덕역4번출구 앞)",8719,1061,12.17%,1967,22.56%,1797,20.61%
"3903","3903. 현대아파트 앞",8714,2009,23.05%,1480,16.98%,2102,24.12%
"903","903. 은평뉴타운 아이파크",8710,1712,19.66%,1122,12.88%,2254,25.88%
"775","775.세종그랑시아 앞(102동)",8702,1270,14.59%,1173,13.48%,2315,26.60%
"3986","3986.청년주택 독산동점",8700,3447,39.62%,957,11.00%,1888,21.70%
"1641","1641. 한내근린공원 남측",8688,1264,14.55%,1482,17.06%,2544,29.28%
"2657","2657.송파 파인타운 11단지",8682,1557,17.93%,939,10.82%,2349,27.06%
"2712","2712.화곡터널입구교차로",8678,1392,16.04%,1165,13.42%,2419,27.88%
"2394","2394. 개포래미안포레스트아파트 107동 앞",8675,2380,27.44%,980,11.30%,2129,24.54%
"2227","2227.방배열린문화센터 앞",8673,1580,18.22%,1826,21.05%,1555,17.93%
"4918","4918. 매봉역 1번출구",8661,1023,11.81%,2113,24.40%,2043,23.59%
"4797","4797. KG타워 앞",8656,1409,16.28%,2280,26.34%,1371,15.84%
"1073","1073. SSTS 몰 앞",8644,1381,15.98%,1092,12.63%,2460,28.46%
"1981","1981. 천왕지구삼거리 앞",8643,2475,28.64%,1081,12.51%,1951,22.57%
"347","347. 동대문역사문화공원역 9번출구 앞",8639,623,7.21%,1590,18.40%,2109,24.41%
"4307","4307. 고투몰 gate 15옆",8638,1350,15.63%,1336,15.47%,2354,27.25%
"3127","3127.홍은2파출소 옆",8637,1173,13.58%,1658,19.20%,2250,26.05%
"1854","1854. 가산아네스트 오피스텔 앞",8633,3068,35.54%,1318,15.27%,1791,20.75%
"1326","1326. 상월곡역 1번출구",8631,1215,14.08%,1193,13.82%,2282,26.44%
"5509","5509.신석초교 앞",8626,1536,17.81%,1234,14.31%,2461,28.53%
"518","518. 청계천 박물관 앞",8614,400,4.64%,3328,38.63%,1725,20.03%
"1628","1628. 노일초등학교 앞",8612,1048,12.17%,1484,17.23%,2156,25.03%
"1671","1671. 인덕대학교",8606,1443,16.77%,1189,13.82%,1730,20.10%
"476","476.광희문",8598,1152,13.40%,1125,13.08%,2180,25.35%
"1564","1564.4.19민주묘지역 1번출구",8598,542,6.30%,1586,18.45%,2401,27.93%
"1290","1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑",8596,2621,30.49%,701,8.15%,2130,24.78%
"666","666.이문대성유니드아파트 앞",8590,825,9.60%,1955,22.76%,2584,30.08%
"1240","1240. 문정 법조단지4",8582,1620,18.88%,1561,18.19%,2119,24.69%
"1420","1420. 신내어울공원 앞",8582,923,10.76%,1905,22.20%,2104,24.52%
"4857","4857. 올림픽공원 장미광장",8580,970,11.31%,1697,19.78%,3040,35.43%
"2631","2631.배명고등학교",8569,1681,19.62%,1217,14.20%,2027,23.66%
"4054","4054. 창동한신아파트 버스정류소",8564,1030,12.03%,1145,13.37%,2338,27.30%
"358","358. 성균관대입구 사거리 A",8562,469,5.48%,1540,17.99%,2403,28.07%
"2245","2245.양재초등학교 맞은편",8554,1300,15.20%,1973,23.07%,2053,24.00%
"4414","4414. 안암역 3번 출구",8553,546,6.38%,1539,17.99%,2252,26.33%
"3642","3642. 강남자곡힐스테이트",8544,1640,19.19%,686,8.03%,2383,27.89%
"2418","2418.봉은사역 7번 출구",8540,1205,14.11%,2499,29.26%,1701,19.92%
"1616","1616. 하계2동 공항버스정류장 옆",8522,938,11.01%,1633,19.16%,2136,25.06%
"2164","2164. 관악우체국",8511,952,11.19%,1178,13.84%,2203,25.88%
"324","324. 신세계백화점 본점 앞",8498,460,5.41%,2419,28.47%,1829,21.52%
"2172","2172. 나들목공원",8479,545,6.43%,1596,18.82%,2797,32.99%
"3643","3643. 더시그넘하우스 앞",8479,1471,17.35%,1511,17.82%,1707,20.13%
"759","759. 보아스아파트 앞",8475,2116,24.97%,1127,13.30%,2075,24.48%
"1839","1839. 수출의 다리 아래",8470,251,2.96%,3505,41.38%,1349,15.93%
"1536","1536. 번동 두산위브 101동 옆",8464,802,9.48%,1329,15.70%,2180,25.76%
"1065","1065.보훈병원 후문옆(더 원커피)",8458,1065,12.59%,1985,23.47%,1736,20.52%
"3694","3694. 강동리엔파크 13단지(1303동 앞)",8452,2321,27.46%,1737,20.55%,1485,17.57%
"4871","4871. 오금동 대림아파트 정문",8441,1132,13.41%,1392,16.49%,2168,25.68%
"188","188. 홍은동 정원여중 입구",8440,1433,16.98%,1395,16.53%,2315,27.43%
"767","767.신정숲속마을아파트",8438,2994,35.48%,927,10.99%,1876,22.23%
"1829","1829. 홈플러스 금천점 앞",8428,1134,13.46%,1660,19.70%,2003,23.77%
"436","436. 이대역 5번출구",8426,656,7.79%,2027,24.06%,2174,25.80%
"5861","5861. 보라주유소 앞",8420,1575,18.71%,1382,16.41%,2046,24.30%
"162","162. 봉원고가차도 밑",8405,1333,15.86%,1389,16.53%,2089,24.85%
"4638","4638. 청파동삼거리 앞",8400,1654,19.69%,873,10.39%,2351,27.99%
"2251","2251. 더케이호텔 입구(양재2)",8399,1133,13.49%,2766,32.93%,1453,17.30%
"811","811. 녹사평역1번출구",8397,769,9.16%,1876,22.34%,2455,29.24%
"2178","2178. 서울대학교 정문",8386,325,3.88%,2243,26.75%,2265,27.01%
"2239","2239.교대역 6번출구",8386,1422,16.96%,1775,21.17%,1468,17.51%
"413","413. 상암월드컵파크 3단지 후문",8371,1359,16.23%,1280,15.29%,2658,31.75%
"3007","3007.MBC 앞",8350,762,9.13%,2926,35.04%,1148,13.75%
"1089","1089.고덕 래미안힐스테이트(201동)",8347,2037,24.40%,863,10.34%,2027,24.28%
"2307","2307. 압구정 한양 3차 아파트",8346,604,7.24%,2032,24.35%,2471,29.61%
"3792","3792. 화곡본동시장 입구",8333,1363,16.36%,1318,15.82%,2023,24.28%
"4931","4931. 디에이치퍼스티어아이파크 124동 앞",8332,1660,19.92%,1080,12.96%,2067,24.81%
"4392","4392. 답십리역 6번출구",8327,1206,14.48%,1965,23.60%,1686,20.25%
"2521","2521.서초 크로바타워 앞",8326,1359,16.32%,1395,16.75%,1937,23.26%
"1256","1256. 문정현대아파트 교차로",8310,1201,14.45%,1559,18.76%,1927,23.19%
"337","337. 창경궁 입구",8296,1331,16.04%,1396,16.83%,1816,21.89%
"971","971. 역촌 센트레빌 아파트",8296,2995,36.10%,623,7.51%,1890,22.78%
"774","774.등촌역 4번 출구",8278,966,11.67%,1506,18.19%,2220,26.82%
"1870","1870.독산3동주민센터 앞",8252,2121,25.70%,1107,13.41%,1790,21.69%
"4073","4073.방아골종합사회복지관",8246,1773,21.50%,975,11.82%,2103,25.50%
"979","979.원풍빌라앞",8245,1920,23.29%,822,9.97%,1869,22.67%
"1367","1367. 길음문화복합미디어센터",8242,1444,17.52%,985,11.95%,2145,26.03%
"1752","1752. 창동 주공 4단지 입구 옆",8239,1494,18.13%,1183,14.36%,2173,26.37%
"4616","4616. 신용산지하차도 앞",8231,1320,16.04%,1568,19.05%,2212,26.87%
"2634","2634.위례포레샤인아파트 정류장",8228,2525,30.69%,787,9.56%,1839,22.35%
"338","338. 세운스퀘어 앞",8226,827,10.05%,2071,25.18%,1303,15.84%
"2360","2360. 도곡1동 주민센터 교차로",8222,1014,12.33%,1977,24.05%,1595,19.40%
"2405","2405. 청담공원앞 교차로",8221,2078,25.28%,1633,19.86%,1539,18.72%
"654","654. 전농동 텃골공원",8217,1380,16.79%,1110,13.51%,2319,28.22%
"1702","1702. 녹천역 1번출구 앞",8217,1813,22.06%,1257,15.30%,2198,26.75%
"5322","5322.노원성당 앞",8216,1931,23.50%,987,12.01%,2318,28.21%
"1368","1368. 성신여대입구 교차로",8213,1391,16.94%,1328,16.17%,1975,24.05%
"4221","4221. 솔리스타오피스텔(공덕동주민센터)",8194,2742,33.46%,821,10.02%,2060,25.14%
"4808","4808. 신내2동 주민센터 앞",8190,547,6.68%,1892,23.10%,1819,22.21%
"142","142. 아현역 4번출구 앞",8186,1594,19.47%,1470,17.96%,1955,23.88%
"1109","1109. 공항시장역 4번출구",8186,1396,17.05%,1165,14.23%,2174,26.56%
"3606","3606. 신사동주민센터 옆",8186,444,5.42%,2141,26.15%,2155,26.33%
"1086","1086.래미안 솔베뉴(구천면로)",8182,1011,12.36%,1270,15.52%,2322,28.38%
"4874","4874. 탄천1교 하부보도",8181,1982,24.23%,1063,12.99%,2222,27.16%
"639","639. 서울시립대 후문",8172,688,8.42%,1396,17.08%,2074,25.38%
"1364","1364. 성북동 치안센터 앞",8161,1592,19.51%,1082,13.26%,1961,24.03%
"709","709. 신정3동 현장민원실 앞",8152,1214,14.89%,1199,14.71%,2057,25.23%
"3655","3655. 둔촌신성미소지움아파트",8131,1503,18.48%,1175,14.45%,2479,30.49%
"121","121. 마포소방서 앞",8118,1320,16.26%,1234,15.20%,2046,25.20%
"3510","3510. 중곡SK아파트앞",8117,1563,19.26%,994,12.25%,2329,28.69%
"1457","1457. 동원사거리",8115,1104,13.60%,1419,17.49%,2014,24.82%
"3545","3545.한양대역 1번출구",8100,575,7.10%,1783,22.01%,1896,23.41%
"3557","3557.서울숲리버뷰자이APT105동 앞",8096,1508,18.63%,897,11.08%,2261,27.93%
"2112","2112. 서울대입구역 마에스트로",8093,633,7.82%,1151,14.22%,2370,29.28%
"2430","2430.강남파이낸스센터앞(역삼역2번출구)",8092,1327,16.40%,1662,20.54%,1558,19.25%
"2319","2319. 포스코사거리 서측(수협 삼성동 지점)",8087,638,7.89%,2851,35.25%,1109,13.71%
"2509","2509. 심산기념문화센터",8080,1717,21.25%,1873,23.18%,1368,16.93%
"4563","4563. 여의도 은하아파트",8077,1472,18.22%,1368,16.94%,2016,24.96%
"3110","3110.홍은 현대아이파크 아파트 202동 앞",8066,1358,16.84%,1200,14.88%,2381,29.52%
"3880","3880. 홍련봉 공원",8066,1620,20.08%,1275,15.81%,2398,29.73%
"4542","4542. 월정초 사거리",8054,2059,25.56%,1143,14.19%,2047,25.42%
"406","406. 상암월드컵파크 7단지 앞",8043,1050,13.05%,1105,13.74%,2345,29.16%
"1472","1472.영성빌딩(PAT)",8036,1047,13.03%,1318,16.40%,1943,24.18%
"4316","4316. 고속터미널역 3번출구",8036,1027,12.78%,2034,25.31%,2131,26.52%
"866","866.브라운스톤 남산아파트",8030,1515,18.87%,1179,14.68%,2306,28.72%
"2328","2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞",8030,875,10.90%,1948,24.26%,1605,19.99%
"5321","5321.불암아파트 앞",8023,1150,14.33%,1128,14.06%,2268,28.27%
"4014","4014. 불암산역 3번 출구",8018,1430,17.83%,1112,13.87%,2358,29.41%
"2297","2297. 남부터미널역 1번출구",8015,944,11.78%,1828,22.81%,1934,24.13%
"1751","1751. 창원초등학교 교차로",8008,1350,16.86%,947,11.83%,2171,27.11%
"1266","1266. 문정동 글샘 공원",8006,954,11.92%,1916,23.93%,1898,23.71%
"2362","2362. 신사동 가로수길 입구",8006,494,6.17%,1855,23.17%,2165,27.04%
"322","322. 명동성당 앞",8001,747,9.34%,1844,23.05%,2149,26.86%
"1257","1257. 가락시장역 사거리",8001,2687,33.58%,1385,17.31%,1269,15.86%
"1394","1394.길음뉴타운 래미안9단지",7991,1886,23.60%,1009,12.63%,1988,24.88%
"4246","4246. 상수역새마을금고",7967,633,7.95%,1231,15.45%,2443,30.66%
"4671","4671. 청구성심병원 앞",7956,788,9.90%,1408,17.70%,2216,27.85%
"4462","4462. 가락중학교 앞",7955,905,11.38%,1049,13.19%,2283,28.70%
"2048","2048. 삼일초등학교 인근",7938,1616,20.36%,777,9.79%,1825,22.99%
"2036","2036. 정금마을 마을버스정류장",7936,1054,13.28%,1020,12.85%,2193,27.63%
"536","536. 행당역 2번출구 앞",7933,1558,19.64%,1007,12.69%,2247,28.32%
"1715","1715. 서울특별시교육청도봉도서관",7925,623,7.86%,1163,14.68%,2631,33.20%
"1253","1253. 오금역 3번 출구 뒤",7923,1418,17.90%,1431,18.06%,1705,21.52%
"402","402. 상암월드컵파크 9단지 앞",7921,2195,27.71%,895,11.30%,1905,24.05%
"1551","1551.4.19탑 앞",7912,1118,14.13%,993,12.55%,2367,29.92%
"4306","4306. 서래공원 앞",7906,972,12.29%,1994,25.22%,1617,20.45%
"1057","1057. 능골근린공원",7898,1552,19.65%,1369,17.33%,1512,19.14%
"2263","2263. 바우뫼문화복지회관",7897,1169,14.80%,1580,20.01%,1721,21.79%
"2119","2119. 중앙동 동진빌딩",7892,1422,18.02%,1148,14.55%,1935,24.52%
"4345","4345. 반포역 4번출구",7892,1448,18.35%,1212,15.36%,2329,29.51%
"4580","4580. 국회제2의원회관",7884,780,9.89%,3852,48.86%,247,3.13%
"1474","1474.서울중랑우체국",7882,650,8.25%,1186,15.05%,1677,21.28%
"6188","6188.금호아파트",7874,1229,15.61%,1631,20.71%,1799,22.85%
"1303","1303. 돈암초교 입구",7869,2040,25.92%,1169,14.86%,1784,22.67%
"1654","1654. 당고개입구 오거리",7856,1106,14.08%,1156,14.71%,2317,29.49%
"2320","2320. 도곡역 대치지구대 방향",7851,918,11.69%,1345,17.13%,2186,27.84%
"748","748. 목동운동장",7848,615,7.84%,1902,24.24%,2474,31.52%
"1821","1821. 홈플러스 시흥점 맞은편 다비치안경 앞",7830,1902,24.29%,938,11.98%,2096,26.77%
"3685","3685. 강동리엔파크14단지(1401동 앞)",7817,2016,25.79%,1501,19.20%,1622,20.75%
"4960","4960.고덕비즈밸리 지식산업센터 A",7813,250,3.20%,3579,45.81%,1211,15.50%
"1768","1768.신동아타워 버스정류소",7811,992,12.70%,1333,17.07%,2064,26.42%
"1296","1296. 석촌호수교차로 (송파나루근린공원 앞)",7803,738,9.46%,1313,16.83%,2654,34.01%
"416","416. 상암월드컵파크 1단지 교차로",7799,741,9.50%,2161,27.71%,1727,22.14%
"309","309. 광화문역 6번출구 옆 B",7796,593,7.61%,2755,35.34%,1048,13.44%
"2716","2716.롯데 R&D 센터",7792,404,5.18%,4557,58.48%,400,5.13%
"848","848. 삼각지12번 출구",7791,678,8.70%,1720,22.08%,2244,28.80%
"2145","2145. 은천초등학교 육교",7781,1637,21.04%,895,11.50%,1972,25.34%
"3113","3113. 독립문 앞",7766,2076,26.73%,985,12.68%,2442,31.44%
"904","904. 은평뉴타운 푸르지오",7762,2339,30.13%,747,9.62%,2195,28.28%
"1518","1518. 수유2동은행빌딩 앞",7753,1096,14.14%,1118,14.42%,2045,26.38%
"3918","3918. 이좋은집오피스텔 앞",7752,1084,13.98%,1079,13.92%,2156,27.81%
"349","349. 어린이도서관",7748,1034,13.35%,1279,16.51%,2216,28.60%
"1299","1299. 송파소방서 (방이119안전센터)",7746,1389,17.93%,1129,14.58%,2105,27.18%
"1713","1713. 쌍문동 이안아파트 앞",7736,902,11.66%,1157,14.96%,2014,26.03%
"3523","3523. 건국대학교 과학관(이과대) 앞",7720,302,3.91%,1783,23.10%,796,10.31%
"1405","1405. 망우역 1번출구",7715,1446,18.74%,1428,18.51%,1945,25.21%
"1642","1642. 서울여대 남문",7703,945,12.27%,1174,15.24%,1906,24.74%
"2365","2365. K+ 타워 앞",7696,233,3.03%,1822,23.67%,2061,26.78%
"4009","4009. 월계프라자",7680,1082,14.09%,983,12.80%,1901,24.75%
"4107","4107. 장안동근린공원 입구",7680,816,10.63%,1327,17.28%,2119,27.59%
"954","954. 은평뉴타운구파발9단지",7679,877,11.42%,871,11.34%,2237,29.13%
"177","177. 북가좌 초등학교",7665,1880,24.53%,1055,13.76%,1993,26.00%
"3797","3797. 마곡수명산파크7단지 710동 앞",7659,940,12.27%,1107,14.45%,1855,24.22%
"3211","3211.신길 래미안 프레비뉴",7639,1655,21.67%,955,12.50%,2102,27.52%
