대여소번호,대여소명,표준화_건수4열_클러스터,표준화_혼합4열_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일퇴근비중(%),주말비중(%)
"3956","3956. 대륭테크노타운21차 앞",Group 2,Group 1,9103,1137,3110,1611,34.16%,17.70%
"3104","3104. e편한세상 신촌4단지 앞",Group 2,Group 2,9099,1249,1289,2387,14.17%,26.23%
"1993","1993. 금강수목원아파트 앞",Group 2,Group 2,9097,1867,1362,2186,14.97%,24.03%
"1300","1300. 오륜사거리",Group 2,Group 2,9093,1687,1578,2612,17.35%,28.73%
"733","733. 신정이펜하우스314동",Group 2,Group 2,9088,1885,1254,2376,13.80%,26.14%
"2250","2250. 서초유치원 맞은편",Group 2,Group 2,9081,1511,1457,2442,16.04%,26.89%
"1532","1532. 번3동 주민센터 교차로",Group 2,Group 2,9072,1468,1631,2339,17.98%,25.78%
"4951","4951. 강동농협 버스정류소 앞(광채빌라)",Group 2,Group 2,9065,1719,1431,2465,15.79%,27.19%
"2271","2271. 내방역 8번출구 앞",Group 2,Group 2,9062,956,1910,2342,21.08%,25.84%
"1425","1425. 신성미소지움아파트",Group 2,Group 2,9059,1328,1211,1657,13.37%,18.29%
"4035","4035. 휴플러스 수락한신아파트 101동 앞",Group 2,Group 2,9059,2095,1116,2556,12.32%,28.22%
"2242","2242.양재역 10번 출구 앞",Group 2,Group 1,9041,2159,2033,1583,22.49%,17.51%
"1159","1159. 서서울모터리움 앞",Group 2,Group 1,9038,732,3412,1179,37.75%,13.04%
"3753","3753. 공항중학교 버스정류장",Group 2,Group 2,9033,2469,1355,1942,15.00%,21.50%
"2524","2524.반포쇼핑타운 8동 앞",Group 2,Group 2,9018,524,1806,2560,20.03%,28.39%
"1391","1391.성북청소년센터",Group 2,Group 2,9017,1503,1104,2543,12.24%,28.20%
"2156","2156. 신림푸르지오아파트",Group 2,Group 2,9013,1843,1265,2263,14.04%,25.11%
"2215","2215. 반포종합운동장 입구",Group 2,Group 2,9002,871,1207,2637,13.41%,29.29%
"3686","3686. 고덕 래미안 힐스테이트(101동)",Group 2,Group 2,8999,1789,1127,2538,12.52%,28.20%
"607","607. 신이문역 2번출구",Group 2,Group 2,8992,1197,2026,2032,22.53%,22.60%
"1862","1862.MD호텔 앞",Group 2,Group 2,8984,2911,1377,1619,15.33%,18.02%
"4923","4923.수협대치동지점",Group 2,Group 2,8982,1233,1824,2436,20.31%,27.12%
"4408","4408. 돌곶이역 앞",Group 2,Group 1,8978,710,2276,1890,25.35%,21.05%
"5864","5864.장훈고 앞",Group 2,Group 2,8976,2125,880,1887,9.80%,21.02%
"395","395. 경희궁 자이 2단지",Group 2,Group 2,8959,2892,1248,1954,13.93%,21.81%
"1527","1527. 미아역 1번 출구 뒤",Group 2,Group 2,8959,1195,1413,2212,15.77%,24.69%
"1727","1727. 서울도봉초등학교인근",Group 2,Group 2,8955,1377,1098,2616,12.26%,29.21%
"628","628. 휘봉고등학교 앞",Group 2,Group 2,8945,1338,1205,2043,13.47%,22.84%
"2529","2529.우리은행 방배동지점 앞",Group 2,Group 2,8930,1057,1864,2357,20.87%,26.39%
"948","948. 디지털미디어 시티역 4번출구(DMC역)",Group 2,Group 1,8913,1130,2745,1818,30.80%,20.40%
"3130","3130.가재울사거리",Group 2,Group 2,8912,2134,1147,2248,12.87%,25.22%
"2095","2095.경문고등학교 앞",Group 2,Group 2,8907,1612,1140,2161,12.80%,24.26%
"4341","4341. 영동1교 북단",Group 2,Group 2,8906,1205,1789,2753,20.09%,30.91%
"5782","5782. 오금현대 아파트 상가입구 앞",Group 2,Group 2,8897,1133,1919,2113,21.57%,23.75%
"4040","4040. 공릉로 26길",Group 2,Group 2,8893,1217,962,2753,10.82%,30.96%
"126","126. 서강대 후문 옆",Group 2,Group 2,8883,704,1617,1677,18.20%,18.88%
"2820","2820.신세기아파트 앞",Group 2,Group 2,8875,2585,1200,2087,13.52%,23.52%
"676","676.FITI시험연구원 앞",Group 2,Group 2,8872,1648,1263,1892,14.24%,21.33%
"2299","2299. 한전아트센터 앞",Group 2,Group 2,8868,2070,1685,1574,19.00%,17.75%
"713","713. 양서중학교 옆",Group 2,Group 2,8863,1868,1268,1931,14.31%,21.79%
"2266","2266. 서초역 3번출구",Group 2,Group 2,8862,1422,2016,2154,22.75%,24.31%
"3122","3122.북가좌삼거리2",Group 2,Group 2,8861,2153,1071,2286,12.09%,25.80%
"3412","3412.세운상가",Group 2,Group 1,8854,1245,1825,1567,20.61%,17.70%
"960","960. 구파발역 환승센터",Group 2,Group 1,8850,340,2495,1830,28.19%,20.68%
"1228","1228. 마천사거리",Group 2,Group 2,8831,1843,1288,2465,14.58%,27.91%
"809","809. 한남 유수지 복개주차장",Group 2,Group 2,8820,669,1857,2597,21.05%,29.44%
"652","652. 답십리 래미안엘파인아파트 입구",Group 2,Group 2,8782,2403,1118,2225,12.73%,25.34%
"4847","4847. 신내역시티프라디움 앞",Group 2,Group 2,8766,910,1219,2093,13.91%,23.88%
"4639","4639. 동빙고근린공원",Group 2,Group 2,8758,545,1316,3960,15.03%,45.22%
"1936","1936. 개봉역 1번 출구 자전거보관서쪽",Group 2,Group 2,8757,1541,1995,1971,22.78%,22.51%
"3129","3129.DMC래미안e편한세상203동옆",Group 2,Group 2,8749,2276,1148,2210,13.12%,25.26%
"2293","2293. SPC 앞",Group 2,Group 1,8738,985,2302,1821,26.34%,20.84%
"820","820. 청파동입구 교차로",Group 2,Group 2,8737,1313,1851,1919,21.19%,21.96%
"4835","4835. 망우동 본죽 앞",Group 2,Group 2,8724,1776,988,2221,11.33%,25.46%
"4202","4202. 프런트원(공덕역4번출구 앞)",Group 2,Group 2,8719,1061,1967,1797,22.56%,20.61%
"3903","3903. 현대아파트 앞",Group 2,Group 2,8714,2009,1480,2102,16.98%,24.12%
"903","903. 은평뉴타운 아이파크",Group 2,Group 2,8710,1712,1122,2254,12.88%,25.88%
"775","775.세종그랑시아 앞(102동)",Group 2,Group 2,8702,1270,1173,2315,13.48%,26.60%
"3986","3986.청년주택 독산동점",Group 2,Group 2,8700,3447,957,1888,11.00%,21.70%
"1641","1641. 한내근린공원 남측",Group 2,Group 2,8688,1264,1482,2544,17.06%,29.28%
"2657","2657.송파 파인타운 11단지",Group 2,Group 2,8682,1557,939,2349,10.82%,27.06%
"2712","2712.화곡터널입구교차로",Group 2,Group 2,8678,1392,1165,2419,13.42%,27.88%
"2394","2394. 개포래미안포레스트아파트 107동 앞",Group 2,Group 2,8675,2380,980,2129,11.30%,24.54%
"2227","2227.방배열린문화센터 앞",Group 2,Group 1,8673,1580,1826,1555,21.05%,17.93%
"4918","4918. 매봉역 1번출구",Group 2,Group 2,8661,1023,2113,2043,24.40%,23.59%
"4797","4797. KG타워 앞",Group 2,Group 1,8656,1409,2280,1371,26.34%,15.84%
"1073","1073. SSTS 몰 앞",Group 2,Group 2,8644,1381,1092,2460,12.63%,28.46%
"1981","1981. 천왕지구삼거리 앞",Group 2,Group 2,8643,2475,1081,1951,12.51%,22.57%
"347","347. 동대문역사문화공원역 9번출구 앞",Group 2,Group 2,8639,623,1590,2109,18.40%,24.41%
"4307","4307. 고투몰 gate 15옆",Group 2,Group 2,8638,1350,1336,2354,15.47%,27.25%
"3127","3127.홍은2파출소 옆",Group 2,Group 2,8637,1173,1658,2250,19.20%,26.05%
"1854","1854. 가산아네스트 오피스텔 앞",Group 2,Group 2,8633,3068,1318,1791,15.27%,20.75%
"1326","1326. 상월곡역 1번출구",Group 2,Group 2,8631,1215,1193,2282,13.82%,26.44%
"5509","5509.신석초교 앞",Group 2,Group 2,8626,1536,1234,2461,14.31%,28.53%
"518","518. 청계천 박물관 앞",Group 2,Group 1,8614,400,3328,1725,38.63%,20.03%
"1628","1628. 노일초등학교 앞",Group 2,Group 2,8612,1048,1484,2156,17.23%,25.03%
"1671","1671. 인덕대학교",Group 2,Group 2,8606,1443,1189,1730,13.82%,20.10%
"476","476.광희문",Group 2,Group 2,8598,1152,1125,2180,13.08%,25.35%
"1564","1564.4.19민주묘지역 1번출구",Group 2,Group 2,8598,542,1586,2401,18.45%,27.93%
"1290","1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑",Group 2,Group 2,8596,2621,701,2130,8.15%,24.78%
"666","666.이문대성유니드아파트 앞",Group 2,Group 2,8590,825,1955,2584,22.76%,30.08%
"1240","1240. 문정 법조단지4",Group 2,Group 2,8582,1620,1561,2119,18.19%,24.69%
"1420","1420. 신내어울공원 앞",Group 2,Group 2,8582,923,1905,2104,22.20%,24.52%
"4857","4857. 올림픽공원 장미광장",Group 2,Group 2,8580,970,1697,3040,19.78%,35.43%
"2631","2631.배명고등학교",Group 2,Group 2,8569,1681,1217,2027,14.20%,23.66%
"4054","4054. 창동한신아파트 버스정류소",Group 2,Group 2,8564,1030,1145,2338,13.37%,27.30%
"358","358. 성균관대입구 사거리 A",Group 2,Group 2,8562,469,1540,2403,17.99%,28.07%
"2245","2245.양재초등학교 맞은편",Group 2,Group 2,8554,1300,1973,2053,23.07%,24.00%
"4414","4414. 안암역 3번 출구",Group 2,Group 2,8553,546,1539,2252,17.99%,26.33%
"3642","3642. 강남자곡힐스테이트",Group 2,Group 2,8544,1640,686,2383,8.03%,27.89%
"2418","2418.봉은사역 7번 출구",Group 2,Group 1,8540,1205,2499,1701,29.26%,19.92%
"1616","1616. 하계2동 공항버스정류장 옆",Group 2,Group 2,8522,938,1633,2136,19.16%,25.06%
"2164","2164. 관악우체국",Group 2,Group 2,8511,952,1178,2203,13.84%,25.88%
"324","324. 신세계백화점 본점 앞",Group 2,Group 1,8498,460,2419,1829,28.47%,21.52%
"2172","2172. 나들목공원",Group 2,Group 2,8479,545,1596,2797,18.82%,32.99%
"3643","3643. 더시그넘하우스 앞",Group 2,Group 2,8479,1471,1511,1707,17.82%,20.13%
"759","759. 보아스아파트 앞",Group 2,Group 2,8475,2116,1127,2075,13.30%,24.48%
"1839","1839. 수출의 다리 아래",Group 2,Group 1,8470,251,3505,1349,41.38%,15.93%
"1536","1536. 번동 두산위브 101동 옆",Group 2,Group 2,8464,802,1329,2180,15.70%,25.76%
"1065","1065.보훈병원 후문옆(더 원커피)",Group 2,Group 1,8458,1065,1985,1736,23.47%,20.52%
"3694","3694. 강동리엔파크 13단지(1303동 앞)",Group 2,Group 1,8452,2321,1737,1485,20.55%,17.57%
"4871","4871. 오금동 대림아파트 정문",Group 2,Group 2,8441,1132,1392,2168,16.49%,25.68%
"188","188. 홍은동 정원여중 입구",Group 2,Group 2,8440,1433,1395,2315,16.53%,27.43%
"767","767.신정숲속마을아파트",Group 2,Group 2,8438,2994,927,1876,10.99%,22.23%
"1829","1829. 홈플러스 금천점 앞",Group 2,Group 2,8428,1134,1660,2003,19.70%,23.77%
"436","436. 이대역 5번출구",Group 2,Group 2,8426,656,2027,2174,24.06%,25.80%
"5861","5861. 보라주유소 앞",Group 2,Group 2,8420,1575,1382,2046,16.41%,24.30%
"162","162. 봉원고가차도 밑",Group 2,Group 2,8405,1333,1389,2089,16.53%,24.85%
"4638","4638. 청파동삼거리 앞",Group 2,Group 2,8400,1654,873,2351,10.39%,27.99%
"2251","2251. 더케이호텔 입구(양재2)",Group 2,Group 1,8399,1133,2766,1453,32.93%,17.30%
"811","811. 녹사평역1번출구",Group 2,Group 2,8397,769,1876,2455,22.34%,29.24%
"2178","2178. 서울대학교 정문",Group 2,Group 2,8386,325,2243,2265,26.75%,27.01%
"2239","2239.교대역 6번출구",Group 2,Group 1,8386,1422,1775,1468,21.17%,17.51%
"413","413. 상암월드컵파크 3단지 후문",Group 2,Group 2,8371,1359,1280,2658,15.29%,31.75%
"3007","3007.MBC 앞",Group 2,Group 1,8350,762,2926,1148,35.04%,13.75%
"1089","1089.고덕 래미안힐스테이트(201동)",Group 2,Group 2,8347,2037,863,2027,10.34%,24.28%
"2307","2307. 압구정 한양 3차 아파트",Group 2,Group 2,8346,604,2032,2471,24.35%,29.61%
"3792","3792. 화곡본동시장 입구",Group 2,Group 2,8333,1363,1318,2023,15.82%,24.28%
"4931","4931. 디에이치퍼스티어아이파크 124동 앞",Group 2,Group 2,8332,1660,1080,2067,12.96%,24.81%
"4392","4392. 답십리역 6번출구",Group 2,Group 1,8327,1206,1965,1686,23.60%,20.25%
"2521","2521.서초 크로바타워 앞",Group 2,Group 2,8326,1359,1395,1937,16.75%,23.26%
"1256","1256. 문정현대아파트 교차로",Group 2,Group 2,8310,1201,1559,1927,18.76%,23.19%
"337","337. 창경궁 입구",Group 2,Group 2,8296,1331,1396,1816,16.83%,21.89%
"971","971. 역촌 센트레빌 아파트",Group 2,Group 2,8296,2995,623,1890,7.51%,22.78%
"774","774.등촌역 4번 출구",Group 2,Group 2,8278,966,1506,2220,18.19%,26.82%
"1870","1870.독산3동주민센터 앞",Group 2,Group 2,8252,2121,1107,1790,13.41%,21.69%
"4073","4073.방아골종합사회복지관",Group 2,Group 2,8246,1773,975,2103,11.82%,25.50%
"979","979.원풍빌라앞",Group 2,Group 2,8245,1920,822,1869,9.97%,22.67%
"1367","1367. 길음문화복합미디어센터",Group 2,Group 2,8242,1444,985,2145,11.95%,26.03%
"1752","1752. 창동 주공 4단지 입구 옆",Group 2,Group 2,8239,1494,1183,2173,14.36%,26.37%
"4616","4616. 신용산지하차도 앞",Group 2,Group 2,8231,1320,1568,2212,19.05%,26.87%
"2634","2634.위례포레샤인아파트 정류장",Group 2,Group 2,8228,2525,787,1839,9.56%,22.35%
"338","338. 세운스퀘어 앞",Group 2,Group 1,8226,827,2071,1303,25.18%,15.84%
"2360","2360. 도곡1동 주민센터 교차로",Group 2,Group 1,8222,1014,1977,1595,24.05%,19.40%
"2405","2405. 청담공원앞 교차로",Group 2,Group 2,8221,2078,1633,1539,19.86%,18.72%
"654","654. 전농동 텃골공원",Group 2,Group 2,8217,1380,1110,2319,13.51%,28.22%
"1702","1702. 녹천역 1번출구 앞",Group 2,Group 2,8217,1813,1257,2198,15.30%,26.75%
"5322","5322.노원성당 앞",Group 2,Group 2,8216,1931,987,2318,12.01%,28.21%
"1368","1368. 성신여대입구 교차로",Group 2,Group 2,8213,1391,1328,1975,16.17%,24.05%
"4221","4221. 솔리스타오피스텔(공덕동주민센터)",Group 2,Group 2,8194,2742,821,2060,10.02%,25.14%
"4808","4808. 신내2동 주민센터 앞",Group 2,Group 2,8190,547,1892,1819,23.10%,22.21%
"142","142. 아현역 4번출구 앞",Group 2,Group 2,8186,1594,1470,1955,17.96%,23.88%
"1109","1109. 공항시장역 4번출구",Group 2,Group 2,8186,1396,1165,2174,14.23%,26.56%
"3606","3606. 신사동주민센터 옆",Group 2,Group 2,8186,444,2141,2155,26.15%,26.33%
"1086","1086.래미안 솔베뉴(구천면로)",Group 2,Group 2,8182,1011,1270,2322,15.52%,28.38%
"4874","4874. 탄천1교 하부보도",Group 2,Group 2,8181,1982,1063,2222,12.99%,27.16%
"639","639. 서울시립대 후문",Group 2,Group 2,8172,688,1396,2074,17.08%,25.38%
"1364","1364. 성북동 치안센터 앞",Group 2,Group 2,8161,1592,1082,1961,13.26%,24.03%
"709","709. 신정3동 현장민원실 앞",Group 2,Group 2,8152,1214,1199,2057,14.71%,25.23%
"3655","3655. 둔촌신성미소지움아파트",Group 2,Group 2,8131,1503,1175,2479,14.45%,30.49%
"121","121. 마포소방서 앞",Group 2,Group 2,8118,1320,1234,2046,15.20%,25.20%
"3510","3510. 중곡SK아파트앞",Group 2,Group 2,8117,1563,994,2329,12.25%,28.69%
"1457","1457. 동원사거리",Group 2,Group 2,8115,1104,1419,2014,17.49%,24.82%
"3545","3545.한양대역 1번출구",Group 2,Group 2,8100,575,1783,1896,22.01%,23.41%
"3557","3557.서울숲리버뷰자이APT105동 앞",Group 2,Group 2,8096,1508,897,2261,11.08%,27.93%
"2112","2112. 서울대입구역 마에스트로",Group 2,Group 2,8093,633,1151,2370,14.22%,29.28%
"2430","2430.강남파이낸스센터앞(역삼역2번출구)",Group 2,Group 2,8092,1327,1662,1558,20.54%,19.25%
"2319","2319. 포스코사거리 서측(수협 삼성동 지점)",Group 2,Group 1,8087,638,2851,1109,35.25%,13.71%
"2509","2509. 심산기념문화센터",Group 2,Group 1,8080,1717,1873,1368,23.18%,16.93%
"4563","4563. 여의도 은하아파트",Group 2,Group 2,8077,1472,1368,2016,16.94%,24.96%
"3110","3110.홍은 현대아이파크 아파트 202동 앞",Group 2,Group 2,8066,1358,1200,2381,14.88%,29.52%
"3880","3880. 홍련봉 공원",Group 2,Group 2,8066,1620,1275,2398,15.81%,29.73%
"4542","4542. 월정초 사거리",Group 2,Group 2,8054,2059,1143,2047,14.19%,25.42%
"406","406. 상암월드컵파크 7단지 앞",Group 2,Group 2,8043,1050,1105,2345,13.74%,29.16%
"1472","1472.영성빌딩(PAT)",Group 2,Group 2,8036,1047,1318,1943,16.40%,24.18%
"4316","4316. 고속터미널역 3번출구",Group 2,Group 2,8036,1027,2034,2131,25.31%,26.52%
"866","866.브라운스톤 남산아파트",Group 2,Group 2,8030,1515,1179,2306,14.68%,28.72%
"2328","2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞",Group 2,Group 1,8030,875,1948,1605,24.26%,19.99%
"5321","5321.불암아파트 앞",Group 2,Group 2,8023,1150,1128,2268,14.06%,28.27%
"4014","4014. 불암산역 3번 출구",Group 2,Group 2,8018,1430,1112,2358,13.87%,29.41%
"2297","2297. 남부터미널역 1번출구",Group 2,Group 2,8015,944,1828,1934,22.81%,24.13%
"1751","1751. 창원초등학교 교차로",Group 2,Group 2,8008,1350,947,2171,11.83%,27.11%
"1266","1266. 문정동 글샘 공원",Group 2,Group 2,8006,954,1916,1898,23.93%,23.71%
"2362","2362. 신사동 가로수길 입구",Group 2,Group 2,8006,494,1855,2165,23.17%,27.04%
"322","322. 명동성당 앞",Group 2,Group 2,8001,747,1844,2149,23.05%,26.86%
"1257","1257. 가락시장역 사거리",Group 2,Group 2,8001,2687,1385,1269,17.31%,15.86%
"1394","1394.길음뉴타운 래미안9단지",Group 2,Group 2,7991,1886,1009,1988,12.63%,24.88%
"4246","4246. 상수역새마을금고",Group 2,Group 2,7967,633,1231,2443,15.45%,30.66%
"4671","4671. 청구성심병원 앞",Group 2,Group 2,7956,788,1408,2216,17.70%,27.85%
"4462","4462. 가락중학교 앞",Group 2,Group 2,7955,905,1049,2283,13.19%,28.70%
"2048","2048. 삼일초등학교 인근",Group 2,Group 2,7938,1616,777,1825,9.79%,22.99%
"2036","2036. 정금마을 마을버스정류장",Group 2,Group 2,7936,1054,1020,2193,12.85%,27.63%
"536","536. 행당역 2번출구 앞",Group 2,Group 2,7933,1558,1007,2247,12.69%,28.32%
"1715","1715. 서울특별시교육청도봉도서관",Group 2,Group 2,7925,623,1163,2631,14.68%,33.20%
"1253","1253. 오금역 3번 출구 뒤",Group 2,Group 2,7923,1418,1431,1705,18.06%,21.52%
"402","402. 상암월드컵파크 9단지 앞",Group 2,Group 2,7921,2195,895,1905,11.30%,24.05%
"1551","1551.4.19탑 앞",Group 2,Group 2,7912,1118,993,2367,12.55%,29.92%
"4306","4306. 서래공원 앞",Group 2,Group 1,7906,972,1994,1617,25.22%,20.45%
"1057","1057. 능골근린공원",Group 2,Group 2,7898,1552,1369,1512,17.33%,19.14%
"2263","2263. 바우뫼문화복지회관",Group 2,Group 2,7897,1169,1580,1721,20.01%,21.79%
"2119","2119. 중앙동 동진빌딩",Group 2,Group 2,7892,1422,1148,1935,14.55%,24.52%
"4345","4345. 반포역 4번출구",Group 2,Group 2,7892,1448,1212,2329,15.36%,29.51%
"4580","4580. 국회제2의원회관",Group 2,Group 1,7884,780,3852,247,48.86%,3.13%
"1474","1474.서울중랑우체국",Group 2,Group 2,7882,650,1186,1677,15.05%,21.28%
"6188","6188.금호아파트",Group 2,Group 2,7874,1229,1631,1799,20.71%,22.85%
"1303","1303. 돈암초교 입구",Group 2,Group 2,7869,2040,1169,1784,14.86%,22.67%
"1654","1654. 당고개입구 오거리",Group 2,Group 2,7856,1106,1156,2317,14.71%,29.49%
"2320","2320. 도곡역 대치지구대 방향",Group 2,Group 2,7851,918,1345,2186,17.13%,27.84%
"748","748. 목동운동장",Group 2,Group 2,7848,615,1902,2474,24.24%,31.52%
"1821","1821. 홈플러스 시흥점 맞은편 다비치안경 앞",Group 2,Group 2,7830,1902,938,2096,11.98%,26.77%
"3685","3685. 강동리엔파크14단지(1401동 앞)",Group 2,Group 2,7817,2016,1501,1622,19.20%,20.75%
"4960","4960.고덕비즈밸리 지식산업센터 A",Group 2,Group 1,7813,250,3579,1211,45.81%,15.50%
"1768","1768.신동아타워 버스정류소",Group 2,Group 2,7811,992,1333,2064,17.07%,26.42%
"1296","1296. 석촌호수교차로 (송파나루근린공원 앞)",Group 2,Group 2,7803,738,1313,2654,16.83%,34.01%
"416","416. 상암월드컵파크 1단지 교차로",Group 2,Group 1,7799,741,2161,1727,27.71%,22.14%
"309","309. 광화문역 6번출구 옆 B",Group 2,Group 1,7796,593,2755,1048,35.34%,13.44%
"2716","2716.롯데 R&D 센터",Group 2,Group 1,7792,404,4557,400,58.48%,5.13%
"848","848. 삼각지12번 출구",Group 2,Group 2,7791,678,1720,2244,22.08%,28.80%
"2145","2145. 은천초등학교 육교",Group 2,Group 2,7781,1637,895,1972,11.50%,25.34%
"3113","3113. 독립문 앞",Group 2,Group 2,7766,2076,985,2442,12.68%,31.44%
"904","904. 은평뉴타운 푸르지오",Group 2,Group 2,7762,2339,747,2195,9.62%,28.28%
"1518","1518. 수유2동은행빌딩 앞",Group 2,Group 2,7753,1096,1118,2045,14.42%,26.38%
"3918","3918. 이좋은집오피스텔 앞",Group 2,Group 2,7752,1084,1079,2156,13.92%,27.81%
"349","349. 어린이도서관",Group 2,Group 2,7748,1034,1279,2216,16.51%,28.60%
"1299","1299. 송파소방서 (방이119안전센터)",Group 2,Group 2,7746,1389,1129,2105,14.58%,27.18%
"1713","1713. 쌍문동 이안아파트 앞",Group 2,Group 2,7736,902,1157,2014,14.96%,26.03%
"3523","3523. 건국대학교 과학관(이과대) 앞",Group 2,Group 1,7720,302,1783,796,23.10%,10.31%
"1405","1405. 망우역 1번출구",Group 2,Group 2,7715,1446,1428,1945,18.51%,25.21%
"1642","1642. 서울여대 남문",Group 2,Group 2,7703,945,1174,1906,15.24%,24.74%
