대여소번호,대여소명,클러스터그룹,전체이용건수,평일출근건수,평일퇴근비중(%),주말비중(%)
"2639","2639.석촌역 8번출구",Group 3,45582,7550,20.25%,23.94%
"263","263. 근로자회관 사거리",Group 3,45137,5820,23.12%,23.11%
"1117","1117. 등촌5단지아파트 버스정류장",Group 3,45000,6543,19.79%,21.73%
"2719","2719.마곡문화공원",Group 3,44848,4498,41.18%,13.06%
"202","202. 국민일보 앞",Group 3,44756,3946,35.98%,21.34%
"4508","4508. 유원목동아파트 103동 앞",Group 3,44528,6187,15.66%,24.53%
"1295","1295. 잠실역 8번출구",Group 3,44519,3004,24.03%,28.30%
"5096","5096. LG사이언스파크 E14동",Group 3,44505,4127,56.20%,2.19%
"1011","1011. LIGA 아파트 앞",Group 3,44309,7658,16.05%,24.27%
"1173","1173. 강서구청사거리(SH타워)",Group 3,44097,11201,14.19%,23.76%
"795","795.양천 해누리타운",Group 3,44085,5297,20.27%,22.15%
"1149","1149. 신방화역환승주차장",Group 3,44051,5484,21.68%,23.99%
"3680","3680. 강동역3번출구",Group 3,43786,7617,19.88%,21.63%
"2628","2628.문정역 1번출구",Group 3,43514,6904,21.34%,20.62%
"2646","2646.레이크펠리스101동앞",Group 3,43374,5874,15.06%,28.95%
"1985","1985. 구로도서관",Group 3,43317,7373,16.07%,24.93%
"779","779. 신정1동 주민센터 앞",Group 3,43270,6530,17.66%,26.90%
"1182","1182. KBS 스포츠월드",Group 3,43259,9550,16.42%,18.50%
"3219","3219.영등포역 1번출구",Group 3,43185,7528,22.48%,25.58%
"217","217. NH농협은행 앞",Group 3,43039,4786,36.98%,12.69%
"1637","1637. KT 전화국 버스정류장 옆",Group 3,42925,2563,21.41%,28.58%
"4452","4452. 삼성SDS",Group 3,42597,2807,41.89%,14.41%
"703","703. 오목교역 7번출구 앞",Group 3,42528,5887,25.53%,22.86%
"3881","3881. 신자초교입구 교차로",Group 3,42468,9598,12.39%,26.61%
"1024","1024.  강동구청 앞",Group 3,42209,5775,21.97%,22.73%
"5080","5080. 가양역 1번출구",Group 3,42174,7507,21.43%,21.98%
"431","431. 청계천 영도교",Group 3,42101,6271,14.11%,24.62%
"2136","2136. 신림역 8번출구",Group 3,41976,3443,15.84%,28.87%
"1209","1209. 잠실나루역 (2번 출구 쪽)",Group 3,41960,8354,24.47%,21.20%
"4233","4233. 코오롱아파트사거리",Group 3,41838,6612,16.37%,27.48%
"2824","2824.미래사랑어린이공원 앞",Group 3,41804,5142,25.60%,24.73%
"228","228. 선유도역 3번출구 앞",Group 3,41758,4745,20.20%,29.43%
"4897","4897. 잠실주공5단지1",Group 3,41740,11772,11.72%,26.85%
"1684","1684. 태릉입구역 5번출구",Group 3,41679,2780,20.86%,26.12%
"3575","3575. 자양사거리(서원빌딩)",Group 3,41602,4735,16.98%,26.10%
"5882","5882. 휴젠느",Group 3,41285,10823,15.80%,24.71%
"996","996.응암역2번출구 국민은행 앞",Group 3,41248,3683,20.06%,27.76%
"3511","3511. 응봉역 1번출구",Group 3,41189,4961,13.59%,35.74%
"907","907. CJ 드림시티",Group 3,41059,3839,16.54%,30.24%
"853","853.용산역 맞은편",Group 3,40797,2377,19.26%,35.31%
"744","744. 신목동역 2번 출구",Group 3,40741,7620,24.59%,19.71%
"1264","1264. 천호역 10번 출구 앞",Group 3,40738,6028,24.00%,24.63%
"5070","5070. 마곡13단지힐스테이트마스터 후문(1320동 앞)",Group 3,40631,12800,11.88%,22.70%
"584","584. 광진광장 교통섬",Group 3,40596,9982,14.59%,20.15%
"5867","5867. H타워 앞",Group 3,40583,14139,20.26%,19.17%
"4509","4509. 서울영상고교 입구",Group 3,40395,7021,13.13%,24.77%
"4540","4540. 목동역 3번 출구",Group 3,40301,4915,23.40%,21.50%
"245","245. 삼성생명 당산사옥 앞",Group 3,40168,6939,21.86%,20.33%
"2623","2623.석촌동 주민센터",Group 3,40120,7462,15.75%,26.93%
"2621","2621. 한성백제역 2번 출구",Group 3,40094,4357,16.30%,36.18%
"5870","5870. LG트윈타워 앞",Group 3,39905,4204,28.89%,22.60%
"4547","4547. 목동역 2번 출구",Group 3,39903,3844,20.01%,24.96%
"1653","1653. 노원역1번출구",Group 3,39830,2847,23.33%,27.84%
"280","280. 양평동6차현대아파트 앞",Group 3,39736,11105,12.20%,23.52%
"4515","4515. 동문굿모닝탑",Group 3,39680,4578,15.27%,28.21%
"1106","1106. 신방화사거리",Group 3,39587,7492,17.28%,25.05%
"631","631. 답십리역 1번출구",Group 3,39342,7321,22.55%,19.89%
"1010","1010. 강동세무서",Group 3,39256,5086,19.18%,24.23%
"5866","5866.포레나 당산",Group 3,39226,2932,21.23%,27.63%
"1650","1650. 중계근린공원내",Group 3,39150,5245,15.98%,27.72%
"4865","4865. 한성백제역 1번출구 뒤",Group 3,39097,6707,17.58%,26.75%
"2723","2723.마곡 필네이처",Group 3,39086,7238,23.67%,19.12%
"1118","1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔)",Group 3,39073,5942,26.15%,20.32%
"5862","5862. 당산역11번출구",Group 3,39067,7629,23.25%,22.10%
"236","236. 문래동자이아파트 앞",Group 3,38995,6058,14.96%,26.69%
"4514","4514. 목동성당 앞",Group 3,38862,6120,12.88%,27.59%
"4108","4108. 답십리파크자이아파트 앞",Group 3,38850,10394,12.41%,24.18%
"1029","1029. 성내어울터",Group 3,38449,2279,19.34%,29.76%
"731","731. 서울시 도로환경관리센터",Group 3,38340,3459,21.50%,30.24%
"3202","3202.당산롯데캐슬프레스티지",Group 3,38309,8168,15.68%,26.07%
"2919","2919.등나무 근린공원(시립북서울미술관 앞)",Group 3,38293,2559,18.67%,29.20%
"793","793.목동5단지아파트 534동",Group 3,38209,3997,16.00%,29.10%
"788","788.양천구청역 2번출구 옆",Group 3,38130,5207,30.54%,19.49%
"791","791.현대하이페리온",Group 3,38084,3192,17.25%,27.80%
"1293","1293. 석촌호수 서호 사거리",Group 3,38081,6027,16.61%,27.00%
"2720","2720.힐스테이트에코",Group 3,38052,5442,22.54%,20.72%
"3010","3010.홍대입구역 3번출구",Group 3,38015,4638,21.46%,26.77%
"3509","3509. 세종사이버대학교",Group 3,37980,8436,15.45%,22.57%
"3784","3784. 벽산아파트",Group 3,37956,9304,13.67%,26.56%
"275","275. 신동아아파트",Group 3,37953,7065,17.83%,23.15%
"102","102. 망원역 1번출구 앞",Group 3,37930,4114,17.77%,28.04%
"1297","1297. 석촌호수교차로(동호 팔각정 앞)",Group 3,37867,4468,16.54%,30.58%
"1008","1008. 암사역 3번출구(국민은행앞)",Group 3,37812,5471,16.32%,26.82%
"1231","1231. 잠실역 6번출구",Group 3,37792,3130,24.71%,27.78%
"3772","3772. 길성그랑프리텔아파트",Group 3,37772,7985,17.13%,24.36%
"1674","1674. 서울북부고용센터앞",Group 3,37530,2787,21.30%,21.82%
"794","794.양천문화회관",Group 3,37435,6755,14.33%,27.35%
"565","565. 옥수역 3번출구",Group 3,37283,3520,20.68%,30.88%
"4868","4868. 석촌호수 서호 남단",Group 3,37250,8106,18.23%,22.89%
"931","931. 역촌파출소",Group 3,37199,8359,14.29%,24.33%
"780","780.신정교 하부",Group 3,37098,4926,13.32%,34.79%
"259","259. 대방역6번출구",Group 3,36877,12647,13.31%,21.11%
"755","755. 목동1단지아파트 상가 앞",Group 3,36836,3820,18.78%,27.00%
"1668","1668. 중계역 6번출구",Group 3,36659,4240,21.28%,25.93%
"2704","2704.홈플러스(강서점)",Group 3,36599,6843,19.59%,20.09%
"1103","1103. 방화역 4번출구앞",Group 3,36427,5298,16.87%,25.29%
"1192","1192. 마곡수명산파크 209동 건너편",Group 3,36331,10577,12.65%,22.63%
"734","734. 신트리공원 입구",Group 3,36220,8924,14.96%,25.20%
"670","670.삼육서울병원 버스정류장",Group 3,36218,3201,18.26%,25.82%
"2708","2708.강서한강자이타워 앞",Group 3,36216,3932,27.28%,20.55%
"419","419. 홈플러스 마포점 앞",Group 3,36010,1831,19.48%,33.82%
"1611","1611. 과기대 입구(우)",Group 3,35973,2629,18.54%,24.45%
"602","602. 장안동 사거리",Group 3,35880,3393,17.39%,26.16%
"2641","2641.송파역 4번출구",Group 3,35803,3903,19.37%,25.79%
"232","232. 양평우림 이비즈센타 앞",Group 3,35725,6635,25.13%,19.46%
"361","361. 동묘앞역 1번출구 뒤",Group 3,35677,4772,15.03%,25.48%
"4535","4535. 목동12단지 아파트",Group 3,35650,8333,13.84%,28.43%
"3789","3789. 염창나들목",Group 3,35579,6987,12.15%,32.62%
"1908","1908. 해원리바파크 육교 밑",Group 3,35460,8933,19.27%,24.55%
"5095","5095. 원당근린공원",Group 3,35410,5201,17.87%,27.07%
"147","147. 마포역 4번출구 뒤",Group 3,35286,4198,23.95%,27.10%
"3600","3600.사근빗물펌프장 건너편",Group 3,35283,3731,16.63%,28.02%
"1113","1113. 서남환경공원 버스정류장",Group 3,35265,9048,13.14%,25.24%
"5333","5333. 노원역9번-10번 출구 앞",Group 3,35229,1787,22.83%,27.21%
"290","290. 새말소공원",Group 3,35200,8414,16.07%,19.93%
"2002","2002. 노들역 1번출구",Group 3,35169,3801,15.71%,35.56%
"2176","2176. 보라매공원 보도육교",Group 3,35163,6099,13.75%,29.18%
"1232","1232. 잠실주공 521동 건너편",Group 3,35111,2186,22.33%,30.97%
"2377","2377. 수서역 5번출구",Group 3,35048,3918,27.11%,23.60%
"4553","4553. 당산삼성2차아파트",Group 3,35013,8118,16.25%,22.45%
"383","383. 신당역 12번 출구 뒤",Group 3,34955,3693,15.59%,24.14%
"2744","2744.강서세무서 앞",Group 3,34944,8443,15.97%,21.43%
"6058","6058. 시청역 2번출구",Group 3,34914,9096,24.59%,14.78%
"1150","1150. 송정역 1번출구",Group 3,34775,5832,19.87%,22.63%
"283","283. 아크로타워 스퀘어(영등포시장)",Group 3,34651,8580,13.60%,23.78%
"2707","2707.한강아파트",Group 3,34342,8602,13.23%,23.76%
"3664","3664. 맥도날드 서울둔촌DT점 앞",Group 3,34342,4621,16.92%,25.90%
"1012","1012. 천호역효성해링턴타워 앞",Group 3,34325,3775,18.70%,25.24%
"5883","5883. 영문초사거리",Group 3,34310,4293,20.23%,24.56%
"1180","1180. 마곡엠밸리 15단지(1502동) 건너편",Group 3,34233,6032,20.05%,20.02%
"1251","1251. 석촌역 2번출구",Group 3,34142,3435,18.65%,29.02%
"278","278. 쌍용플레티넘오피스텔",Group 3,34114,4717,15.30%,28.90%
"117","117. 홍은사거리",Group 3,34067,3960,19.21%,28.94%
"648","648. 장안동위더스빌옆",Group 3,33994,7870,15.62%,23.10%
"1946","1946. 구로역 광장",Group 3,33888,6815,26.54%,17.80%
"5887","5887.나루마을 마당공원",Group 3,33887,9848,14.80%,24.24%
"2637","2637. 아시아지하보도 14번 출구",Group 3,33792,2774,19.90%,28.09%
"6177","6177. 마곡롯데캐슬르웨스트",Group 3,33687,7423,17.31%,21.22%
"1914","1914. 대림역4번출구",Group 3,33618,6140,20.79%,22.03%
"1308","1308. 안암로터리 버스정류장 앞",Group 3,33562,1404,21.87%,24.77%
"296","296.KT플라자 영등포점",Group 3,33379,6709,16.19%,24.48%
"5752","5752. 풍납백제문화공원 옆 인근",Group 3,33268,6897,11.81%,29.19%
"2718","2718.마곡수명산파크1단지",Group 3,33237,9943,11.27%,21.51%
"3570","3570.구의역 리버비스타 오피스텔",Group 3,33180,3043,17.43%,28.39%
"415","415. DMC역 9번출구 앞",Group 3,33134,6802,27.10%,16.12%
"206","206. KBS 앞",Group 3,33082,2444,33.87%,21.86%
"1662","1662. 노원역7번출구",Group 3,33003,1426,26.59%,26.08%
"3536","3536. 중앙농협(자양동)",Group 3,32978,6604,13.69%,27.22%
"3410","3410.종로3가역 8번출구",Group 3,32846,4513,21.96%,16.46%
"2745","2745.수명초등학교",Group 3,32843,10857,10.31%,18.53%
"735","735. 영도초등학교",Group 3,32826,7144,12.86%,27.58%
"1193","1193. 마곡센트럴타워 1차",Group 3,32767,1045,31.37%,17.51%
"1163","1163. 방화동강서기동대앞",Group 3,32744,7729,12.92%,23.59%
"1655","1655. 공릉1단지아파트",Group 3,32689,6022,13.00%,25.68%
"3504","3504. 원일교회",Group 3,32489,4552,13.91%,28.37%
"1111","1111. 마곡엠밸리6_7단지 마곡중학교",Group 3,32457,4876,15.06%,27.38%
"4382","4382. 페코텍글로벌허브빌딩 앞",Group 3,32387,8554,22.48%,13.63%
"514","514. 성수사거리 버스정류장 앞",Group 3,32316,4476,23.49%,19.55%
"4179","4179. 보라매병원역 1번출구",Group 3,32314,2425,19.63%,29.30%
"183","183. 하늘채코오롱아파트 건너편",Group 3,32099,6686,15.94%,24.78%
"3868","3868. 자양한강도서관",Group 3,32039,7425,14.58%,26.16%
"2611","2611. 송파지역자활센터 뒤",Group 3,32011,10121,12.27%,23.99%
"1218","1218. 방이역 4번출구",Group 3,31988,2691,19.60%,29.97%
"747","747. 목동3단지 상가",Group 3,31970,3353,16.65%,31.63%
"4864","4864. 송파사거리",Group 3,31967,3288,18.40%,26.03%
"1208","1208. 풍납현대아파트쉼터",Group 3,31931,5758,17.75%,24.33%
"1162","1162. 공항초등학교건너편",Group 3,31900,7710,14.01%,26.28%
"2632","2632.석촌고분역 2번 출구",Group 3,31895,5039,15.82%,28.28%
"1986","1986. 태평양물산",Group 3,31892,1150,46.47%,13.34%
"1244","1244. 문정 법조단지8",Group 3,31879,3549,17.17%,29.74%
"1077","1077.강동역 1번출구 앞",Group 3,31858,6170,16.81%,22.75%
"1013","1013. 강동구청역 1번 출입구",Group 3,31786,5276,22.17%,21.43%
"3582","3582.화양동 우체국",Group 3,31740,6722,14.37%,22.91%
"2615","2615. 테라타워2",Group 3,31739,7074,24.92%,14.22%
"3413","3413.종로플레이스",Group 3,31664,5061,19.44%,13.73%
"4135","4135. 삼성생명 앞",Group 3,31641,4030,17.76%,27.45%
"4037","4037. 물넘이교",Group 3,31609,4492,14.16%,29.45%
"2742","2742.강서구민올림픽체육센터",Group 3,31599,7597,13.67%,14.22%
"213","213. KT앞",Group 3,31572,8553,18.17%,14.84%
"4213","4213. 마포구중앙도서관 정문 앞",Group 3,31572,1849,19.56%,29.23%
"231","231. 남부고용노동지청 남측",Group 3,31541,5522,21.12%,17.81%
"1617","1617. 하계동 중평어린이공원 앞",Group 3,31500,8986,12.41%,25.94%
"3764","3764. 관문주유소(GS칼택스) 앞",Group 3,31500,6164,16.65%,23.97%
"1569","1569.수유역2번출구",Group 3,31453,3054,20.19%,26.99%
"303","303. 광화문역 1번출구 앞",Group 3,31377,5568,22.97%,16.80%
"796","796.목동아파트 14단지 B상가 앞",Group 3,31297,7059,14.30%,26.08%
"2217","2217.아크로리버뷰 부지 앞",Group 3,31263,3103,15.76%,37.93%
"771","771.목동아파트 703동 앞",Group 3,31256,3736,19.33%,25.48%
"1451","1451. 중랑세무서",Group 3,31195,3417,19.14%,27.62%
"268","268. 그랜드컨벤션센터 앞",Group 3,31122,3170,19.54%,25.05%
"1226","1226. 잠실4동 주민센터 옆",Group 3,31070,6694,17.37%,24.55%
"512","512. 뚝섬역 1번 출구 옆",Group 3,30925,3827,24.84%,26.23%
"2635","2635.잠실새내역 1번출구",Group 3,30924,3237,20.67%,28.34%
"3500","3500. 군자역2번출구",Group 3,30828,5561,20.36%,22.90%
"4893","4893. 문정법조단지12",Group 3,30673,3817,45.68%,8.99%
"308","308. 광화문 S타워 앞",Group 3,30610,2510,41.50%,10.28%
"1018","1018. 둔촌 주공 GS 맞은편",Group 3,30598,5151,14.42%,27.23%
"704","704. 남부법원검찰청 교차로",Group 3,30572,3908,20.53%,21.60%
"2525","2525.반포쇼핑타운 2동 앞",Group 3,30447,1549,19.04%,36.19%
"3514","3514. 왕십리교회옆",Group 3,30422,4459,15.61%,26.07%
"5311","5311. 주공601동 상가 노원지하보도 앞",Group 3,30225,2018,20.26%,26.20%
"458","458. 광화문역 5번출구",Group 3,30185,3262,26.93%,22.52%
"186","186. 월드컵공원",Group 3,30172,745,11.35%,53.54%
"4564","4564. 63스퀘어",Group 3,30163,3533,29.45%,16.28%
"305","305. 종로구청 옆",Group 3,30136,4107,27.36%,17.25%
"3002","3002.벽산상암스마트큐브",Group 3,30128,3132,18.41%,29.81%
"3657","3657. 서울천호동우체국",Group 3,30123,3011,14.95%,28.50%
"5064","5064. 양천향교역8번출구",Group 3,30120,7583,19.67%,18.96%
"284","284. 센트럴 푸르지오 시티 앞",Group 3,30064,4714,20.95%,26.87%
"4096","4096.창동역2번출구 하나은행365 앞",Group 3,30017,2675,23.01%,25.09%
"1663","1663. 동해문화예술관앞",Group 3,29993,2552,18.24%,21.04%
"5878","5878. 우리은행 앞",Group 3,29951,822,48.24%,17.27%
"1669","1669. 중계역 3번출구",Group 3,29939,3136,20.54%,23.99%
"543","543. 구의공원(테크노마트 앞)",Group 3,29895,2497,24.02%,27.20%
"302","302. 경복궁역 6번출구 뒤",Group 3,29892,6324,18.65%,22.84%
"2732","2732.마곡수명산 1-2단지",Group 3,29865,9186,11.41%,22.77%
"1198","1198. LG 사이언스파크",Group 3,29807,6771,34.32%,10.13%
"786","786.목동아파트 8단지 상가동 앞",Group 3,29591,5169,15.49%,28.29%
"4527","4527. 목동신시가지아파트6단지",Group 3,29561,3023,14.05%,21.63%
"568","568. 청계8가 사거리 B",Group 3,29551,4605,17.67%,27.30%
"1220","1220. 잠실근린공원",Group 3,29528,6316,14.96%,27.01%
"291","291. 문래동 하이테크 시티",Group 3,29495,1783,38.00%,15.13%
"3542","3542. 래미안 구의파크 스위트",Group 3,29482,7187,15.54%,26.00%
"238","238. 제2구민체육센타 앞",Group 3,29452,6403,22.15%,14.07%
"154","154. 마포구청역",Group 3,29409,2665,16.61%,31.32%
"2109","2109. 은천로입구 가로공원",Group 3,29384,7312,12.19%,26.99%
"612","612. 시립동부병원 앞 사거리",Group 3,29252,5785,18.64%,22.72%
"1155","1155. 기쁜우리복지관",Group 3,29225,6954,13.52%,21.91%
"4486","4486. 홈플러스 잠실점",Group 3,29185,2418,27.53%,23.42%
"548","548. 자양나들목",Group 3,29111,6958,12.29%,28.82%
"592","592. 건국대학교 학생회관",Group 3,29050,1205,21.93%,14.21%
"293","293. 충북 미래관",Group 3,29033,8438,12.85%,25.28%
"1449","1449. 상봉역 1번출구",Group 3,29010,3630,26.33%,22.56%
"1102","1102. 방화사거리 마을버스 버스정류장",Group 3,28997,3175,16.61%,26.29%
"2727","2727.서울식물원 잔디마당 앞",Group 3,28994,3319,46.17%,8.58%
"3579","3579.광진 캠퍼스시티",Group 3,28963,5750,20.10%,23.21%
"2921","2921.중계역 2번출구",Group 3,28909,4022,19.32%,22.68%
"1248","1248. 방이초등학교",Group 3,28818,3809,18.50%,27.65%
"4142","4142. 현대썬앤빌 앞",Group 3,28776,7214,12.03%,23.33%
"3819","3819. 서울대벤처타운역",Group 3,28768,2590,16.93%,29.16%
"614","614. 용두동 사거리",Group 3,28744,3849,16.46%,23.34%
"1243","1243. 문정 법조단지7",Group 3,28726,2518,34.69%,15.16%
"2601","2601. 석촌호수 아뜰리에",Group 3,28707,4551,16.32%,28.10%
"1688","1688. 마들역 7번출구",Group 3,28696,4259,21.54%,23.22%
"184","184.망원우체국사거리 인근",Group 3,28690,3415,17.17%,29.50%
"630","630. 동대문구 보건소",Group 3,28621,6025,19.62%,17.92%
"219","219. 롯데캐슬엠파이어 옆",Group 3,28617,4734,27.36%,16.46%
"1262","1262. 송파여성문화회관 앞",Group 3,28612,4530,17.03%,24.73%
"103","103. 망원역 2번출구 앞",Group 3,28606,1709,17.57%,33.42%
"4027","4027. 한내 행복발전소 옆",Group 3,28489,1021,15.95%,31.96%
"4481","4481. 올림픽공원 북2문 B",Group 3,28413,2817,18.93%,33.30%
"5087","5087. 연세강서빌딩",Group 3,28395,7326,14.09%,24.70%
"1140","1140. 목동사거리 버스정류장",Group 3,28378,5850,15.22%,23.26%
"1964","1964. 원메디타운 앞",Group 3,28359,4128,15.24%,23.46%
"3760","3760. 발산역 8번 출구",Group 3,28299,6881,18.80%,20.35%
"5765","5765. 삼전동주민센터 건너편",Group 3,28216,5596,14.87%,25.86%
"3904","3904. 테크노마트 앞",Group 3,28211,2110,20.50%,30.03%
"1656","1656. 중앙하이츠 아파트 입구",Group 3,28111,2188,14.91%,30.53%
"1363","1363. 보문4교 인근",Group 3,28064,4654,15.60%,27.14%
"754","754. 목동1단지아파트 118동 앞",Group 3,28044,7986,12.31%,27.35%
"1447","1447. 면목역 3번출구",Group 3,28022,3085,19.56%,26.35%
"906","906. 연신내역 5번출구",Group 3,27990,1748,18.71%,28.74%
"3581","3581.광진광장",Group 3,27984,5788,21.93%,20.79%
"3890","3890. 웰츠타워 오피스텔",Group 3,27942,3079,17.31%,24.58%
